SCHOOL NAME,DISTrictNUMBER,DISTRICT NAME,EMH,EMH-Combined,SCHOOL NUMBER,rate_at.5_chng_ach,rate_at.5_chng_gro,pct_pts_chng_.5
FRONTIER HIGH SCHOOL                                        ,920,ELIZABETH C-1             ,H,   ,3236,3,3,3
FRONTIER ELEMENTARY SCHOOL                                  ,1040,ACADEMY 20                ,E,   ,3238,2,1,2
FRONTIER VALLEY ELEMENTARY SCHOOL                           ,900,DOUGLAS COUNTY RE 1       ,E,   ,3241,2,2,2
FRUITA MIDDLE SCHOOL                                        ,2000,MESA COUNTY VALLEY 51     ,M,   ,3244,2,2,2
FRUITVALE ELEMENTARY SCHOOL                                 ,2000,MESA COUNTY VALLEY 51     ,E,   ,3262,3,2,2
FULTON ELEMENTARY SCHOOL                                    ,180,ADAMS-ARAPAHOE 28J        ,E,   ,3272,1,2,2
FUTURES ACADEMY                                             ,2700,PUEBLO COUNTY 70          ,A,MH ,3279,,,1
FUTURES ACADEMY                                             ,2700,PUEBLO COUNTY 70          ,H,   ,3279,2,,1
GRAHAM MESA ELEMENTARY SCHOOL                               ,1195,GARFIELD RE-2             ,E,   ,3281,3,3,2
GALETON ELEMENTARY SCHOOL                                   ,3085,EATON RE-2                ,E,   ,3286,2,1,1
GARDEN PLACE ELEMENTARY SCHOOL                              ,880,DENVER COUNTY 1           ,E,   ,3296,3,2,2
GARDNER ELEMENTARY SCHOOL                                   ,1390,HUERFANO RE-1             ,E,   ,3306,2,,3
GARDNER ELEMENTARY SCHOOL                                   ,1390,HUERFANO RE-1             ,M,   ,3306,1,1,1
GARFIELD ELEMENTARY SCHOOL                                  ,1560,THOMPSON R2-J             ,E,   ,3320,2,3,2
GARNET MESA ELEMENTARY SCHOOL                               ,870,DELTA COUNTY 50(J)        ,E,   ,3330,2,1,2
ARCHULETA ELEMENTARY SCHOOL                                 ,880,DENVER COUNTY 1           ,E,   ,3340,2,2,2
GATEWAY HIGH SCHOOL                                         ,180,ADAMS-ARAPAHOE 28J        ,H,   ,3354,1,1,2
GALILEO SCHOOL OF MATH AND SCIENCE                          ,1010,COLORADO SPRINGS 11       ,M,   ,3360,1,1,1
GEORGE WASHINGTON HIGH SCHOOL                               ,880,DENVER COUNTY 1           ,H,   ,3378,2,1,2
GEORGETOWN COMMUNITY SCHOOL                                 ,540,CLEAR CREEK RE-1          ,E,   ,3385,2,2,1
GIBERSON ELEMENTARY SCHOOL                                  ,980,HARRISON 2                ,E,   ,3392,2,1,1
GILCREST ELEMENTARY SCHOOL                                  ,3080,WELD COUNTY RE-1          ,E,   ,3398,2,3,3
GILPIN ELEMENTARY SCHOOL                                    ,880,DENVER COUNTY 1           ,E,   ,3426,1,2,2
GLENNON HEIGHTS ELEMENTARY SCHOOL                           ,1420,JEFFERSON COUNTY R-1      ,E,   ,3450,1,2,2
GLENWOOD SPRINGS ELEMENTARY SCHOOL                          ,1180,ROARING FORK RE-1         ,E,   ,3460,3,3,3
GLENWOOD SPRINGS MIDDLE SCHOOL                              ,1180,ROARING FORK RE-1         ,M,   ,3464,2,3,3
GLENWOOD SPRINGS HIGH SCHOOL                                ,1180,ROARING FORK RE-1         ,H,   ,3468,3,2,2
GLOBE CHARTER SCHOOL                                        ,1010,COLORADO SPRINGS 11       ,E,   ,3470,3,2,2
GLOBAL VILLAGE ACADEMY                                      ,180,ADAMS-ARAPAHOE 28J        ,E,   ,3471,3,1,1
GLOBAL VILLAGE ACADEMY                                      ,180,ADAMS-ARAPAHOE 28J        ,M,   ,3471,1,2,2
GODDARD MIDDLE SCHOOL                                       ,140,LITTLETON 6               ,M,   ,3472,2,2,2
GOAL ACADEMY                                                ,8001,CHARTER SCHOOL INSTITUTE  ,A,MH ,3475,,,2
GOAL ACADEMY                                                ,8001,CHARTER SCHOOL INSTITUTE  ,H,   ,3475,2,2,3
GOAL ACADEMY                                                ,8001,CHARTER SCHOOL INSTITUTE  ,M,   ,3475,2,2,2
GODSMAN ELEMENTARY SCHOOL                                   ,880,DENVER COUNTY 1           ,E,   ,3478,3,1,2
GOLD CAMP ELEMENTARY SCHOOL                                 ,1020,CHEYENNE MOUNTAIN 12      ,E,   ,3482,2,2,3
HALCYON SCHOOL (SPECIAL EDUCATION)                          ,480,BOULDER VALLEY RE 2       ,A,MH ,3499,,,1
HALCYON SCHOOL (SPECIAL EDUCATION)                          ,480,BOULDER VALLEY RE 2       ,H,   ,3499,,,1
GOLDEN HIGH SCHOOL                                          ,1420,JEFFERSON COUNTY R-1      ,H,   ,3502,2,2,2
GOLDRICK ELEMENTARY SCHOOL                                  ,880,DENVER COUNTY 1           ,E,   ,3512,1,1,1
FOX MEADOW MIDDLE SCHOOL                                    ,980,HARRISON 2                ,M,   ,3522,2,2,2
GOVERNOR'S RANCH ELEMENTARY SCHOOL                          ,1420,JEFFERSON COUNTY R-1      ,E,   ,3536,2,2,1
BEAR CREEK ELEMENTARY SCHOOL                                ,1080,LEWIS-PALMER 38           ,E,   ,3539,2,2,2
GRANADA ELEMENTARY SCHOOL                                   ,2650,GRANADA RE-1              ,E,   ,3542,1,2,2
GRANADA UNDIVIDED HIGH SCHOOL                               ,2650,GRANADA RE-1              ,H,   ,3546,2,2,2
GRANADA UNDIVIDED HIGH SCHOOL                               ,2650,GRANADA RE-1              ,M,   ,3546,2,2,3
GRANBY ELEMENTARY SCHOOL                                    ,1350,EAST GRAND 2              ,E,   ,3556,2,2,2
GRAND JUNCTION HIGH SCHOOL                                  ,2000,MESA COUNTY VALLEY 51     ,H,   ,3570,2,2,2
BEA UNDERWOOD ELEMENTARY SCHOOL                             ,1220,GARFIELD 16               ,E,   ,3578,3,,1
GRAND MESA HIGH SCHOOL                                      ,1990,PLATEAU VALLEY 50         ,H,   ,3582,,,2
GRAND MESA MIDDLE SCHOOL                                    ,2000,MESA COUNTY VALLEY 51     ,M,   ,3584,1,1,1
GRAND VALLEY HIGH SCHOOL                                    ,1220,GARFIELD 16               ,H,   ,3586,3,2,2
GRANDVIEW HIGH SCHOOL                                       ,130,CHERRY CREEK 5            ,H,   ,3589,2,2,2
GRANT ELEMENTARY SCHOOL                                     ,1010,COLORADO SPRINGS 11       ,E,   ,3592,2,2,2
GRANT MIDDLE SCHOOL                                         ,880,DENVER COUNTY 1           ,M,   ,3600,2,2,2
L.W. ST. JOHN ELEMENTARY SCHOOL                             ,1220,GARFIELD 16               ,E,   ,3603,2,1,1
GRANT RANCH K-8 SCHOOL                                      ,880,DENVER COUNTY 1           ,E,   ,3605,2,1,1
GRANT RANCH K-8 SCHOOL                                      ,880,DENVER COUNTY 1           ,M,   ,3605,2,2,2
GREELEY CENTRAL HIGH SCHOOL                                 ,3120,GREELEY 6                 ,H,   ,3610,1,2,2
GREELEY WEST HIGH SCHOOL                                    ,3120,GREELEY 6                 ,H,   ,3614,1,2,2
GREEN ACRES ELEMENTARY SCHOOL                               ,2405,FORT MORGAN RE-3          ,E,   ,3620,2,2,2
GREEN GABLES ELEMENTARY SCHOOL                              ,1420,JEFFERSON COUNTY R-1      ,E,   ,3622,2,3,2
GREEN MOUNTAIN ELEMENTARY SCHOOL                            ,1420,JEFFERSON COUNTY R-1      ,E,   ,3624,2,1,1
GREEN MOUNTAIN HIGH SCHOOL                                  ,1420,JEFFERSON COUNTY R-1      ,H,   ,3628,1,1,2
GIRLS ATHLETIC LEADERSHIP SCHOOL                            ,880,DENVER COUNTY 1           ,M,   ,3639,2,2,2
GREEN VALLEY ELEMENTARY SCHOOL                              ,880,DENVER COUNTY 1           ,E,   ,3641,3,3,3
GREENWOOD ECE-8                                             ,880,DENVER COUNTY 1           ,E,   ,3647,1,3,3
GREENWOOD ECE-8                                             ,880,DENVER COUNTY 1           ,M,   ,3647,3,2,2
GREENWOOD ELEMENTARY SCHOOL                                 ,130,CHERRY CREEK 5            ,E,   ,3648,2,3,3
GREENLEE ELEMENTARY SCHOOL                                  ,880,DENVER COUNTY 1           ,E,   ,3655,2,2,2
PAWNEE ELEMENTARY SCHOOL                                    ,3148,PAWNEE RE-12              ,E,   ,3672,1,1,1
GUNNISON ELEMENTARY SCHOOL                                  ,1360,GUNNISON WATERSHED RE1J   ,E,   ,3690,2,2,3
GUNNISON HIGH SCHOOL                                        ,1360,GUNNISON WATERSHED RE1J   ,H,   ,3694,2,2,2
GUNNISON MIDDLE SCHOOL                                      ,1360,GUNNISON WATERSHED RE1J   ,M,   ,3697,2,2,2
GUST ELEMENTARY SCHOOL                                      ,880,DENVER COUNTY 1           ,E,   ,3704,3,2,2
GYPSUM ELEMENTARY SCHOOL                                    ,910,EAGLE COUNTY RE 50        ,E,   ,3710,3,1,1
HAAFF ELEMENTARY SCHOOL                                     ,2690,PUEBLO CITY 60            ,E,   ,3724,1,1,1
HACKBERRY HILL ELEMENTARY SCHOOL                            ,1420,JEFFERSON COUNTY R-1      ,E,   ,3726,2,2,2
HAMILTON MIDDLE SCHOOL                                      ,880,DENVER COUNTY 1           ,M,   ,3746,2,2,2
HANOVER JUNIOR-SENIOR HIGH SCHOOL                           ,1070,HANOVER 28                ,E,   ,3758,2,2,2
HANOVER JUNIOR-SENIOR HIGH SCHOOL                           ,1070,HANOVER 28                ,H,   ,3758,3,2,3
HANOVER JUNIOR-SENIOR HIGH SCHOOL                           ,1070,HANOVER 28                ,M,   ,3758,1,3,3
CENTENNIAL HIGH SCHOOL                                      ,1550,POUDRE R-1                ,H,   ,3760,1,,3
HARRINGTON ELEMENTARY SCHOOL                                ,880,DENVER COUNTY 1           ,E,   ,3778,2,3,3
HARRIS BILINGUAL ELEMENTARY SCHOOL                          ,1550,POUDRE R-1                ,E,   ,3787,3,2,2
LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING                 ,1550,POUDRE R-1                ,E,   ,3791,1,1,1
HARRIS PARK ELEMENTARY SCHOOL                               ,70,WESTMINSTER 50            ,E,   ,3792,3,3,3
HARRISON SCHOOL                                             ,1140,CANON CITY RE-1           ,E,   ,3802,2,1,1
HARRISON SCHOOL                                             ,1140,CANON CITY RE-1           ,M,   ,3802,2,1,1
HARRISON HIGH SCHOOL                                        ,980,HARRISON 2                ,H,   ,3806,2,2,3
HAXTUN ELEMENTARY SCHOOL                                    ,2630,HAXTUN RE-2J              ,E,   ,3846,2,2,2
HAXTUN ELEMENTARY SCHOOL                                    ,2630,HAXTUN RE-2J              ,M,   ,3846,2,2,2
HAXTUN HIGH SCHOOL                                          ,2630,HAXTUN RE-2J              ,H,   ,3850,2,2,2
HAYDEN MIDDLE SCHOOL                                        ,2760,HAYDEN RE-1               ,M,   ,3860,3,3,3
HAYDEN HIGH SCHOOL                                          ,2760,HAYDEN RE-1               ,H,   ,3862,1,2,2
HEATH MIDDLE SCHOOL                                         ,3120,GREELEY 6                 ,M,   ,3880,1,1,1
HEATHERWOOD ELEMENTARY SCHOOL                               ,480,BOULDER VALLEY RE 2       ,E,   ,3882,2,3,2
HUNT ELEMENTARY SCHOOL                                      ,1010,COLORADO SPRINGS 11       ,E,   ,3890,1,3,2
HENDERSON ELEMENTARY SCHOOL                                 ,40,BRIGHTON 27J              ,E,   ,3900,1,1,2
HENRY ELEMENTARY SCHOOL                                     ,1010,COLORADO SPRINGS 11       ,E,   ,3920,2,1,2
HERITAGE ELEMENTARY SCHOOL                                  ,2690,PUEBLO CITY 60            ,E,   ,3924,3,3,3
HERITAGE ELEMENTARY SCHOOL                                  ,130,CHERRY CREEK 5            ,E,   ,3926,2,2,2
HERITAGE ELEMENTARY SCHOOL                                  ,900,DOUGLAS COUNTY RE 1       ,E,   ,3928,2,2,3
HERITAGE HIGH SCHOOL                                        ,140,LITTLETON 6               ,H,   ,3930,2,2,2
HIDDEN LAKE HIGH SCHOOL                                     ,70,WESTMINSTER 50            ,H,   ,3931,3,3,3
HIGH PEAKS ELEMENTARY SCHOOL                                ,480,BOULDER VALLEY RE 2       ,E,   ,3940,2,1,2
HIGHLAND ELEMENTARY SCHOOL                                  ,140,LITTLETON 6               ,E,   ,3950,2,2,2
HIGHLAND ELEMENTARY SCHOOL                                  ,3145,AULT-HIGHLAND RE-9        ,E,   ,3958,2,1,1
HIGHLAND MIDDLE SCHOOL                                      ,3145,AULT-HIGHLAND RE-9        ,M,   ,3961,3,3,3
HIGHLAND HIGH SCHOOL                                        ,3145,AULT-HIGHLAND RE-9        ,H,   ,3962,2,2,2
HIGHLAND ELEMENTARY SCHOOL                                  ,1195,GARFIELD RE-2             ,E,   ,3967,3,2,3
HIGHLAND PARK ELEMENTARY SCHOOL                             ,2690,PUEBLO CITY 60            ,E,   ,3976,1,3,3
HIGHLANDS RANCH HIGH SCHOOL                                 ,900,DOUGLAS COUNTY RE 1       ,H,   ,3980,2,3,2
HIGH PLAINS ELEMENTARY SCHOOL                               ,1040,ACADEMY 20                ,E,   ,3985,1,1,1
HIGHLINE ACADEMY CHARTER SCHOOL                             ,880,DENVER COUNTY 1           ,E,   ,3987,2,1,1
HIGHLINE ACADEMY CHARTER SCHOOL                             ,880,DENVER COUNTY 1           ,M,   ,3987,3,2,3
HIGHLINE COMMUNITY ELEMENTARY SCHOOL                        ,130,CHERRY CREEK 5            ,E,   ,3988,2,2,2
HILL CAMPUS OF ARTS AND SCIENCES                            ,880,DENVER COUNTY 1           ,M,   ,3990,2,2,2
HOPE ON-LINE                                                ,900,DOUGLAS COUNTY RE 1       ,E,   ,3995,2,2,2
HOPE ON-LINE                                                ,900,DOUGLAS COUNTY RE 1       ,H,   ,3995,2,3,2
HOPE ON-LINE                                                ,900,DOUGLAS COUNTY RE 1       ,M,   ,3995,3,3,3
HILLCREST ELEMENTARY SCHOOL                                 ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,4000,2,1,1
HINKLEY HIGH SCHOOL                                         ,180,ADAMS-ARAPAHOE 28J        ,H,   ,4024,2,2,3
HOEHNE ELEMENTARY SCHOOL                                    ,1600,HOEHNE REORGANIZED 3      ,E,   ,4044,1,1,1
HOEHNE JUNIOR HIGH SCHOOL                                   ,1600,HOEHNE REORGANIZED 3      ,M,   ,4045,3,1,2
HOEHNE HIGH SCHOOL                                          ,1600,HOEHNE REORGANIZED 3      ,H,   ,4048,2,2,2
HOLLY HIGH SCHOOL                                           ,2670,HOLLY RE-3                ,H,   ,4058,1,3,2
HOLLY HILLS ELEMENTARY SCHOOL                               ,130,CHERRY CREEK 5            ,E,   ,4062,3,2,3
HOLLY JUNIOR HIGH SCHOOL                                    ,2670,HOLLY RE-3                ,M,   ,4069,2,1,1
HOLMES MIDDLE SCHOOL                                        ,1010,COLORADO SPRINGS 11       ,M,   ,4070,2,2,2
HOLM ELEMENTARY SCHOOL                                      ,880,DENVER COUNTY 1           ,E,   ,4074,2,1,2
HOLYOKE ELEMENTARY SCHOOL                                   ,2620,HOLYOKE RE-1J             ,E,   ,4076,3,3,3
HOMESTEAD ELEMENTARY SCHOOL                                 ,130,CHERRY CREEK 5            ,E,   ,4078,2,2,2
HOLYOKE SENIOR HIGH SCHOOL                                  ,2620,HOLYOKE RE-1J             ,H,   ,4080,1,3,2
HORIZONS EXPLORATORY ACADEMY                                ,500,SALIDA R-32               ,H,   ,4085,,,2
MANN MIDDLE SCHOOL                                          ,1010,COLORADO SPRINGS 11       ,M,   ,4090,2,1,1
HORIZON MIDDLE SCHOOL                                       ,130,CHERRY CREEK 5            ,M,   ,4100,2,2,2
HORIZON MIDDLE SCHOOL                                       ,1110,FALCON 49                 ,M,   ,4102,2,2,2
HORIZON HIGH SCHOOL                                         ,20,ADAMS 12 FIVE STAR SCHOOLS,H,   ,4108,2,2,2
HOTCHKISS ELEMENTARY SCHOOL                                 ,870,DELTA COUNTY 50(J)        ,E,   ,4124,3,1,2
HOTCHKISS ELEMENTARY SCHOOL                                 ,870,DELTA COUNTY 50(J)        ,M,   ,4124,2,2,1
HOTCHKISS HIGH SCHOOL                                       ,870,DELTA COUNTY 50(J)        ,H,   ,4128,3,3,2
HOWBERT ELEMENTARY SCHOOL                                   ,1010,COLORADO SPRINGS 11       ,E,   ,4138,1,2,2
HOWELL K-8 SCHOOL                                           ,880,DENVER COUNTY 1           ,E,   ,4140,3,2,2
HOWELL K-8 SCHOOL                                           ,880,DENVER COUNTY 1           ,M,   ,4140,2,2,2
HUDSON ELEMENTARY SCHOOL                                    ,3090,KEENESBURG RE-3(J)        ,E,   ,4148,2,2,2
GENOA-HUGO ELEMENTARY SCHOOL                                ,1780,GENOA-HUGO C113           ,E,   ,4158,3,,3
GENOA-HUGO MIDDLE SCHOOL                                    ,1780,GENOA-HUGO C113           ,M,   ,4160,3,2,3
GENOA-HUGO SENIOR HIGH SCHOOL                               ,1780,GENOA-HUGO C113           ,H,   ,4162,1,,3
HULSTROM OPTIONS K-8 SCHOOL                                 ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,4172,2,2,2
HULSTROM OPTIONS K-8 SCHOOL                                 ,20,ADAMS 12 FIVE STAR SCHOOLS,M,   ,4172,2,2,2
CEDAREDGE ELEMENTARY SCHOOL                                 ,870,DELTA COUNTY 50(J)        ,E,   ,4182,3,2,2
SILVER HILLS MIDDLE SCHOOL                                  ,20,ADAMS 12 FIVE STAR SCHOOLS,M,   ,4187,2,2,2
HUTCHINSON ELEMENTARY SCHOOL                                ,1420,JEFFERSON COUNTY R-1      ,E,   ,4190,2,2,2
HYGIENE ELEMENTARY SCHOOL                                   ,470,ST VRAIN VALLEY RE 1J     ,E,   ,4202,2,2,2
CARLSON ELEMENTARY SCHOOL                                   ,540,CLEAR CREEK RE-1          ,E,   ,4212,2,3,2
CLEAR CREEK HIGH SCHOOL                                     ,540,CLEAR CREEK RE-1          ,H,   ,4216,1,1,1
IDALIA ELEMENTARY SCHOOL                                    ,3220,IDALIA RJ-3               ,E,   ,4227,3,3,3
IDALIA JUNIOR-SENIOR HIGH SCHOOL                            ,3220,IDALIA RJ-3               ,H,   ,4231,,,3
IDALIA JUNIOR-SENIOR HIGH SCHOOL                            ,3220,IDALIA RJ-3               ,M,   ,4231,2,,1
IGNACIO ELEMENTARY SCHOOL                                   ,1540,IGNACIO 11 JT             ,E,   ,4250,2,,2
THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH               ,1110,FALCON 49                 ,E,   ,4251,2,2,2
THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH               ,1110,FALCON 49                 ,M,   ,4251,1,1,1
IGNACIO INTERMEDIATE SCHOOL                                 ,1540,IGNACIO 11 JT             ,E,   ,4252,2,3,2
IGNACIO JUNIOR HIGH SCHOOL                                  ,1540,IGNACIO 11 JT             ,M,   ,4254,3,1,1
IGNACIO HIGH SCHOOL                                         ,1540,IGNACIO 11 JT             ,H,   ,4258,2,3,2
IOWA ELEMENTARY SCHOOL                                      ,180,ADAMS-ARAPAHOE 28J        ,E,   ,4270,1,2,2
