School Code,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,Phone,LowestGrade,,School Type,Organization Code,District Name,District Size,District Setting
2956,FLAGLER ELEMENTARY SCHOOL,421 JULIAN,FLAGLER,CO,80815,7197654684,Preschool,6th Grade,Elementary,1450,ARRIBA-FLAGLER C-20,300 or less,Rural
2958,FLAGLER MIDDLE SCHOOL,421 JULIAN,FLAGLER,CO,80815,7197654684,7th Grade,8th Grade,Middle,1450,ARRIBA-FLAGLER C-20,300 or less,Rural
2960,FLAGLER SENIOR HIGH SCHOOL,421 JULIAN,FLAGLER,CO,80815,7197654684,9th Grade,12th Grade,Senior,1450,ARRIBA-FLAGLER C-20,300 or less,Rural
2961,FOCUS ACADEMY,403 WEST 5TH STREET,FLORENCE,CO,81226,7197846312,6th Grade,12th Grade,Senior,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
2963,FALCON BLUFFS MIDDLE SCHOOL,8449 SOUTH GARRISON STREET,LITTLETON,CO,80128,3039829900,6th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2964,FLAGSTAFF CHARTER ACADEMY,1841 LEFT HAND CIRCLE,LONGMONT,CO,80501,3036517900,Preschool,8th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
2965,FLAGSTONE ELEMENTARY SCHOOL,104 LOVINGTON STREET,CASTLE ROCK,CO,80104,3033875225,Preschool,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
2970,FLATIRONS ELEMENTARY SCHOOL,1150 7TH STREET,BOULDER,CO,80302,7205614600,Preschool,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
2980,FLEMING ELEMENTARY SCHOOL,506 NORTH FREMONT AVE,FLEMING,CO,80728,9702652022,Preschool,6th Grade,Elementary,1850,FRENCHMAN RE-3,300 or less,Rural
2988,FLEMING HIGH SCHOOL,506 NORTH FREMONT AVE,FLEMING,CO,80728,9702652022,7th Grade,12th Grade,Senior,1850,FRENCHMAN RE-3,300 or less,Rural
2995,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,10455 EAST 25TH AVENUE,AURORA,CO,80010,3033431707,4th Grade,8th Grade,Middle,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
2998,FLETCHER PRIMARY SCHOOL,10455 EAST 25TH AVENUE,AURORA,CO,80010,3033431707,Kindergarten,3rd Grade,Elementary,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
3000,FLORENCE CRITTENTON HIGH SCHOOL,96 SOUTH ZUNI,DENVER,CO,80223,3037337686,6th Grade,12th Grade,Senior,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3002,FLORENCE HIGH SCHOOL,2006 STATE HIGHWAY 67,FLORENCE,CO,81226,7197846414,9th Grade,12th Grade,Senior,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
3012,FLORIDA MESA ELEMENTARY SCHOOL,216 HIGHWAY 172,DURANGO,CO,81301,9702474250,Preschool,5th Grade,Elementary,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
3022,FOOTHILL ELEMENTARY SCHOOL,1001 HAWTHORNE AVENUE,BOULDER,CO,80304,7205612600,Kindergarten,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
3025,FOOTHILLS ELEMENTARY SCHOOL,13165 WEST OHIO AVENUE,LAKEWOOD,CO,80228,3039829324,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3027,EAGLESIDE ELEMENTARY SCHOOL,9750 SENTRY DRIVE,FOUNTAIN,CO,80817,7193821520,Preschool,5th Grade,Elementary,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
3030,FOX RIDGE MIDDLE SCHOOL,26301 EAST ARAPAHOE ROAD,AURORA,CO,80016,7208864700,6th Grade,8th Grade,Middle,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3032,FORCE ELEMENTARY SCHOOL,1550 SOUTH WOLFF STREET,DENVER,CO,80219,7204247400,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3038,FORD ELEMENTARY SCHOOL,14500 EAST MAXWELL PLACE,DENVER,CO,80239,3033716990,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3046,FORT COLLINS HIGH SCHOOL,3400 LAMBKIN WAY,FORT COLLINS,CO,80525,9704888021,9th Grade,12th Grade,Senior,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
3050,FORT LEWIS MESA ELEMENTARY SCHOOL,11274 HIGHWAY 140,HESPERUS,CO,81326,9705883331,Preschool,5th Grade,Elementary,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
3054,FORT LOGAN ELEMENTARY SCHOOL,3700 SOUTH KNOX COURT,ENGLEWOOD,CO,80150,7208336989,3rd Grade,5th Grade,Elementary,0123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
3066,FORT LUPTON MIDDLE SCHOOL,201 SOUTH MCKINLEY,FORT LUPTON,CO,80621,3038577200,6th Grade,8th Grade,Middle,3140,WELD COUNTY S/D RE-8,"1,201 - 6,000",Outlying Town
3070,FORT LUPTON HIGH SCHOOL,530 REYNOLDS STREET,FORT LUPTON,CO,80621,3038577100,9th Grade,12th Grade,Senior,3140,WELD COUNTY S/D RE-8,"1,201 - 6,000",Outlying Town
3074,FORT MORGAN MIDDLE SCHOOL,300 DEUEL STREET,FORT MORGAN,CO,80701,9708678253,7th Grade,8th Grade,Middle,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
3078,FORT MORGAN HIGH SCHOOL,709 EAST RIVERVIEW AVENUE,FORT MORGAN,CO,80701,9708675648,9th Grade,12th Grade,Senior,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
3088,FOSTER ELEMENTARY SCHOOL,5300 SAULSBURY COURT,ARVADA,CO,80002,3039821680,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3090,LOCHBUIE ELEMENTARY SCHOOL,201 BONANZA BOULEVARD,LOCHBUIE,CO,80603,3035362400,Preschool,6th Grade,Elementary,3090,KEENESBURG RE-3(J),"1,201 - 6,000",Rural
3102,ARAGON ELEMENTARY SCHOOL,211 SOUTH MAIN STREET,FOUNTAIN,CO,80817,7193821340,Preschool,5th Grade,Elementary,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
3104,FOOTHILLS ELEMENTARY SCHOOL,825 ALLEGHENY DRIVE,COLORADO SPRINGS,CO,80919,7192344500,Kindergarten,5th Grade,Elementary,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
3105,FOSSIL RIDGE HIGH SCHOOL,5400 ZIEGLER ROAD,FORT COLLINS,CO,80528,9704886260,9th Grade,12th Grade,Senior,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
3106,FOUNTAIN MIDDLE SCHOOL,515 N. SANTE FE,FOUNTAIN,CO,80817,7193821580,6th Grade,8th Grade,Middle,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
3108,MESA ELEMENTARY SCHOOL,400 CAMINO DEL REY,FOUNTAIN,CO,80817,7193821370,Preschool,5th Grade,Elementary,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
3110,FOUNTAIN-FORT CARSON HIGH SCHOOL,900 JIMMY CAMP ROAD,FOUNTAIN,CO,80817,7193821640,9th Grade,12th Grade,Senior,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
3130,FOWLER JUNIOR HIGH SCHOOL,600 WEST EUGENE AVENUE,FOWLER,CO,81039,7192634224,7th Grade,8th Grade,Middle,2540,FOWLER R-4J,301 - 600,Outlying Town
3134,FOWLER HIGH SCHOOL,600 WEST GRANT,FOWLER,CO,81039,7192634279,9th Grade,12th Grade,Senior,2540,FOWLER R-4J,301 - 600,Outlying Town
3138,FOX CREEK ELEMENTARY SCHOOL,6585 COLLEGIATE DRIVE,HIGHLANDS RANCH,CO,80130,3033877000,Kindergarten,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
3144,FRANCIS M. DAY ELEMENTARY SCHOOL,1740 JORDAN DRIVE,DENVER,CO,80221,3034281330,Preschool,5th Grade,Elementary,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
3162,FRANKLIN MIDDLE SCHOOL,818  35TH AVENUE,GREELEY,CO,80634,9703483200,6th Grade,8th Grade,Middle,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
3172,FRANKTOWN ELEMENTARY SCHOOL,1384 NORTH STATE HIGHWAY 83 PO BOX 308,FRANKTOWN,CO,80116,3033875300,Kindergarten,5th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
3175,FREEDOM ELEMENTARY SCHOOL,5280 BUTTERFIELD DRIVE,COLORADO SPRINGS,CO,80923,7193287084,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3182,FRASER VALLEY ELEMENTARY SCHOOL,125 EASTOM,FRASER,CO,80442,9707268033,Preschool,5th Grade,Elementary,1350,EAST GRAND 2,601 - 1.200,Outlying Town
3192,FREDERICK ELEMENTARY SCHOOL,555 8TH STREET,FREDERICK,CO,80530,3038332456,Preschool,5th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
3194,COAL RIDGE MIDDLE SCHOOL,6201 BOOTH DRIVE,FIRESTONE,CO,80504,3038334176,6th Grade,8th Grade,Middle,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
3196,FREDERICK SENIOR HIGH SCHOOL,600 5TH STREET,FREDERICK,CO,80530,3038333533,9th Grade,12th Grade,Senior,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,581 CONFERENCE PLACE,GOLDEN,CO,80401,3032319801,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3206,FREED MIDDLE SCHOOL,715 WEST 20TH STREET,PUEBLO,CO,81003,7195497410,6th Grade,8th Grade,Middle,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
3211,GARDEN PARK HIGH SCHOOL,201 NORTH SIXTH STREET,CANON CITY,CO,81212,7192766150,9th Grade,12th Grade,Senior,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
3216,FREMONT ELEMENTARY SCHOOL,6420 URBAN,ARVADA,CO,80004,3039821699,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3218,FREMONT ELEMENTARY SCHOOL,5110 EL CAMINO DRIVE,COLORADO SPRINGS,CO,80918,7193285600,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3220,COTOPAXI ELEMENTARY SCHOOL,345 COUNTY ROAD 12,COTOPAXI,CO,81223,7199424131,Infant,5th Grade,Elementary,1160,COTOPAXI RE-3,301 - 600,Rural
3224,FREMONT ELEMENTARY SCHOOL,500 WEST 5TH STREET,FLORENCE,CO,81226,7197846303,Kindergarten,5th Grade,Elementary,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
3226,FREMONT MIDDLE SCHOOL,215 NORTH MAPLE,FLORENCE,CO,81226,7197844856,6th Grade,8th Grade,Middle,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,345 COUNTY ROAD 12,COTOPAXI,CO,81223,7199424131,6th Grade,12th Grade,Senior,1160,COTOPAXI RE-3,301 - 600,Rural
3234,FRENCH ELEMENTARY SCHOOL,5225 ALTURAS DRIVE,COLORADO SPRINGS,CO,80911,7193913495,Kindergarten,5th Grade,Elementary,0990,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban
3236,FRONTIER HIGH SCHOOL,589 SOUTH BANNER STREET,ELIZABETH,CO,80107,3036469345,9th Grade,12th Grade,Senior,0920,ELIZABETH C-1,"1,201 - 6,000",Rural
3238,FRONTIER ELEMENTARY SCHOOL,3755 MEADOW RIDGE DRIVE,COLORADO SPRINGS,CO,80920,7192344600,Preschool,5th Grade,Elementary,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
3241,FRONTIER VALLEY ELEMENTARY SCHOOL,23919 EAST CANTERBERRY TRAIL,PARKER,CO,80138,3033878475,Preschool,5th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
3244,FRUITA MIDDLE SCHOOL,239 N MAPLE,FRUITA,CO,81521,9702546570,6th Grade,7th Grade,Middle,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3250,NORMA ANDERSON PRESCHOOL,10801 WEST 44TH AVENUE,WHEAT RIDGE,CO,80033,3039821740,Preschool,Preschool,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3262,FRUITVALE ELEMENTARY SCHOOL,585 30 ROAD,GRAND JUNCTION,CO,81504,9702545930,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3272,FULTON ELEMENTARY SCHOOL,755 FULTON ST,AURORA,CO,80010,3033648078,Preschool,5th Grade,Elementary,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
3279,FUTURES ACADEMY,301 28TH LANE,PUEBLO,CO,81001,7196473205,6th Grade,12th Grade,Senior,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
3281,GRAHAM MESA ELEMENTARY SCHOOL,1575 FARMSTEAD PARKWAY,RIFLE,CO,81650,0,Preschool,4th Grade,Elementary,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
3286,GALETON ELEMENTARY SCHOOL,24750 THIRD STREET,GALETON,CO,80622,9704543421,Kindergarten,5th Grade,Elementary,3085,EATON RE-2,"1,201 - 6,000",Outlying Town
3296,GARDEN PLACE ELEMENTARY SCHOOL,4425 LINCOLN STREET,DENVER,CO,80216,7204247220,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3306,GARDNER ELEMENTARY SCHOOL,25421 HIGHWAY 69,GARDNER,CO,81040,7197462446,Preschool,8th Grade,Elementary,1390,HUERFANO RE-1,601 - 1.200,Outlying Town
3320,GARFIELD ELEMENTARY SCHOOL,720 COLORADO AVENUE,LOVELAND,CO,80537,9706136000,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
3325,KAPLAN ACADEMY OF COLORADO,703 RAILROAD AVENUE,RIFLE,CO,81650,9706257895,6th Grade,12th Grade,Senior,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
3330,GARNET MESA ELEMENTARY SCHOOL,600 A STREET,DELTA,CO,81416,9708748003,Kindergarten,5th Grade,Elementary,0870,DELTA COUNTY 50(J),"1,201 - 6,000",Outlying Town
3340,ARCHULETA ELEMENTARY SCHOOL,16000 MAXWELL PLACE,DENVER,CO,80239,7204249888,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3350,GATEWAY SCHOOL,ONE SCHOOL ROAD,GATEWAY,CO,81522,9702547080,Preschool,12th Grade,Senior,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3354,GATEWAY HIGH SCHOOL,1300 SOUTH SABLE BLVD,AURORA,CO,80012,3037557160,9th Grade,12th Grade,Senior,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
3360,GALILEO SCHOOL OF MATH AND SCIENCE,1600 NORTH UNION BLVD,COLORADO SPRINGS,CO,80909,7193282008,6th Grade,8th Grade,Middle,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3378,GEORGE WASHINGTON HIGH SCHOOL,655 SOUTH MONACO PKWY,DENVER,CO,80224,7204238600,9th Grade,12th Grade,Senior,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3385,GEORGETOWN COMMUNITY SCHOOL,504 14TH STREET,GEORGETOWN,CO,80444,3035693277,Preschool,6th Grade,Elementary,0540,CLEAR CREEK RE-1,"1,201 - 6,000",Outlying Town
3387,GOAL GED PREP,3621 WEST 73RD AVENUE UNIT C,WESTMINSTER,CO,80030,7195454704,8th Grade,12th Grade,Senior,8001,Charter School Institute,#N/A,#N/A
3392,GIBERSON ELEMENTARY SCHOOL,2880 FERBER DRIVE,COLORADO SPRINGS,CO,80916,7195792165,Preschool,5th Grade,Elementary,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
3398,GILCREST ELEMENTARY SCHOOL,1175 BIRCH STREET,GILCREST,CO,80623,9707372409,Preschool,5th Grade,Elementary,3080,WELD COUNTY RE-1,"1,201 - 6,000",Outlying Town
3426,GILPIN ELEMENTARY SCHOOL,2949 CALIFORNIA STREET,DENVER,CO,80205,7204247140,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,11025 WEST GLENNON DRIVE,LAKEWOOD,CO,80226,3039828240,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,915 SCHOOL STREET,GLENWOOD SPRINGS,CO,81602,9703845450,Preschool,5th Grade,Elementary,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
3464,GLENWOOD SPRINGS MIDDLE SCHOOL,120 SOCCERFIELD ROAD,GLENWOOD SPRINGS,CO,81601,9703845500,6th Grade,8th Grade,Middle,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
3468,GLENWOOD SPRINGS HIGH SCHOOL,1521 GRAND AVENUE,GLENWOOD SPRINGS,CO,81601,9703845555,9th Grade,12th Grade,Senior,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
3469,GLADE PARK COMMUNITY SCHOOL,16250 DS ROAD,GLADE PARK,CO,81523,9702421461,Kindergarten,4th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3470,GLOBE CHARTER SCHOOL,3302 ALPINE PLACE,COLORADO SPRINGS,CO,80909,7196300577,Kindergarten,6th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3471,GLOBAL VILLAGE ACADEMY,403 SOUTH AIRPORT BLVD,AURORA,CO,80017,3033096657,Kindergarten,8th Grade,Elementary,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
3472,GODDARD MIDDLE SCHOOL,3800 WEST BERRY AVENUE,LITTLETON,CO,80123,3033477850,6th Grade,8th Grade,Middle,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
3475,GOAL ACADEMY,3621 W. 73RD AVE SUITE C-D,WESTMINSTER,CO,80300,7195454707,8th Grade,12th Grade,Senior,8001,Charter School Institute,#N/A,#N/A
3478,GODSMAN ELEMENTARY SCHOOL,2120 WEST ARKANSAS AVENUE,DENVER,CO,80223,7204247060,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3482,GOLD CAMP ELEMENTARY SCHOOL,1805 PRESERVE DRIVE,COLORADO SPRINGS,CO,80906,7193272820,Kindergarten,6th Grade,Elementary,1020,CHEYENNE MOUNTAIN 12,"1,201 - 6,000",Urban-Suburban
3488,GOLD HILL ELEMENTARY SCHOOL,890 MAIN STREET,GOLD HILL,CO,80302,7205615940,Kindergarten,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
3499,HALCYON SCHOOL (SPECIAL EDUCATION),3100 BUCKNELL COURT,BOULDER,CO,80303,7205614700,6th Grade,12th Grade,Senior,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
3502,GOLDEN HIGH SCHOOL,701  24TH STREET,GOLDEN,CO,80401,3039824200,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3512,GOLDRICK ELEMENTARY SCHOOL,1050 SOUTH ZUNI STREET,DENVER,CO,80223,7204246980,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3522,FOX MEADOW MIDDLE SCHOOL,1450 CHEYENNE MEADOWS ROAD,COLORADO SPRINGS,CO,80906,7195277100,6th Grade,8th Grade,Middle,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,5354 SOUTH FIELD STREET,LITTLETON,CO,80123,3039824625,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3539,BEAR CREEK ELEMENTARY SCHOOL,1330 CREEKSIDE DRIVE,MONUMENT,CO,80132,7194884770,Preschool,6th Grade,Elementary,1080,LEWIS-PALMER 38,"1,201 - 6,000",Urban-Suburban
3542,GRANADA ELEMENTARY SCHOOL,201 SOUTH HOISINGTON STREET,GRANADA,CO,81041,7197345492,Preschool,6th Grade,Elementary,2650,GRANADA RE-1,301 - 600,Rural
3546,GRANADA UNDIVIDED HIGH SCHOOL,201 SOUTH HOISINGTON STREET,GRANADA,CO,81041,7197345492,7th Grade,12th Grade,Senior,2650,GRANADA RE-1,301 - 600,Rural
3556,GRANBY ELEMENTARY SCHOOL,202 WEST TOPAZ,GRANBY,CO,80446,9708873312,Preschool,5th Grade,Elementary,1350,EAST GRAND 2,601 - 1.200,Outlying Town
3570,GRAND JUNCTION HIGH SCHOOL,1400 N 5TH ST,GRAND JUNCTION,CO,81501,9702546900,9th Grade,12th Grade,Senior,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3572,GRAND LAKE ELEMENTARY SCHOOL,301 MARINA DRIVE,GRAND LAKE,CO,80447,9706273466,Kindergarten,5th Grade,Elementary,1350,EAST GRAND 2,601 - 1.200,Outlying Town
3578,BEA UNDERWOOD ELEMENTARY SCHOOL,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703,1st Grade,3rd Grade,Elementary,1220,GARFIELD 16,601 - 1.200,Rural
3582,GRAND MESA HIGH SCHOOL,56600 HIGHWAY 330,COLLBRAN,CO,81624,9704873576,9th Grade,12th Grade,Senior,1990,PLATEAU VALLEY 50,301 - 600,Rural
3584,GRAND MESA MIDDLE SCHOOL,585 31-1/2 ROAD,GRAND JUNCTION,CO,81504,9702546270,6th Grade,8th Grade,Middle,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,100 EAST SECOND STREET,PARACHUTE,CO,81635,9702855702,Preschool,Kindergarten,Elementary,1220,GARFIELD 16,601 - 1.200,Rural
3586,GRAND VALLEY HIGH SCHOOL,800 CARDINAL WAY,PARACHUTE,CO,81635,9702855705,9th Grade,12th Grade,Senior,1220,GARFIELD 16,601 - 1.200,Rural
3589,GRANDVIEW HIGH SCHOOL,20500 EAST ARAPAHOE ROAD,AURORA,CO,80016,7208866500,9th Grade,12th Grade,Senior,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3592,GRANT ELEMENTARY SCHOOL,3215 WESTWOOD BOULEVARD,COLORADO SPRINGS,CO,80918,7193285700,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
3600,GRANT MIDDLE SCHOOL,1751 SOUTH WASHINGTON STREET,DENVER,CO,80210,7204239360,6th Grade,8th Grade,Middle,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3603,L.W. ST. JOHN ELEMENTARY SCHOOL,460 STONE QUARRY ROAD,PARACHUTE,CO,81635,9702855701,4th Grade,5th Grade,Elementary,1220,GARFIELD 16,601 - 1.200,Rural
3605,GRANT RANCH K-8 SCHOOL,5400 SOUTH JAY CIRCLE,DENVER,CO,80123,7204246880,Preschool,8th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3610,GREELEY CENTRAL HIGH SCHOOL,1515  14TH AVENUE,GREELEY,CO,80631,9703485000,9th Grade,12th Grade,Senior,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
3614,GREELEY WEST HIGH SCHOOL,2401 35TH AVENUE,GREELEY,CO,80634,9703485400,9th Grade,12th Grade,Senior,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
3620,GREEN ACRES ELEMENTARY SCHOOL,930 SHERMAN STREET,FORT MORGAN,CO,80701,9708675460,1st Grade,4th Grade,Elementary,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
3622,GREEN GABLES ELEMENTARY SCHOOL,8701 WEST WOODARD DRIVE,LAKEWOOD,CO,80227,3039828314,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,12250 WEST KENTUCKY DRIVE,LAKEWOOD,CO,80228,3039829380,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3628,GREEN MOUNTAIN HIGH SCHOOL,13175 W GREEN MOUNTAIN DRIVE,LAKEWOOD,CO,80228,3039829500,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3639,GIRLS ATHLETIC LEADERSHIP SCHOOL,200 SOUTH UNIVERSITY BLVD,DENVER,CO,80209,7203899498,6th Grade,7th Grade,Middle,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3641,GREEN VALLEY ELEMENTARY SCHOOL,4100 JERICHO,DENVER,CO,80249,7204246710,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3647,GREENWOOD ELEMENTARY SCHOOL,5130 DURHAM COURT,DENVER,CO,80239,7204246630,Preschool,8th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3648,GREENWOOD ELEMENTARY SCHOOL,5550 SOUTH HOLLY STREET,GREENWOOD VILLAGE,CO,80111,7205543400,Preschool,5th Grade,Elementary,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3649,GREGORY HILL PRESCHOOL,8030 IRVING STREET,WESTMINSTER,CO,80030,3034281560,Preschool,Preschool,Elementary,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
3655,GREENLEE ELEMENTARY SCHOOL,1150 LIPAN STREET,DENVER,CO,80204,7204246800,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3672,PAWNEE ELEMENTARY SCHOOL,19 CHAT0GA STREET,GROVER,CO,80729,9708952222,Kindergarten,6th Grade,Elementary,3148,PAWNEE RE-12,300 or less,Rural
3681,GUFFEY CHARTER SCHOOL,1459 MAIN STREET,GUFFEY,CO,80820,7196892093,Preschool,8th Grade,Elementary,2610,PARK COUNTY RE-2,301 - 600,Rural
3690,GUNNISON ELEMENTARY SCHOOL,1099 NORTH 11TH,GUNNISON,CO,81230,9706417710,1st Grade,5th Grade,Elementary,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
3694,GUNNISON HIGH SCHOOL,800 WEST OHIO,GUNNISON,CO,81230,9706417700,9th Grade,12th Grade,Senior,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
3697,GUNNISON MIDDLE SCHOOL,1099 NORTH 11TH,GUNNISON,CO,81230,9706417710,6th Grade,8th Grade,Middle,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
