School Name,District Number,District Name,EMH,EMH_combined,School Number,rate_at.5_chng_ach,rate_at.5_chng_growth,pct_pts_chnge_.5
NORTHEAST ELEMENTARY SCHOOL,0040,BRIGHTON 27J,E,,6395,2,2,2
NORTHEAST ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,6396,2,2,2
ACADEMIA ANA MARIE SANDOVAL,0880,DENVER COUNTY 1,E,,6397,2,3,3
NORTHGLENN MIDDLE SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,M,,6398,3,3,2
NORTHGLENN HIGH SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,H,,6402,2,3,2
NORTHRIDGE ELEMENTARY SCHOOL,0470,ST VRAIN VALLEY RE 1J,E,,6404,2,2,3
NORTHRIDGE ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,6406,2,2,2
NORWOOD ELEMENTARY SCHOOL,2840,NORWOOD R-2J,E,,6418,1,2,1
NORWOOD HIGH SCHOOL,2840,NORWOOD R-2J,H,,6422,3,3,3
NORWOOD HIGH SCHOOL,2840,NORWOOD R-2J,M,,6422,2,2,2
NUCLA JUNIOR/SENIOR HIGH SCHOOL,2190,WEST END RE-2,H,,6436,1,2,2
NUCLA JUNIOR/SENIOR HIGH SCHOOL,2190,WEST END RE-2,M,,6436,2,1,1
OAK CREEK ELEMENTARY SCHOOL,0980,HARRISON 2,E,,6460,2,3,2
OAK GROVE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,6466,2,2,1
OBERON JUNIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6470,2,2,2
O'CONNELL MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6474,3,3,3
O'DEA ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,6476,2,2,3
ODYSSEY CHARTER ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,EM,6479,2,2,2
ODYSSEY CHARTER ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,M,EM,6479,2,2,2
OLANDER ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,6482,1,2,1
ODYSSEY ELEMENTARY SCHOOL,1110,FALCON 49,E,,6483,3,2,1
OLATHE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,6486,3,2,1
OLATHE MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,,6490,1,2,2
OLATHE HIGH SCHOOL,2180,MONTROSE COUNTY RE-1J,H,,6494,2,2,3
OLDE COLUMBINE HIGH SCHOOL,0470,ST VRAIN VALLEY RE 1J,H,,6498,,,2
ADULT EDUCATION/LINCOLN CENTER,0470,ST VRAIN VALLEY RE 1J,H,,6499,,,
OLGA A HELLBECK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,6504,2,1,1
OMAR D BLAIR CHARTER SCHOOL,0880,DENVER COUNTY 1,E,EM,6508,3,3,2
OMAR D BLAIR CHARTER SCHOOL,0880,DENVER COUNTY 1,M,EM,6508,2,2,2
ONLINE HIGH SCHOOL,0880,DENVER COUNTY 1,H,,6509,2,1,1
MONTE VISTA ON-LINE ACADEMY,2740,MONTE VISTA C-8,H,MH,6520,3,2,2
MONTE VISTA ON-LINE ACADEMY,2740,MONTE VISTA C-8,M,MH,6520,1,1,2
HANSON PREK-8 SCHOOL,0030,ADAMS COUNTY 14,E,,6534,2,3,3
HANSON PREK-8 SCHOOL,0030,ADAMS COUNTY 14,M,,6534,2,2,2
JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6539,2,1,1
JEFFERSON COUNTY OPEN SECONDARY,1420,JEFFERSON COUNTY R-1,H,MH,6541,3,3,3
JEFFERSON COUNTY OPEN SECONDARY,1420,JEFFERSON COUNTY R-1,M,MH,6541,2,2,3
OPTIONS SCHOOL,0180,ADAMS-ARAPAHOE 28J,H,,6546,,,
ORCHARD AVENUE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,6554,2,2,1
ORCHARD MESA MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,6562,2,2,2
OTERO ELEMENTARY SCHOOL,0980,HARRISON 2,E,,6578,3,2,3
OTIS ELEMENTARY SCHOOL,3050,OTIS R-3,E,,6582,1,2,2
OTIS JUNIOR-SENIOR HIGH SCHOOL,3050,OTIS R-3,H,,6586,3,2,2
OTIS JUNIOR-SENIOR HIGH SCHOOL,3050,OTIS R-3,M,,6586,1,2,1
OURAY ELEMENTARY SCHOOL,2580,OURAY R-1,E,,6596,2,2,3
OURAY MIDDLE SCHOOL,2580,OURAY R-1,M,,6598,3,2,2
OURAY SENIOR HIGH SCHOOL,2580,OURAY R-1,H,,6600,3,2,2
OVERLAND HIGH SCHOOL,0130,CHERRY CREEK 5,H,,6625,2,1,2
OVERLAND TRAIL MIDDLE SCHOOL,0040,BRIGHTON 27J,M,,6638,2,2,1
HORIZONS K-8 SCHOOL,0480,BOULDER VALLEY RE 2,E,,6642,2,2,2
HORIZONS K-8 SCHOOL,0480,BOULDER VALLEY RE 2,M,,6642,2,2,2
PAGOSA SPRINGS ELEMENTARY SCHOOL,0220,ARCHULETA COUNTY 50 JT,E,,6652,2,2,1
PAGOSA SPRINGS INTERMEDIATE SCHOOL,0220,ARCHULETA COUNTY 50 JT,E,,6656,,,
PAGOSA SPRINGS MIDDLE SCHOOL,0220,ARCHULETA COUNTY 50 JT,M,,6657,2,2,2
PAGOSA SPRINGS HIGH SCHOOL,0220,ARCHULETA COUNTY 50 JT,H,,6658,3,3,2
PALISADE HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,,6666,2,3,2
PALMER ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,6676,2,3,3
PALMER RIDGE HIGH SCHOOL,1080,LEWIS-PALMER 38,H,,6678,2,2,2
PALMER HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,,6680,1,1,1
PALMER LAKE ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,6682,2,1,1
PANORAMA MIDDLE SCHOOL,0980,HARRISON 2,M,,6686,2,2,2
PAONIA ELEMENTARY SCHOOL,0870,DELTA COUNTY 50(J),E,,6700,3,2,2
PRAIRIE HEIGHTS ELEMENTARY SCHOOL,1070,HANOVER 28,E,,6701,,,
OTHO E STUART MIDDLE SCHOOL,0040,BRIGHTON 27J,M,,6702,2,2,2
PAONIA HIGH SCHOOL,0870,DELTA COUNTY 50(J),H,MH,6708,2,2,2
PAONIA HIGH SCHOOL,0870,DELTA COUNTY 50(J),M,MH,6708,2,3,2
PARADOX VALLEY CHARTER SCHOOL,2190,WEST END RE-2,E,,6718,,,
PARADOX VALLEY CHARTER SCHOOL,2190,WEST END RE-2,M,,6718,,,
PARIS ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,6728,3,2,2
PARK ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,6738,2,3,3
MOUNTAIN VIEW ELEMENTARY SCHOOL,3100,WINDSOR RE-4,E,,6750,2,1,2
MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,1140,CANON CITY RE-1,E,,6752,2,2,3
MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,1140,CANON CITY RE-1,M,,6752,1,2,1
PARK HILL SCHOOL,0880,DENVER COUNTY 1,E,,6754,2,2,2
PARK LANE ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,6758,1,2,1
PARK VIEW ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,6770,2,2,1
SAGEWOOD MIDDLE SCHOOL,0900,DOUGLAS COUNTY RE 1,M,,6772,2,2,1
SIERRA MIDDLE SCHOOL,0900,DOUGLAS COUNTY RE 1,M,,6773,3,2,2
MARTINEZ ELEMENTARY SCHOOL,3120,GREELEY 6,E,,6774,2,2,2
NOEL MIDDLE SCHOOL,0880,DENVER COUNTY 1,M,,6784,3,2,2
PARKVIEW ELEMENTARY SCHOOL,2660,LAMAR RE-2,E,,6794,2,3,3
PARMALEE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6804,2,3,3
PARR ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6806,2,2,2
PASSAGE CHARTER SCHOOL,2180,MONTROSE COUNTY RE-1J,H,,6807,,,2
PATTERSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6808,2,2,2
PATRIOT LEARNING CENTER,1110,FALCON 49,H,,6810,2,1,1
PATRIOT LEARNING CENTER,1110,FALCON 49,M,,6810,1,2,2
PAWNEE JUNIOR-SENIOR HIGH SCHOOL,3148,PAWNEE RE-12,H,,6812,,,3
PAWNEE JUNIOR-SENIOR HIGH SCHOOL,3148,PAWNEE RE-12,M,,6812,,,
PEABODY ELEMENTARY SCHOOL,0140,LITTLETON 6,E,,6814,1,2,1
PEAK TO PEAK CHARTER SCHOOL,0480,BOULDER VALLEY RE 2,E,,6816,2,2,2
PEAK TO PEAK CHARTER SCHOOL,0480,BOULDER VALLEY RE 2,H,,6816,2,2,2
PEAK TO PEAK CHARTER SCHOOL,0480,BOULDER VALLEY RE 2,M,,6816,2,2,1
PEAKVIEW ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,6820,2,2,2
PECK ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6828,2,2,1
NIVER CREEK MIDDLE SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,M,,6830,2,2,3
PEETZ ELEMENTARY SCHOOL,1870,PLATEAU RE-5,E,,6834,1,1,1
PEETZ JUNIOR-SENIOR HIGH SCHOOL,1870,PLATEAU RE-5,H,,6838,1,1,3
PEETZ JUNIOR-SENIOR HIGH SCHOOL,1870,PLATEAU RE-5,M,,6838,1,1,1
PEIFFER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6844,2,2,2
PENNINGTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6848,3,3,3
PENROSE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,6856,3,3,3
PENROSE ELEMENTARY SCHOOL,1150,FREMONT RE-2,E,,6858,1,1,1
PEORIA ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,6869,3,2,3
PEYTON ELEMENTARY SCHOOL,1060,PEYTON 23 JT,E,,6898,2,2,2
PEYTON JUNIOR/SENIOR HIGH SCHOOL,1060,PEYTON 23 JT,H,,6902,2,2,2
PEYTON JUNIOR/SENIOR HIGH SCHOOL,1060,PEYTON 23 JT,M,,6902,2,2,2
PHILIPS ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,6912,,,
THE PINNACLE CHARTER SCHOOL MIDDLE,8001,CHARTER SCHOOL INSTITUTE,M,,6913,2,3,3
THE PINNACLE CHARTER SCHOOL HIGH,8001,CHARTER SCHOOL INSTITUTE,H,,6914,2,2,2
PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1110,FALCON 49,E,,6935,2,1,1
PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1110,FALCON 49,M,,6935,1,2,2
PIKES PEAK ELEMENTARY SCHOOL,0980,HARRISON 2,E,,6936,2,2,2
PINE CREEK HIGH SCHOOL,1040,ACADEMY 20,H,,6937,2,2,2
PINE GROVE ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,6938,2,2,2
PINE LANE ELEMENTARY,0900,DOUGLAS COUNTY RE 1,E,,6940,2,2,2
PINELLO ELEMENTARY SCHOOL,0990,WIDEFIELD 3,E,,6952,2,2,2
PINON VALLEY ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,,6953,2,2,1
PIONEER ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,,6954,1,1,1
PINE RIDGE ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,,,6955,,,
PIONEER CHARTER SCHOOL,0880,DENVER COUNTY 1,E,,6957,3,3,3
PIONEER ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,6960,2,2,2
PIONEER ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,6961,2,2,2
PIONEER BILINGUAL ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,6962,2,1,1
PIONEER RIDGE ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,6963,3,2,2
PITT-WALLER K-8 SCHOOL,0880,DENVER COUNTY 1,E,EM,6970,2,1,2
PITT-WALLER K-8 SCHOOL,0880,DENVER COUNTY 1,M,EM,6970,3,2,2
PLAINVIEW ELEMENTARY SCHOOL,1440,PLAINVIEW RE-2,E,,6992,3,1,1
PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,1440,PLAINVIEW RE-2,H,,7009,,,3
PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,1440,PLAINVIEW RE-2,M,,7009,,,
PLATEAU VALLEY ELEMENTARY SCHOOL,1990,PLATEAU VALLEY 50,E,,7024,1,3,3
PLATEAU VALLEY MIDDLE SCHOOL,1990,PLATEAU VALLEY 50,M,,7028,2,3,2
PLATEAU VALLEY HIGH SCHOOL,1990,PLATEAU VALLEY 50,H,,7032,3,3,3
DEER CREEK ELEMENTARY SCHOOL,2600,PLATTE CANYON 1,E,,7042,2,2,2
PLACE BRIDGE ACADEMY,0880,DENVER COUNTY 1,E,EM,7045,2,3,2
PLACE BRIDGE ACADEMY,0880,DENVER COUNTY 1,M,EM,7045,1,2,2
PLATTE CANYON HIGH SCHOOL,2600,PLATTE CANYON 1,H,,7046,2,3,2
PLATTE RIVER CHARTER ACADEMY,0900,DOUGLAS COUNTY RE 1,E,,7047,2,2,2
PLATTE RIVER CHARTER ACADEMY,0900,DOUGLAS COUNTY RE 1,M,,7047,2,2,2
FITZSIMMONS MIDDLE SCHOOL,2600,PLATTE CANYON 1,M,,7048,3,2,3
PLATTE VALLEY ELEMENTARY SCHOOL,2865,PLATTE VALLEY RE-3,E,,7050,1,2,1
PLATTE VALLEY ELEMENTARY SCHOOL,3130,PLATTE VALLEY RE-7,E,,7052,2,2,2
PLATTE VALLEY MIDDLE SCHOOL,3130,PLATTE VALLEY RE-7,M,,7054,2,2,1
PLATTEVILLE ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,,7056,2,3,3
SOUTH VALLEY MIDDLE SCHOOL,3080,WELD COUNTY RE-1,M,,7058,3,2,3
PLEASANT VIEW ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7078,2,3,3
PLEASANT VIEW ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,7082,,,
PLEASANT VIEW MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,7086,2,2,2
PLUM CREEK ACADEMY,0900,DOUGLAS COUNTY RE 1,H,,7091,,,
PLUM CREEK ACADEMY,0900,DOUGLAS COUNTY RE 1,M,,7091,,,
ROXBOROUGH ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,,,7096,,,
POLTON COMMUNITY ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,7102,1,1,1
POLARIS EXPEDITIONARY LEARNING SCHOOL,1550,POUDRE R-1,H,,7104,3,3,3
POLARIS EXPEDITIONARY LEARNING SCHOOL,1550,POUDRE R-1,M,,7104,3,3,3
POMONA ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,7106,2,2,2
POMONA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,7110,2,3,3
PONDEROSA ELEMENTARY,1560,THOMPSON R-2J,,,7113,,,
POMONA HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,7114,2,2,2
PONDEROSA ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,7116,3,3,3
PONDEROSA HIGH SCHOOL,0900,DOUGLAS COUNTY RE 1,H,,7118,2,2,2
POUDRE HIGH SCHOOL,1550,POUDRE R-1,H,,7124,1,2,2
POUDRE TRANSITION CENTER,1550,POUDRE R-1,H,,7127,,,2
POWDERHORN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7128,2,2,2
PRAIRIE VIEW HIGH SCHOOL,0040,BRIGHTON 27J,H,,7129,2,2,2
PRAIRIE VIEW MIDDLE SCHOOL,0040,BRIGHTON 27J,M,,7131,3,2,3
PRAIRIE CREEKS CHARTER SCHOOL,0060,STRASBURG 31J,H,,7133,,,
PRAIRIE CROSSING ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,7134,2,3,2
PRAIRIE WINDS ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7153,1,1,1
PRAIRIE ELEMENTARY SCHOOL,3147,PRAIRIE RE-11,E,,7154,1,2,3
PRAIRIE HILLS ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,7155,2,2,2
PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,3147,PRAIRIE RE-11,H,MH,7156,1,1,1
PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,3147,PRAIRIE RE-11,M,MH,7156,1,2,1
PRAIRIE RIDGE ELEMENTARY SCHOOL,0470,ST VRAIN VALLEY RE 1J,E,,7157,3,2,2
PRAIRIE MIDDLE SCHOOL,0130,CHERRY CREEK 5,M,,7158,2,2,2
PRAIRIE HILLS ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,7159,2,3,3
PRIMERO ELEMENTARY SCHOOL,1590,PRIMERO REORGANIZED 2,E,,7160,1,1,3
PRESTON MIDDLE SCHOOL,1550,POUDRE R-1,M,,7161,2,2,2
PREP ASSESSMENT CENTER,0880,DENVER COUNTY 1,H,,7163,,,3
PREP ASSESSMENT CENTER,0880,DENVER COUNTY 1,M,,7163,,,
PRIMERO JUNIOR-SENIOR HIGH SCHOOL,1590,PRIMERO REORGANIZED 2,H,,7164,3,3,3
PRIMERO JUNIOR-SENIOR HIGH SCHOOL,1590,PRIMERO REORGANIZED 2,M,,7164,2,3,3
PRAIRIE WINDS ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,7165,2,2,2
PRITCHETT ELEMENTARY SCHOOL,0240,PRITCHETT RE-3,E,,7174,,,
PRITCHETT MIDDLE SCHOOL,0240,PRITCHETT RE-3,M,,7176,,,
PRITCHETT HIGH SCHOOL,0240,PRITCHETT RE-3,H,,7180,,,1
PROSPECT VALLEY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7190,1,2,2
PSD ONLINE ACADEMY,1550,POUDRE R-1,H,,7198,,,
PSD ONLINE ACADEMY,1550,POUDRE R-1,M,,7198,,,
P.S.1 CHARTER SCHOOL,0880,DENVER COUNTY 1,H,MH,7199,1,1,1
P.S.1 CHARTER SCHOOL,0880,DENVER COUNTY 1,M,MH,7199,3,1,1
PUEBLO COUNTY HIGH SCHOOL,2700,PUEBLO COUNTY 70,H,,7208,2,2,2
PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,2690,PUEBLO CITY 60,E,,7209,3,3,3
PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,2690,PUEBLO CITY 60,M,,7209,2,3,2
PUEBLO WEST ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7210,2,3,3
PUEBLO TECHNICAL ACADEMY,2700,PUEBLO COUNTY 70,H,,7211,,,
PUEBLO WEST MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,7212,2,2,2
PUEBLO WEST HIGH SCHOOL,2700,PUEBLO COUNTY 70,H,,7214,2,2,2
PUTNAM ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7218,2,2,2
QUEEN PALMER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,7228,1,2,1
AURORA QUEST ACADEMY,0180,ADAMS-ARAPAHOE 28J,E,EM,7232,2,2,2
AURORA QUEST ACADEMY,0180,ADAMS-ARAPAHOE 28J,M,EM,7232,2,2,2
R-5 HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,,7236,,,1
RALSTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7238,2,2,2
RALSTON VALLEY SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,7239,2,2,2
RAMPART HIGH SCHOOL,1040,ACADEMY 20,H,,7240,2,2,2
RANCH VIEW MIDDLE SCHOOL,0900,DOUGLAS COUNTY RE 1,M,,7245,2,2,2
RANCH CREEK ELEMENTARY,1040,ACADEMY 20,E,,7247,2,2,2
RANGEVIEW HIGH SCHOOL,0180,ADAMS-ARAPAHOE 28J,H,,7250,2,2,1
PARKVIEW ELEMENTARY SCHOOL,2720,RANGELY RE-4,E,,7268,2,2,2
RANGELY MIDDLE SCHOOL,2720,RANGELY RE-4,M,,7272,,,
RANGELY JUNIOR/SENIOR HIGH SCHOOL,2720,RANGELY RE-4,H,,7276,1,1,1
RED HAWK RIDGE ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,7277,2,2,2
RICARDO FLORES MAGON ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,,7278,2,,2
REDLANDS MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,7281,2,2,2
RED ROCKS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7282,2,2,2
RED FEATHER LAKES ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7290,1,,1
RED SANDSTONE ELEMENTARY SCHOOL,0910,EAGLE COUNTY RE 50,E,,7296,2,2,3
REDSTONE ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,7297,2,2,2
IVER C. RANUM MIDDLE SCHOOL,0070,WESTMINSTER 50,,,7305,,,
REMINGTON ELEMENTARY SCHOOL,1110,FALCON 49,E,,7317,2,2,1
RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,7319,2,2,2
REVERE JUNIOR-SENIOR HIGH SCHOOL,2865,PLATTE VALLEY RE-3,H,,7322,,,3
REVERE JUNIOR-SENIOR HIGH SCHOOL,2865,PLATTE VALLEY RE-3,M,,7322,,,
RICE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7325,2,2,2
RIDGEVIEW ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,,7338,2,2,1
RIDGEVIEW ELEMENTARY SCHOOL,1110,FALCON 49,E,,7339,3,2,2
RIDGWAY ELEMENTARY SCHOOL,2590,RIDGWAY R-2,E,,7342,3,3,3
RIDGWAY MIDDLE SCHOOL,2590,RIDGWAY R-2,M,,7344,2,3,2
RIDGWAY HIGH SCHOOL,2590,RIDGWAY R-2,H,,7346,3,3,3
RIFFENBURGH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7350,2,3,3
RIFLE MIDDLE SCHOOL,1195,GARFIELD RE-2,E,,7356,2,2,2
RIFLE MIDDLE SCHOOL,1195,GARFIELD RE-2,M,,7356,2,2,2
RIFLE HIGH SCHOOL,1195,GARFIELD RE-2,H,,7360,2,2,2
RISHEL MIDDLE SCHOOL,0880,DENVER COUNTY 1,M,,7370,1,2,3
RIVERSIDE SCHOOL,1195,GARFIELD RE-2,E,,7388,2,3,3
RIVERSIDE SCHOOL,1195,GARFIELD RE-2,M,,7388,2,2,2
RIVERVIEW ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,7402,2,3,2
ROARING FORK HIGH SCHOOL,1180,ROARING FORK RE-1,H,,7422,1,2,2
ROCK CANYON HIGH SCHOOL,0900,DOUGLAS COUNTY RE 1,H,,7435,2,2,2
ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,2530,ROCKY FORD R-2,H,,7442,1,2,1
ROCKY HEIGHTS MIDDLE SCHOOL,0900,DOUGLAS COUNTY RE 1,M,,7448,2,2,1
ROCKRIMMON ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,7460,2,2,2
ROCKY MOUNTAIN ACADEMY OF EVERGREEN,1420,JEFFERSON COUNTY R-1,E,EM,7462,2,2,1
ROCKY MOUNTAIN ACADEMY OF EVERGREEN,1420,JEFFERSON COUNTY R-1,M,EM,7462,2,2,1
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,E,,7463,1,3,2
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,H,,7463,2,2,2
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,M,,7463,2,3,3
ROCKY MOUNTAIN ELEMENTARY SCHOOL,0470,ST VRAIN VALLEY RE 1J,E,,7464,2,2,2
ROCKY MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,7467,2,2,2
ROCKY MOUNTAIN HIGH SCHOOL,1550,POUDRE R-1,H,,7470,2,2,2
ROLLING HILLS ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,7476,2,2,2
RONCALLI MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,7481,1,3,3
ROOSEVELT EDISON CHARTER SCHOOL,1010,COLORADO SPRINGS 11,E,,7482,2,1,1
ROONEY RANCH ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7483,2,2,2
ROOSEVELT HIGH SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,H,,7490,3,2,2
ROSE HILL ELEMENTARY SCHOOL,0030,ADAMS COUNTY 14,E,,7500,1,1,1
ROSS MONTESSORI SCHOOL,8001,CHARTER SCHOOL INSTITUTE,E,EM,7512,3,3,3
ROSS MONTESSORI SCHOOL,8001,CHARTER SCHOOL INSTITUTE,M,EM,7512,3,2,3
RUDY ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,7513,3,2,2
RUNNING CREEK ELEMENTARY SCHOOL,0920,ELIZABETH C-1,E,,7517,2,2,2
RUNYON ELEMENTARY SCHOOL,0140,LITTLETON 6,E,,7518,2,2,2
RUSSELL ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7520,,,
RUSSELL MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,7523,2,2,2
RYAN ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,7528,3,2,3
RYAN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7529,2,2,2
RYE ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7530,2,2,1
CRAVER MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,7532,2,1,1
RYE HIGH SCHOOL,2700,PUEBLO COUNTY 70,H,,7534,3,2,2
SABIN WORLD SCHOOL,0880,DENVER COUNTY 1,E,,7554,3,3,3
SABIN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,7556,2,2,1
SABLE ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,7558,1,2,2
SAGEBRUSH ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,7559,1,2,1
SADDLE RANCH ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,7562,2,2,2
ST. VRAIN COMMUNITY MONTOSSORI SCHOOL,0470,ST VRAIN VALLEY RE 1J,,,7565,,,
SALIDA HIGH SCHOOL,0500,SALIDA R-32,H,,7568,2,2,2
SAMUELS ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,7578,1,2,1
SANBORN ELEMENTARY SCHOOL,0470,ST VRAIN VALLEY RE 1J,E,,7584,3,2,3
CENTENNIAL ELEMENTARY SCHOOL,0640,CENTENNIAL R-1,E,,7588,3,2,2
