Record_no,District Code,District Name,School Code,School Name,EMH,EMH_combined,AEC10,SPF_PS_ELL_GRAD_RATE,School_Grade,rank_tot,Overall_Ach_Grade,read_ach_grade,math_ach_grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,ELL_Growth_Grade,SPF_PS_IND_GRAD_RATE
700,0880,DENVER COUNTY 1,4074,HOLM ELEMENTARY SCHOOL,E,E,N,,6,578,6,5,6,6,6,7,9,6,7,6,
701,0880,DENVER COUNTY 1,4140,HOWELL K-8 SCHOOL,E,EM,N,,5,827,3,3,2,3,1,6,8,5,6,6,
702,0880,DENVER COUNTY 1,4140,HOWELL K-8 SCHOOL,M,EM,N,,6,285,2,1,4,1,3,9,9,9,10,6,
703,0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,H,H,N,58.,5,270,4,4,5,4,3,6,8,6,6,3,71.
704,0880,DENVER COUNTY 1,4450,JOHNSON ELEMENTARY SCHOOL,E,E,N,,3,927,1,1,1,1,1,5,6,6,6,5,
706,0880,DENVER COUNTY 1,4498,KAISER ELEMENTARY SCHOOL,E,E,N,,6,632,5,5,4,6,5,7,9,8,5,6,
707,0880,DENVER COUNTY 1,4656,KEPNER MIDDLE SCHOOL,M,M,N,,4,423,1,1,3,1,1,6,6,6,6,8,
708,0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,H,H,N,,7,124,5,5,6,5,6,11,10,9,12,6,
709,0880,DENVER COUNTY 1,4507,KIPP MONTBELLO COLLEGE PREP,E,E,N,,6,693,1,1,3,1,3,9,7,13,5,8,
710,0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,E,EM,N,,8,316,3,1,5,5,5,13,9,12,12,13,
711,0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,M,EM,N,,12,25,6,5,7,6,6,13,12,13,12,8,
712,0880,DENVER COUNTY 1,4762,KNAPP ELEMENTARY SCHOOL,E,E,N,,6,479,3,2,3,3,1,12,9,9,12,11,
713,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,E,EM,N,,5,814,4,3,3,5,5,6,6,6,6,6,
714,0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,M,EM,N,,5,375,3,3,3,4,2,6,6,6,9,5,
715,0880,DENVER COUNTY 1,5255,LAKE INTERNATIONAL SCHOOL,M,M,N,,4,423,3,1,3,2,,6,6,5,6,6,
716,0880,DENVER COUNTY 1,5158,LINCOLN ELEMENTARY SCHOOL,E,E,N,,12,70,8,7,7,9,8,12,12,11,12,6,
717,0880,DENVER COUNTY 1,5342,LOWRY ELEMENTARY SCHOOL,E,E,N,,6,608,6,6,6,6,6,6,6,6,3,8,
718,0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,H,H,N,-,3,305,1,1,3,1,1,6,5,7,6,5,65.
719,0880,DENVER COUNTY 1,5578,MARRAMA ELEMENTARY SCHOOL,E,E,N,,6,578,5,5,4,6,4,7,5,5,8,9,
720,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,M,MH,N,,5,414,1,1,1,1,1,6,5,6,9,3,
721,0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,H,MH,N,-,9,77,5,5,5,3,4,9,10,9,9,6,90.
722,0880,DENVER COUNTY 1,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,E,E,N,,1,978,3,2,3,2,,5,6,3,1,6,
723,0880,DENVER COUNTY 1,5644,MAXWELL ELEMENTARY SCHOOL,E,E,N,,5,800,1,2,1,3,2,7,9,5,6,7,
724,0880,DENVER COUNTY 1,5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,E,E,N,,8,338,5,5,5,5,6,10,12,9,9,8,
725,0880,DENVER COUNTY 1,5716,MC MEEN ELEMENTARY SCHOOL,E,E,N,,10,120,6,6,6,6,6,13,13,9,13,10,
726,0880,DENVER COUNTY 1,5685,MCGLONE ELEMENTARY SCHOOL,E,E,N,,7,434,1,1,1,1,3,12,12,13,10,9,
727,0880,DENVER COUNTY 1,5826,MERRILL MIDDLE SCHOOL,M,M,N,,6,275,2,1,4,2,2,9,9,9,8,7,
728,0880,DENVER COUNTY 1,5995,MONTBELLO HIGH SCHOOL,H,H,N,50.,1,319,1,1,1,1,1,6,6,6,5,3,54.
729,0880,DENVER COUNTY 1,6002,MONTCLAIR ELEMENTARY SCHOOL,E,E,N,,8,316,6,6,5,6,6,9,12,8,12,5,
730,0880,DENVER COUNTY 1,6088,MOORE K-8 SCHOOL,E,EM,N,,9,248,6,6,5,6,5,9,12,12,7,4,
731,0880,DENVER COUNTY 1,6088,MOORE K-8 SCHOOL,M,EM,N,,6,275,4,5,3,4,5,6,7,6,7,11,
732,0880,DENVER COUNTY 1,6098,MOREY MIDDLE SCHOOL,M,M,N,,9,148,8,6,9,9,7,9,9,7,12,5,
733,0880,DENVER COUNTY 1,6188,MUNROE ELEMENTARY SCHOOL,E,E,N,,1,952,3,2,3,3,1,6,6,3,6,6,
734,0880,DENVER COUNTY 1,6254,NEWLON ELEMENTARY SCHOOL,E,E,N,,10,146,5,3,5,5,1,12,13,9,13,9,
735,0880,DENVER COUNTY 1,6239,NOEL COMMUNITY ARTS SCHOOL,M,M,N,,6,344,1,1,3,1,,9,6,12,6,6,
736,0880,DENVER COUNTY 1,6784,NOEL MIDDLE SCHOOL,M,M,N,,3,455,1,1,1,1,1,5,4,3,6,9,
737,0880,DENVER COUNTY 1,6314,NORTH HIGH SCHOOL,H,H,N,63.,3,293,2,3,1,3,3,8,6,6,10,6,65.
738,0880,DENVER COUNTY 1,6394,NORTHEAST ACADEMY CHARTER SCHOOL,E,EM,N,,1,965,1,1,1,1,1,4,3,3,6,5,
739,0880,DENVER COUNTY 1,6394,NORTHEAST ACADEMY CHARTER SCHOOL,M,EM,N,,6,250,1,2,1,2,1,10,12,5,12,11,
740,0880,DENVER COUNTY 1,6479,ODYSSEY CHARTER ELEMENTARY SCHOOL,E,EM,N,,6,578,7,6,7,7,7,5,7,1,6,,
741,0880,DENVER COUNTY 1,6479,ODYSSEY CHARTER ELEMENTARY SCHOOL,M,EM,N,,11,43,9,10,9,9,8,11,9,10,12,,
742,0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,E,EM,N,,9,196,6,6,6,6,6,9,9,8,9,6,
743,0880,DENVER COUNTY 1,6508,OMAR D BLAIR CHARTER SCHOOL,M,EM,N,,8,162,6,5,6,6,5,9,9,9,9,4,
744,0880,DENVER COUNTY 1,6509,ONLINE HIGH SCHOOL,H,H,N,-,2,310,5,6,1,5,5,4,4,6,3,,35.
747,0880,DENVER COUNTY 1,6676,PALMER ELEMENTARY SCHOOL,E,E,N,,9,180,6,6,5,6,3,12,10,12,12,6,
748,0880,DENVER COUNTY 1,6754,PARK HILL SCHOOL,E,E,N,,10,106,7,6,6,9,9,11,10,11,9,9,
749,0880,DENVER COUNTY 1,6957,PIONEER CHARTER SCHOOL,E,EM,N,,6,608,2,1,1,3,2,8,9,7,9,6,
750,0880,DENVER COUNTY 1,6957,PIONEER CHARTER SCHOOL,M,EM,N,,6,312,4,2,5,5,,6,9,6,9,4,
751,0880,DENVER COUNTY 1,6970,PITT-WALLER K-8 SCHOOL,E,EM,N,,6,720,3,4,3,4,3,7,6,5,7,9,
752,0880,DENVER COUNTY 1,6970,PITT-WALLER K-8 SCHOOL,M,EM,N,,9,120,5,4,5,6,4,12,9,9,12,13,
753,0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,E,EM,N,,7,366,3,1,3,3,5,12,12,12,10,10,
754,0880,DENVER COUNTY 1,7045,PLACE BRIDGE ACADEMY,M,EM,N,,6,265,1,1,1,1,4,9,7,9,7,9,
755,0880,DENVER COUNTY 1,2027,POLARIS AT EBERT ELEMENTARY SCHOOL,E,E,N,,13,14,13,13,13,13,13,13,12,10,13,,
757,0880,DENVER COUNTY 1,7554,SABIN WORLD SCHOOL,E,E,N,,6,507,5,5,5,5,5,8,6,9,7,8,
758,0880,DENVER COUNTY 1,7578,SAMUELS ELEMENTARY SCHOOL,E,E,N,,6,479,5,5,5,5,4,7,6,8,8,5,
759,0880,DENVER COUNTY 1,7698,SCHMITT ELEMENTARY SCHOOL,E,E,N,,6,712,3,4,2,5,3,6,6,7,7,5,
760,0880,DENVER COUNTY 1,7942,SKINNER MIDDLE SCHOOL,M,M,N,,7,180,5,5,6,5,5,10,12,9,9,1,
761,0880,DENVER COUNTY 1,7972,SLAVENS K-8 SCHOOL,E,EM,N,,13,1,12,12,13,12,12,11,9,12,9,,
762,0880,DENVER COUNTY 1,7972,SLAVENS K-8 SCHOOL,M,EM,N,,13,1,12,12,13,12,12,12,12,12,12,,
763,0880,DENVER COUNTY 1,7992,SMILEY MIDDLE SCHOOL,M,M,N,,5,414,3,3,5,2,3,6,7,7,6,6,
764,0880,DENVER COUNTY 1,8006,SMITH ELEMENTARY SCHOOL,E,E,N,,3,901,1,1,1,1,1,5,6,6,6,2,
765,0880,DENVER COUNTY 1,8053,SOAR GREEN VALLEY RANCH,E,E,N,,,,5,4,5,3,,,,,,3,
766,0880,DENVER COUNTY 1,8086,SOUTH HIGH SCHOOL,H,H,N,46.,5,264,1,1,3,2,2,7,8,7,9,5,59.
767,0880,DENVER COUNTY 1,8138,SOUTHMOOR ELEMENTARY SCHOOL,E,E,N,,9,180,10,9,9,9,10,9,11,6,7,8,
768,0880,DENVER COUNTY 1,8132,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,H,H,N,-,3,293,3,3,3,2,2,6,6,5,6,9,42.
769,0880,DENVER COUNTY 1,8222,STECK ELEMENTARY SCHOOL,E,E,N,,13,1,13,13,13,13,12,13,12,12,12,,
770,0880,DENVER COUNTY 1,8232,STEDMAN ELEMENTARY SCHOOL,E,E,N,,6,479,3,3,3,4,2,9,10,9,7,6,
771,0880,DENVER COUNTY 1,8242,STEELE ELEMENTARY SCHOOL,E,E,N,,10,130,9,9,9,8,10,9,9,9,6,,
773,0880,DENVER COUNTY 1,8422,SWANSEA ELEMENTARY SCHOOL,E,E,N,,6,720,1,1,1,3,2,6,9,6,9,6,
774,0880,DENVER COUNTY 1,8776,TELLER ELEMENTARY SCHOOL,E,E,N,,6,663,6,6,6,7,6,6,9,3,8,6,
775,0880,DENVER COUNTY 1,8822,THOMAS JEFFERSON HIGH SCHOOL,H,H,N,-,5,247,6,6,6,6,6,6,6,6,6,5,78.
776,0880,DENVER COUNTY 1,8888,TRAYLOR ELEMENTARY SCHOOL,E,E,N,,6,663,6,6,6,6,5,6,5,5,6,7,
777,0880,DENVER COUNTY 1,8909,TREVISTA ECE-8 AT HORACE MANN,E,EM,N,,1,952,1,1,1,1,2,5,6,2,6,5,
778,0880,DENVER COUNTY 1,8909,TREVISTA ECE-8 AT HORACE MANN,M,EM,N,,6,265,1,1,3,1,1,11,9,10,10,11,
779,0880,DENVER COUNTY 1,8970,UNIVERSITY PARK ELEMENTARY SCHOOL,E,E,N,,12,70,9,8,9,9,9,12,10,9,12,12,
780,0880,DENVER COUNTY 1,0408,VALDEZ ELEMENTARY SCHOOL,E,E,N,,7,434,1,1,1,1,1,9,13,6,12,5,
781,0880,DENVER COUNTY 1,9050,VALVERDE ELEMENTARY SCHOOL,E,E,N,,5,814,1,1,1,3,5,6,6,6,11,5,
782,0880,DENVER COUNTY 1,2755,VENTURE PREP,M,MH,N,,5,414,2,2,2,1,5,6,6,6,6,6,
783,0880,DENVER COUNTY 1,2755,VENTURE PREP,H,MH,N,-,6,200,2,1,3,2,1,12,7,13,9,3,-
786,0880,DENVER COUNTY 1,9336,WEST DENVER PREP - HIGHLAND CAMPUS,M,M,N,,11,43,6,4,7,6,,13,13,13,13,6,
787,0880,DENVER COUNTY 1,9390,WEST DENVER PREP - LAKE CAMPUS,M,M,N,,10,69,5,3,6,4,,12,11,13,12,12,
788,0880,DENVER COUNTY 1,8085,WEST DENVER PREP:  FEDERAL CAMPUS,M,M,N,,12,28,6,5,9,6,6,13,13,13,13,9,
789,0880,DENVER COUNTY 1,9389,WEST DENVER PREP: HARVEY PARK CAMPUS,M,M,N,,12,21,7,5,10,6,10,13,12,13,13,12,
790,0880,DENVER COUNTY 1,9408,WEST HIGH SCHOOL,H,H,N,40.,1,315,1,1,1,1,2,6,9,3,6,5,53.
791,0880,DENVER COUNTY 1,9425,WESTERLY CREEK ELEMENTARY,E,E,N,,9,265,9,9,9,9,9,9,9,6,8,10,
792,0880,DENVER COUNTY 1,9548,WHITTIER K-8 SCHOOL,E,EM,N,,6,673,3,5,1,4,4,7,7,7,6,6,
793,0880,DENVER COUNTY 1,9548,WHITTIER K-8 SCHOOL,M,EM,N,,9,78,6,4,6,6,,13,12,10,13,,
794,0880,DENVER COUNTY 1,9623,WILLIAM (BILL) ROBERTS K-8 SCHOOL,E,EM,N,,12,70,11,10,11,11,9,10,9,9,9,,
795,0880,DENVER COUNTY 1,9623,WILLIAM (BILL) ROBERTS K-8 SCHOOL,M,EM,N,,10,58,7,6,7,6,9,10,10,10,9,8,
796,0880,DENVER COUNTY 1,9739,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,E,EM,N,,1,965,3,3,4,3,1,3,1,4,4,3,
797,0880,DENVER COUNTY 1,9739,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,M,EM,N,,6,332,3,3,4,3,1,9,9,10,7,3,
798,0890,DOLORES COUNTY RE NO.2,2216,DOVE CREEK HIGH SCHOOL,M,MH,N,,3,455,5,5,3,5,5,1,1,2,3,,
799,0890,DOLORES COUNTY RE NO.2,2216,DOVE CREEK HIGH SCHOOL,H,MH,N,-,6,222,5,6,3,6,6,1,1,1,5,,67.
800,0890,DOLORES COUNTY RE NO.2,0050,RICO ELEMENTARY SCHOOL,E,E,N,,,,,,,,,,,,,,
801,0890,DOLORES COUNTY RE NO.2,7764,SEVENTH STREET ELEMENTARY SCHOOL,E,E,N,,2,945,5,5,5,4,5,2,3,3,2,,
802,2055,DOLORES RE-4A,2204,DOLORES ELEMENTARY SCHOOL,E,E,N,,7,410,7,7,7,7,7,6,6,7,6,,
803,2055,DOLORES RE-4A,2208,DOLORES HIGH SCHOOL,H,H,N,-,9,61,9,9,7,7,9,9,9,10,8,,90.
804,2055,DOLORES RE-4A,2206,DOLORES MIDDLE SCHOOL,M,M,N,,7,191,6,6,6,6,6,7,6,9,6,,
805,0900,DOUGLAS COUNTY RE 1,0011,ACADEMY CHARTER SCHOOL,E,EM,N,,12,63,10,12,12,10,9,10,9,9,10,,
806,0900,DOUGLAS COUNTY RE 1,0011,ACADEMY CHARTER SCHOOL,M,EM,N,,12,37,11,10,12,9,11,10,7,12,9,,
807,0900,DOUGLAS COUNTY RE 1,0012,ACRES GREEN ELEMENTARY SCHOOL,E,E,N,,10,106,9,8,7,9,7,10,9,7,10,12,
808,0900,DOUGLAS COUNTY RE 1,0215,AMERICAN ACADEMY,E,EM,N,,10,106,12,13,12,12,13,9,7,7,12,,
809,0900,DOUGLAS COUNTY RE 1,0215,AMERICAN ACADEMY,M,EM,N,,13,5,13,12,12,12,13,12,11,9,12,,
810,0900,DOUGLAS COUNTY RE 1,0354,ARROWWOOD ELEMENTARY SCHOOL,E,E,N,,9,296,8,9,9,7,6,6,6,6,6,9,
811,0900,DOUGLAS COUNTY RE 1,0651,BEAR CANYON ELEMENTARY SCHOOL,E,E,N,,12,36,12,10,12,12,10,12,10,10,12,10,
812,0900,DOUGLAS COUNTY RE 1,0135,BEN FRANKLIN ACADEMY,E,EM,N,,8,338,9,9,10,8,12,6,7,6,6,,
813,0900,DOUGLAS COUNTY RE 1,0135,BEN FRANKLIN ACADEMY,M,EM,N,,,,10,10,12,8,,9,9,12,5,,
814,0900,DOUGLAS COUNTY RE 1,1131,BUFFALO RIDGE ELEMENTARY SCHOOL,E,E,N,,9,215,11,12,10,12,9,8,9,6,9,,
815,0900,DOUGLAS COUNTY RE 1,1362,CASTLE ROCK ELEMENTARY SCHOOL,E,E,N,,7,366,7,7,7,7,9,8,7,8,7,6,
816,0900,DOUGLAS COUNTY RE 1,2226,CASTLE ROCK MIDDLE SCHOOL,M,M,N,,7,201,9,8,8,9,9,6,6,6,7,6,
817,0900,DOUGLAS COUNTY RE 1,1367,CASTLE VIEW HIGH SCHOOL,H,H,N,-,9,86,9,9,9,9,7,6,7,6,7,,88.
818,0900,DOUGLAS COUNTY RE 1,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,E,EM,N,,9,248,9,9,9,9,9,7,6,8,8,,
819,0900,DOUGLAS COUNTY RE 1,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,M,EM,N,,11,49,11,12,12,9,9,9,6,11,7,,
820,0900,DOUGLAS COUNTY RE 1,1503,CHAPARRAL HIGH SCHOOL,H,H,N,86.,9,98,9,7,9,9,7,6,5,6,6,7,92.
821,0900,DOUGLAS COUNTY RE 1,2233,CHEROKEE TRAIL ELEMENTARY SCHOOL,E,E,N,,7,393,9,9,8,9,7,7,7,6,9,,
822,0900,DOUGLAS COUNTY RE 1,1578,CHERRY VALLEY ELEMENTARY SCHOOL,E,E,N,,9,196,7,6,7,9,6,7,10,6,7,,
823,0900,DOUGLAS COUNTY RE 1,0264,CIMARRON MIDDLE,M,M,N,,9,148,9,8,9,9,7,6,6,6,6,13,
824,0900,DOUGLAS COUNTY RE 1,0265,CLEAR SKY ELEMENTARY,E,E,N,,8,316,7,7,7,7,7,8,9,7,7,6,
825,0900,DOUGLAS COUNTY RE 1,1899,COPPER MESA ELEMENTARY SCHOOL,E,E,N,,12,56,9,9,10,9,9,12,11,11,12,6,
826,0900,DOUGLAS COUNTY RE 1,1873,CORE KNOWLEDGE CHARTER SCHOOL,E,EM,N,,12,26,12,12,13,12,10,12,9,9,12,,
827,0900,DOUGLAS COUNTY RE 1,1873,CORE KNOWLEDGE CHARTER SCHOOL,M,EM,N,,13,9,13,12,13,13,12,12,11,10,10,,
828,0900,DOUGLAS COUNTY RE 1,1925,COUGAR RUN ELEMENTARY SCHOOL,E,E,N,,9,170,10,12,10,10,9,8,9,6,8,,
829,0900,DOUGLAS COUNTY RE 1,1934,COYOTE CREEK ELEMENTARY SCHOOL,E,E,N,,9,170,9,10,9,9,9,9,11,8,8,,
830,0900,DOUGLAS COUNTY RE 1,2012,CRESTHILL MIDDLE SCHOOL,M,M,N,,8,162,9,9,10,9,9,7,6,9,6,,
831,0900,DOUGLAS COUNTY RE 1,5997,D C S MONTESSORI CHARTER SCHOOL,E,E,N,,6,455,12,13,9,12,11,6,9,4,6,,
833,0900,DOUGLAS COUNTY RE 1,2230,DOUGLAS COUNTY HIGH SCHOOL,H,H,N,-,8,113,9,9,9,9,9,6,6,6,6,8,90.
834,0900,DOUGLAS COUNTY RE 1,2338,EAGLE ACADEMY,H,H,N,-,,,,,,,,,,,,,53.
835,0900,DOUGLAS COUNTY RE 1,2234,EAGLE RIDGE ELEMENTARY SCHOOL,E,E,N,,9,180,9,9,9,9,9,10,10,11,9,7,
836,0900,DOUGLAS COUNTY RE 1,5405,EDCSD: COLORADO CYBER SCHOOL,E,EMH,N,,,,5,5,5,5,7,1,3,1,1,,
837,0900,DOUGLAS COUNTY RE 1,5405,EDCSD: COLORADO CYBER SCHOOL,M,EMH,N,,1,473,5,6,4,5,4,1,1,1,2,,
838,0900,DOUGLAS COUNTY RE 1,5405,EDCSD: COLORADO CYBER SCHOOL,H,EMH,N,-,1,320,5,5,5,5,4,1,1,1,1,,24.
839,0900,DOUGLAS COUNTY RE 1,2656,ELDORADO ELEMENTARY SCHOOL,E,E,N,,9,196,9,9,9,9,8,9,6,9,9,,
840,0900,DOUGLAS COUNTY RE 1,2965,FLAGSTONE ELEMENTARY SCHOOL,E,E,N,,12,63,9,9,9,9,9,11,9,12,9,9,
841,0900,DOUGLAS COUNTY RE 1,3138,FOX CREEK ELEMENTARY SCHOOL,E,E,N,,11,85,10,9,10,10,9,10,9,9,10,,
842,0900,DOUGLAS COUNTY RE 1,3172,FRANKTOWN ELEMENTARY SCHOOL,E,E,N,,7,410,9,9,10,10,8,6,7,5,7,,
843,0900,DOUGLAS COUNTY RE 1,3241,FRONTIER VALLEY ELEMENTARY SCHOOL,E,E,N,,9,236,9,9,9,9,7,8,6,9,6,,
844,0900,DOUGLAS COUNTY RE 1,0266,GOLD RUSH ELEMENTARY,E,E,N,,11,95,9,9,9,10,9,9,9,11,6,,
845,0900,DOUGLAS COUNTY RE 1,3928,HERITAGE ELEMENTARY SCHOOL,E,E,N,,10,120,12,12,11,12,10,9,7,8,9,,
846,0900,DOUGLAS COUNTY RE 1,3980,HIGHLANDS RANCH HIGH SCHOOL,H,H,N,75.,12,22,10,10,10,11,7,9,9,6,9,,90.
847,0900,DOUGLAS COUNTY RE 1,3995,HOPE ON-LINE,E,EMH,N,,1,981,1,2,1,1,3,1,3,1,1,5,
848,0900,DOUGLAS COUNTY RE 1,3995,HOPE ON-LINE,M,EMH,N,,2,464,1,2,1,1,1,5,6,4,6,5,
849,0900,DOUGLAS COUNTY RE 1,3995,HOPE ON-LINE,H,EMH,N,-,1,313,1,1,1,1,1,6,7,3,7,9,31.
850,0900,DOUGLAS COUNTY RE 1,4292,IRON HORSE ELEMENTARY SCHOOL,E,E,N,,7,366,9,9,7,9,8,6,6,6,6,,
851,0900,DOUGLAS COUNTY RE 1,4980,LARKSPUR ELEMENTARY SCHOOL,E,E,N,,9,265,9,9,8,9,8,9,8,9,9,,
852,0900,DOUGLAS COUNTY RE 1,5045,LEGACY POINT ELEMENTARY SCHOOL,E,E,N,,9,265,8,9,8,9,6,9,10,7,8,,
853,0900,DOUGLAS COUNTY RE 1,4271,LEGEND HIGH SCHOOL,H,H,N,-,7,124,9,9,8,9,9,6,6,2,7,,-
854,0900,DOUGLAS COUNTY RE 1,5843,LONE TREE ELEMENTARY,E,E,N,,12,44,9,9,9,9,11,12,10,12,10,,
855,0900,DOUGLAS COUNTY RE 1,2952,MAMMOTH HEIGHTS ELEMENTARY,E,E,N,,9,180,9,9,9,9,9,9,8,6,10,12,
856,0900,DOUGLAS COUNTY RE 1,5745,MEADOW VIEW ELEMENTARY SCHOOL,E,E,N,,9,236,9,9,7,9,7,9,10,6,8,,
857,0900,DOUGLAS COUNTY RE 1,0267,MESA MIDDLE SCHOOL,M,M,N,,6,232,7,7,8,7,7,6,6,6,6,6,
858,0900,DOUGLAS COUNTY RE 1,6164,MOUNTAIN RIDGE MIDDLE SCHOOL,M,M,N,,9,120,10,10,11,10,9,7,9,7,6,,
859,0900,DOUGLAS COUNTY RE 1,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,E,E,N,,,,9,8,9,7,,,,,,7,
860,0900,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,H,H,N,-,11,29,12,12,12,12,10,6,7,6,7,,94.
861,0900,DOUGLAS COUNTY RE 1,1579,NORTH STAR ACADEMY,E,EM,N,,12,39,12,11,12,12,10,10,9,10,9,3,
862,0900,DOUGLAS COUNTY RE 1,1579,NORTH STAR ACADEMY,M,EM,N,,12,28,12,12,12,12,,9,7,9,9,,
863,0900,DOUGLAS COUNTY RE 1,6396,NORTHEAST ELEMENTARY SCHOOL,E,E,N,,7,434,9,9,9,9,9,6,6,7,6,6,
864,0900,DOUGLAS COUNTY RE 1,6406,NORTHRIDGE ELEMENTARY SCHOOL,E,E,N,,12,36,13,13,13,13,13,12,13,9,12,10,
865,0900,DOUGLAS COUNTY RE 1,6938,PINE GROVE ELEMENTARY SCHOOL,E,E,N,,12,63,12,12,11,12,11,9,9,9,9,,
866,0900,DOUGLAS COUNTY RE 1,6940,PINE LANE ELEMENTARY,E,E,N,,7,434,8,8,7,9,8,6,8,6,6,4,
867,0900,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,E,E,N,,8,316,9,9,9,8,7,8,7,7,8,6,
868,0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,E,EM,N,,9,196,13,13,13,12,11,9,8,9,7,,
869,0900,DOUGLAS COUNTY RE 1,7047,PLATTE RIVER CHARTER ACADEMY,M,EM,N,,12,37,12,12,12,12,12,10,7,12,8,,
870,0900,DOUGLAS COUNTY RE 1,7118,PONDEROSA HIGH SCHOOL,H,H,N,-,9,53,10,9,10,9,9,8,9,6,7,,90.
871,0900,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,E,E,N,,10,120,8,7,7,9,6,10,12,7,9,11,
872,0900,DOUGLAS COUNTY RE 1,7245,RANCH VIEW MIDDLE SCHOOL,M,M,N,,8,162,9,9,9,9,7,6,6,6,6,,
873,0900,DOUGLAS COUNTY RE 1,7297,REDSTONE ELEMENTARY SCHOOL,E,E,N,,12,44,11,10,12,10,10,12,10,9,12,9,
874,0900,DOUGLAS COUNTY RE 1,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,E,E,N,,8,338,9,10,9,9,7,6,9,6,6,,
875,0900,DOUGLAS COUNTY RE 1,7435,ROCK CANYON HIGH SCHOOL,H,H,N,-,11,33,12,12,11,12,12,6,6,6,6,,94.
876,0900,DOUGLAS COUNTY RE 1,2232,ROCK RIDGE ELEMENTARY SCHOOL,E,E,N,,7,393,6,6,6,6,6,8,8,7,7,,
877,0900,DOUGLAS COUNTY RE 1,7448,ROCKY HEIGHTS MIDDLE SCHOOL,M,M,N,,9,78,12,10,12,11,10,6,6,7,6,12,
878,0900,DOUGLAS COUNTY RE 1,2954,ROXBOROUGH INTERMEDIATE,E,E,N,,6,507,7,7,7,6,7,6,7,8,3,,
879,0900,DOUGLAS COUNTY RE 1,7562,SADDLE RANCH ELEMENTARY SCHOOL,E,E,N,,12,26,12,12,12,12,9,10,9,9,9,,
880,0900,DOUGLAS COUNTY RE 1,5607,SAGE CANYON ELEMENTARY,E,E,N,,7,366,8,9,7,7,8,6,6,6,6,,
881,0900,DOUGLAS COUNTY RE 1,6772,SAGEWOOD MIDDLE SCHOOL,M,M,N,,6,319,9,9,9,9,7,5,5,6,5,8,
882,0900,DOUGLAS COUNTY RE 1,7610,SAND CREEK ELEMENTARY SCHOOL,E,E,N,,9,248,9,9,9,10,9,9,9,6,9,9,
883,0900,DOUGLAS COUNTY RE 1,7718,SEDALIA ELEMENTARY SCHOOL,E,E,N,,7,366,6,6,6,6,5,8,7,6,9,7,
884,0900,DOUGLAS COUNTY RE 1,6773,SIERRA MIDDLE SCHOOL,M,M,N,,9,120,9,7,9,9,7,6,5,9,6,,
885,0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,E,EM,N,,9,248,10,11,9,9,9,7,6,6,9,,
886,0900,DOUGLAS COUNTY RE 1,6365,SKYVIEW ACADEMY,M,EM,N,,9,101,10,10,9,10,,7,9,6,8,,
887,0900,DOUGLAS COUNTY RE 1,8106,SOARING HAWK ELEMENTARY SCHOOL,E,E,N,,11,95,9,9,8,7,8,10,10,9,9,,
888,0900,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,E,E,N,,5,760,5,5,4,5,6,6,7,6,6,6,
889,0900,DOUGLAS COUNTY RE 1,5259,STEM MIDDLE & HIGH SCHOOL,M,MH,N,,9,111,11,11,12,10,9,6,6,6,6,,
890,0900,DOUGLAS COUNTY RE 1,5259,STEM MIDDLE & HIGH SCHOOL,H,MH,N,,,,6,5,6,6,,1,1,5,3,,
