Record_no,SPF_DIST_NUMBER,SPF_DISTRICT_NAME,SPF_SCHOOL_NUMBER,SPF_SCHOOL_NAME,SPF_EMH_CODE,SPF_INCLUDED_EMH_FOR_A,rate_at.5_chng_ach,rate_at.5_chng_growth,pct_pts_chng_.5
1300,1420,JEFFERSON COUNTY R1,5415,ROCKY MOUNTAIN DEAF SCHOOL,E,EMH,,,1
1301,1420,JEFFERSON COUNTY R1,5415,ROCKY MOUNTAIN DEAF SCHOOL,M,EMH,,,1
1302,1420,JEFFERSON COUNTY R1,5415,ROCKY MOUNTAIN DEAF SCHOOL,H,EMH,,,
1303,1420,JEFFERSON COUNTY R1,7483,ROONEY RANCH ELEMENTARY SCHOOL,E,E,2,3,2
1304,1420,JEFFERSON COUNTY R1,7529,RYAN ELEMENTARY SCHOOL,E,E,2,2,2
1305,1420,JEFFERSON COUNTY R1,7708,SECREST ELEMENTARY SCHOOL,E,E,1,1,1
1306,1420,JEFFERSON COUNTY R1,7753,SEMPER ELEMENTARY SCHOOL,E,E,2,1,1
1307,1420,JEFFERSON COUNTY R1,7780,SHAFFER ELEMENTARY SCHOOL,E,E,2,2,2
1308,1420,JEFFERSON COUNTY R1,7833,SHELTON ELEMENTARY SCHOOL,E,E,2,2,2
1309,1420,JEFFERSON COUNTY R1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,E,E,2,2,2
1310,1420,JEFFERSON COUNTY R1,7870,SIERRA ELEMENTARY SCHOOL,E,E,2,2,2
1311,1420,JEFFERSON COUNTY R1,7962,SLATER ELEMENTARY SCHOOL,E,E,2,2,2
1312,1420,JEFFERSON COUNTY R1,8036,SOBESKY ACADEMY,E,EMH,,,1
1313,1420,JEFFERSON COUNTY R1,8036,SOBESKY ACADEMY,M,EMH,,,1
1314,1420,JEFFERSON COUNTY R1,8036,SOBESKY ACADEMY,H,EMH,,,3
1315,1420,JEFFERSON COUNTY R1,8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,E,E,2,2,2
1316,1420,JEFFERSON COUNTY R1,8209,STANDLEY LAKE HIGH SCHOOL,H,H,2,1,2
1317,1420,JEFFERSON COUNTY R1,8248,STEIN ELEMENTARY SCHOOL,E,E,2,2,1
1318,1420,JEFFERSON COUNTY R1,8223,STEVENS ELEMENTARY SCHOOL,E,E,2,2,2
1319,1420,JEFFERSON COUNTY R1,8276,STOBER ELEMENTARY SCHOOL,E,E,2,1,2
1320,1420,JEFFERSON COUNTY R1,8280,STONY CREEK ELEMENTARY SCHOOL,E,E,2,2,2
1321,1420,JEFFERSON COUNTY R1,8300,STOTT ELEMENTARY SCHOOL,E,E,1,1,1
1322,1420,JEFFERSON COUNTY R1,8381,SUMMIT RIDGE MIDDLE SCHOOL,M,M,2,2,2
1323,1420,JEFFERSON COUNTY R1,8432,SWANSON ELEMENTARY SCHOOL,E,E,1,1,2
1324,1420,JEFFERSON COUNTY R1,8834,THOMSON ELEMENTARY SCHOOL,E,E,2,3,3
1325,1420,JEFFERSON COUNTY R1,8793,TWO ROADS CHARTER SCHOOL,M,MH,1,,1
1326,1420,JEFFERSON COUNTY R1,8793,TWO ROADS CHARTER SCHOOL,H,MH,2,2,2
1327,1420,JEFFERSON COUNTY R1,9008,UTE MEADOWS ELEMENTARY SCHOOL,E,E,3,2,2
1328,1420,JEFFERSON COUNTY R1,9052,VAN ARSDALE ELEMENTARY SCHOOL,E,E,2,2,2
1329,1420,JEFFERSON COUNTY R1,9058,VANDERHOOF ELEMENTARY SCHOOL,E,E,2,2,2
1330,1420,JEFFERSON COUNTY R1,9154,VIVIAN ELEMENTARY SCHOOL,E,E,1,1,1
1331,1420,JEFFERSON COUNTY R1,9232,WARDER ELEMENTARY SCHOOL,E,E,2,1,2
1332,1420,JEFFERSON COUNTY R1,9299,WAYNE CARLE MIDDLE SCHOOL,M,M,2,2,2
1333,1420,JEFFERSON COUNTY R1,9328,WEBER ELEMENTARY SCHOOL,E,E,2,2,2
1334,1420,JEFFERSON COUNTY R1,9342,WELCHESTER ELEMENTARY SCHOOL,E,E,1,1,1
1335,1420,JEFFERSON COUNTY R1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,E,E,1,2,2
1336,1420,JEFFERSON COUNTY R1,9428,WEST JEFFERSON MIDDLE SCHOOL,M,M,2,2,2
1337,1420,JEFFERSON COUNTY R1,9429,WEST WOODS ELEMENTARY SCHOOL,E,E,2,2,2
1338,1420,JEFFERSON COUNTY R1,9412,WESTGATE ELEMENTARY SCHOOL,E,E,2,2,2
1339,1420,JEFFERSON COUNTY R1,9490,WESTRIDGE ELEMENTARY SCHOOL,E,E,2,1,2
1340,1420,JEFFERSON COUNTY R1,9515,WHEAT RIDGE 58,E,EM,2,2,2
1341,1420,JEFFERSON COUNTY R1,9515,WHEAT RIDGE 58,M,EM,2,2,2
1342,1420,JEFFERSON COUNTY R1,9510,WHEAT RIDGE HIGH SCHOOL,H,H,2,2,2
1343,1420,JEFFERSON COUNTY R1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,E,E,1,1,2
1344,1420,JEFFERSON COUNTY R1,9648,WILMOT ELEMENTARY SCHOOL,E,E,2,2,2
1345,1420,JEFFERSON COUNTY R1,9678,WITT ELEMENTARY SCHOOL,E,E,2,2,2
1346,1420,JEFFERSON COUNTY R1,9427,WOODROW WILSON CHARTER ACADEMY,E,EM,2,2,2
1347,1420,JEFFERSON COUNTY R1,9427,WOODROW WILSON CHARTER ACADEMY,M,EM,2,1,2
1348,3110,JOHNSTOWNMILLIKEN RE5J,4785,KNOWLEDGE QUEST ACADEMY,E,EM,2,3,3
1349,3110,JOHNSTOWNMILLIKEN RE5J,4785,KNOWLEDGE QUEST ACADEMY,M,EM,2,2,3
1350,3110,JOHNSTOWNMILLIKEN RE5J,5078,LETFORD ELEMENTARY SCHOOL,E,E,2,2,2
1351,3110,JOHNSTOWNMILLIKEN RE5J,5896,MILLIKEN ELEMENTARY SCHOOL,E,E,2,1,2
1352,3110,JOHNSTOWNMILLIKEN RE5J,5902,MILLIKEN MIDDLE SCHOOL,M,M,2,1,2
1353,3110,JOHNSTOWNMILLIKEN RE5J,6963,PIONEER RIDGE ELEMENTARY SCHOOL,E,E,2,3,2
1354,3110,JOHNSTOWNMILLIKEN RE5J,7490,ROOSEVELT HIGH SCHOOL,H,H,2,3,3
1355,2862,JULESBURG RE1,4369,INSIGHT SCHOOL OF COLORADO AT JULESBURG,M,MH,,,
1356,2862,JULESBURG RE1,4369,INSIGHT SCHOOL OF COLORADO AT JULESBURG,H,MH,3,2,2
1357,2862,JULESBURG RE1,4488,JULESBURG ELEMENTARY SCHOOL,E,E,1,2,2
1358,2862,JULESBURG RE1,4492,JULESBURG HIGH SCHOOL,M,MH,1,2,2
1359,2862,JULESBURG RE1,4492,JULESBURG HIGH SCHOOL,H,MH,1,1,1
1360,1810,KARVAL RE23,4502,KARVAL ELEMENTARY SCHOOL,E,E,,,1
1361,1810,KARVAL RE23,4506,KARVAL JUNIORSENIOR HIGH SCHOOL,M,MH,,,1
1362,1810,KARVAL RE23,4506,KARVAL JUNIORSENIOR HIGH SCHOOL,H,MH,,,3
1363,1810,KARVAL RE23,4504,KARVAL ONLINE EDUCATION,E,EMH,,,1
1364,1810,KARVAL RE23,4504,KARVAL ONLINE EDUCATION,M,EMH,3,3,3
1365,1810,KARVAL RE23,4504,KARVAL ONLINE EDUCATION,H,EMH,1,2,2
1366,3090,KEENESBURG RE3(J),1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,E,EM,2,2,3
1367,3090,KEENESBURG RE3(J),1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,M,EM,2,2,2
1368,3090,KEENESBURG RE3(J),4526,HOFF ELEMENTARY SCHOOL,E,E,1,1,1
1369,3090,KEENESBURG RE3(J),4148,HUDSON ELEMENTARY SCHOOL,E,E,3,2,3
1370,3090,KEENESBURG RE3(J),3090,LOCHBUIE ELEMENTARY SCHOOL,E,E,1,2,1
1371,3090,KEENESBURG RE3(J),9347,WELD CENTRAL JUNIOR HIGH SCHOOL,M,M,1,1,1
1372,3090,KEENESBURG RE3(J),1446,WELD CENTRAL SENIOR HIGH SCHOOL,H,H,3,2,2
1373,1760,KIM REORGANIZED 88,4690,KIM ELEMENTARY SCHOOL,E,E,,,1
1374,1760,KIM REORGANIZED 88,4694,KIM UNDIVIDED HIGH SCHOOL,M,MH,,,1
1375,1760,KIM REORGANIZED 88,4694,KIM UNDIVIDED HIGH SCHOOL,H,MH,,,3
1376,0930,KIOWA C2,4724,KIOWA ELEMENTARY SCHOOL,E,E,2,3,2
1377,0930,KIOWA C2,4728,KIOWA HIGH SCHOOL,H,H,2,2,2
1378,0930,KIOWA C2,4726,KIOWA MIDDLE SCHOOL,M,M,2,2,2
1379,0510,KIT CARSON R1,4738,KIT CARSON ELEMENTARY SCHOOL,E,E,1,2,2
1380,0510,KIT CARSON R1,4742,KIT CARSON JUNIORSENIOR HIGH SCHOOL,M,MH,2,1,2
1381,0510,KIT CARSON R1,4742,KIT CARSON JUNIORSENIOR HIGH SCHOOL,H,MH,,,2
1382,1400,LA VETA RE2,4860,LA VETA ELEMENTARY SCHOOL,E,E,2,2,2
1383,1400,LA VETA RE2,4864,LA VETA JUNIORSENIOR HIGH SCHOOL,M,MH,1,1,2
1384,1400,LA VETA RE2,4864,LA VETA JUNIORSENIOR HIGH SCHOOL,H,MH,1,2,2
1385,1510,LAKE COUNTY R1,4904,LAKE COUNTY HIGH SCHOOL,H,H,3,1,2
1386,1510,LAKE COUNTY R1,4901,LAKE COUNTY MIDDLE SCHOOL,E,EM,1,1,2
1387,1510,LAKE COUNTY R1,4901,LAKE COUNTY MIDDLE SCHOOL,M,EM,2,2,1
1388,1510,LAKE COUNTY R1,9486,WESTPARK ELEMENTARY SCHOOL,E,E,1,1,2
1389,2660,LAMAR RE2,0200,ALTA VISTA CHARTER SCHOOL,E,E,1,1,1
1390,2660,LAMAR RE2,4960,LAMAR HIGH SCHOOL,H,H,3,1,2
1391,2660,LAMAR RE2,4956,LAMAR MIDDLE SCHOOL,M,M,2,2,2
1392,2660,LAMAR RE2,6794,PARKVIEW ELEMENTARY SCHOOL,E,E,1,1,2
1393,0290,LAS ANIMAS RE1,1812,LAS ANIMAS ELEMENTARY SCHOOL,E,E,2,1,2
1394,0290,LAS ANIMAS RE1,4990,LAS ANIMAS HIGH SCHOOL,H,H,2,1,2
1395,0290,LAS ANIMAS RE1,4986,LAS ANIMAS MIDDLE SCHOOL,M,M,2,1,2
1396,1080,LEWISPALMER 38,3539,BEAR CREEK ELEMENTARY SCHOOL,E,E,2,2,2
1397,1080,LEWISPALMER 38,5096,LEWISPALMER ELEMENTARY SCHOOL,E,E,2,2,2
1398,1080,LEWISPALMER 38,5100,LEWISPALMER HIGH SCHOOL,H,H,2,2,2
1399,1080,LEWISPALMER 38,5098,LEWISPALMER MIDDLE SCHOOL,M,M,2,1,1
1400,1080,LEWISPALMER 38,5093,MONUMENT CHARTER ACADEMY,E,EM,2,1,2
1401,1080,LEWISPALMER 38,5093,MONUMENT CHARTER ACADEMY,M,EM,1,1,1
1402,1080,LEWISPALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,E,E,2,1,2
1403,1080,LEWISPALMER 38,6678,PALMER RIDGE HIGH SCHOOL,H,H,2,3,2
1404,1080,LEWISPALMER 38,7165,PRAIRIE WINDS ELEMENTARY SCHOOL,E,E,2,2,2
1405,1080,LEWISPALMER 38,4686,RAY E KILMER ELEMENTARY SCHOOL,E,E,2,1,2
1406,3230,LIBERTY J4,5119,LIBERTY ELEMENTARY SCHOOL,E,E,1,,3
1407,3230,LIBERTY J4,5123,LIBERTY JUNIORSENIOR HIGH SCHOOL,M,MH,,,1
1408,3230,LIBERTY J4,5123,LIBERTY JUNIORSENIOR HIGH SCHOOL,H,MH,,,3
1409,1790,LIMON RE4J,5132,LIMON ELEMENTARY SCHOOL,E,E,3,2,2
1410,1790,LIMON RE4J,5136,LIMON JUNIORSENIOR HIGH SCHOOL,E,EMH,2,2,2
1411,1790,LIMON RE4J,5136,LIMON JUNIORSENIOR HIGH SCHOOL,M,EMH,1,1,1
1412,1790,LIMON RE4J,5136,LIMON JUNIORSENIOR HIGH SCHOOL,H,EMH,3,3,2
1413,0140,LITTLETON 6,0298,ARAPAHOE HIGH SCHOOL,H,H,2,2,2
1414,0140,LITTLETON 6,1382,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,E,E,3,2,2
1415,0140,LITTLETON 6,2382,EAST ELEMENTARY SCHOOL,E,E,2,2,2
1416,0140,LITTLETON 6,2804,EUCLID MIDDLE SCHOOL,M,M,2,2,2
1417,0140,LITTLETON 6,2926,FIELD ELEMENTARY SCHOOL,E,E,2,2,2
1418,0140,LITTLETON 6,0752,FRANKLIN ELEMENTARY SCHOOL,E,E,2,2,2
1419,0140,LITTLETON 6,3472,GODDARD MIDDLE SCHOOL,M,M,2,2,2
1420,0140,LITTLETON 6,3930,HERITAGE HIGH SCHOOL,H,H,2,1,2
1421,0140,LITTLETON 6,3950,HIGHLAND ELEMENTARY SCHOOL,E,E,2,1,2
1422,0140,LITTLETON 6,5572,HOPKINS ELEMENTARY SCHOOL,E,E,3,2,3
1423,0140,LITTLETON 6,4447,JOHN WESLEY POWELL MIDDLE SCHOOL,M,M,2,2,2
1424,0140,LITTLETON 6,5229,LITTLETON ACADEMY,E,EM,2,2,2
1425,0140,LITTLETON 6,5229,LITTLETON ACADEMY,M,EM,2,1,2
1426,0140,LITTLETON 6,5224,LITTLETON HIGH SCHOOL,H,H,2,2,2
1427,0140,LITTLETON 6,5233,LITTLETON PREP CHARTER SCHOOL,E,EM,2,2,2
1428,0140,LITTLETON 6,5233,LITTLETON PREP CHARTER SCHOOL,M,EM,2,2,2
1429,0140,LITTLETON 6,5236,LOIS LENSKI ELEMENTARY SCHOOL,E,E,2,2,2
1430,0140,LITTLETON 6,8064,MOODY ELEMENTARY SCHOOL,E,E,2,1,1
1431,0140,LITTLETON 6,4316,NEWTON MIDDLE SCHOOL,M,M,2,3,3
1432,0140,LITTLETON 6,6814,PEABODY ELEMENTARY SCHOOL,E,E,2,3,3
1433,0140,LITTLETON 6,7518,RUNYON ELEMENTARY SCHOOL,E,E,2,2,2
1434,0140,LITTLETON 6,7606,SANDBURG ELEMENTARY SCHOOL,E,E,2,1,2
1435,0140,LITTLETON 6,5574,TWAIN ELEMENTARY SCHOOL,E,E,2,1,2
1436,0140,LITTLETON 6,9600,WILDER ELEMENTARY SCHOOL,E,E,2,2,2
1437,3060,LONE STAR 101,5254,LONE STAR ELEMENTARY SCHOOL,E,E,3,,3
1438,3060,LONE STAR 101,5238,LONE STAR MIDDLE SCHOOL,E,EM,,,1
1439,3060,LONE STAR 101,5238,LONE STAR MIDDLE SCHOOL,M,EM,,,1
1440,3060,LONE STAR 101,5258,LONE STAR UNDIVIDED HIGH SCHOOL,H,H,2,2,3
1441,2070,MANCOS RE6,5446,MANCOS ELEMENTARY SCHOOL,E,E,2,1,1
1442,2070,MANCOS RE6,5452,MANCOS HIGH SCHOOL,H,H,3,3,2
1443,2070,MANCOS RE6,5450,MANCOS MIDDLE SCHOOL,M,M,2,1,2
1444,1030,MANITOU SPRINGS 14,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,E,E,2,2,2
1445,1030,MANITOU SPRINGS 14,5468,MANITOU SPRINGS HIGH SCHOOL,H,H,2,2,2
1446,1030,MANITOU SPRINGS 14,5464,MANITOU SPRINGS MIDDLE SCHOOL,M,M,2,2,2
1447,1030,MANITOU SPRINGS 14,9010,UTE PASS ELEMENTARY SCHOOL,E,E,2,1,1
1448,2535,MANZANOLA 3J,5498,MANZANOLA ELEMENTARY SCHOOL,E,E,2,2,2
1449,2535,MANZANOLA 3J,5506,MANZANOLA JUNIORSENIOR HIGH SCHOOL,M,MH,1,1,1
1450,2535,MANZANOLA 3J,5506,MANZANOLA JUNIORSENIOR HIGH SCHOOL,H,MH,3,1,2
1451,0010,MAPLETON 1,0504, WELBY MONTESSORI SCHOOL,E,E,2,3,3
1452,0010,MAPLETON 1,0309,ACADEMY HIGH SCHOOL,H,H,1,2,2
1453,0010,MAPLETON 1,0505,ACHIEVE ACADEMY,E,EM,1,2,2
1454,0010,MAPLETON 1,0505,ACHIEVE ACADEMY,M,EM,2,2,2
1455,0010,MAPLETON 1,0507,ADVENTURE ELEMENTARY,E,E,3,2,2
1456,0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,E,EM,3,2,2
1457,0010,MAPLETON 1,0509,CLAYTON PARTNERSHIP SCHOOL,M,EM,3,3,2
1458,0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,E,EMH,2,2,2
1459,0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,M,EMH,2,3,2
1460,0010,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,H,EMH,2,2,2
1461,0010,MAPLETON 1,0506,EXPLORE ELEMENTARY,E,E,3,1,1
1462,0010,MAPLETON 1,0263,GLOBAL LEADERSHIP ACADEMY,E,EMH,3,1,2
1463,0010,MAPLETON 1,0263,GLOBAL LEADERSHIP ACADEMY,M,EMH,2,2,1
1464,0010,MAPLETON 1,0263,GLOBAL LEADERSHIP ACADEMY,H,EMH,3,3,3
1465,0010,MAPLETON 1,0212,MAPLETON EARLY COLLEGE HIGH SCHOOL,H,H,3,2,2
1466,0010,MAPLETON 1,0187,MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS,M,MH,1,1,2
1467,0010,MAPLETON 1,0187,MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS,H,MH,1,1,2
1468,0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,E,EM,3,2,2
1469,0010,MAPLETON 1,0502,MEADOW COMMUNITY SCHOOL,M,EM,3,3,3
1470,0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,E,EM,2,2,2
1471,0010,MAPLETON 1,0501,MONTEREY COMMUNITY SCHOOL,M,EM,1,2,3
1472,0010,MAPLETON 1,4699,THE NEW AMERICA SCHOOL,H,H,2,2,2
1473,0010,MAPLETON 1,9036,VALLEY VIEW K8,E,EM,2,2,2
1474,0010,MAPLETON 1,9036,VALLEY VIEW K8,M,EM,2,2,3
1475,0010,MAPLETON 1,0503,YORK INTERNATIONAL,E,EMH,1,2,1
1476,0010,MAPLETON 1,0503,YORK INTERNATIONAL,M,EMH,1,1,1
1477,0010,MAPLETON 1,0503,YORK INTERNATIONAL,H,EMH,2,3,2
1478,0310,MC CLAVE RE2,5666,MC CLAVE ELEMENTARY SCHOOL,E,E,2,2,2
1479,0310,MC CLAVE RE2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,M,MH,3,3,3
1480,0310,MC CLAVE RE2,5670,MC CLAVE UNDIVIDED HIGH SCHOOL,H,MH,1,1,2
1481,2710,MEEKER RE1,5754,BARONE MIDDLE SCHOOL,M,M,2,2,2
1482,2710,MEEKER RE1,5750,MEEKER ELEMENTARY SCHOOL,E,E,1,1,1
1483,2710,MEEKER RE1,5762,MEEKER HIGH SCHOOL,H,H,1,1,2
1484,2000,MESA COUNTY VALLEY 51,0262,APPLETON ELEMENTARY SCHOOL,E,E,2,2,2
1485,2000,MESA COUNTY VALLEY 51,0900,BOOKCLIFF MIDDLE SCHOOL,M,M,2,2,2
1486,2000,MESA COUNTY VALLEY 51,1046,BROADWAY ELEMENTARY SCHOOL,E,E,2,2,2
1487,2000,MESA COUNTY VALLEY 51,1450,CENTRAL HIGH SCHOOL,H,H,1,2,2
1488,2000,MESA COUNTY VALLEY 51,1520,CHATFIELD ELEMENTARY SCHOOL,E,E,3,3,3
1489,2000,MESA COUNTY VALLEY 51,1619,CHIPETA ELEMENTARY SCHOOL,E,E,3,3,3
1490,2000,MESA COUNTY VALLEY 51,1686,CLIFTON ELEMENTARY SCHOOL,E,E,3,1,1
1491,2000,MESA COUNTY VALLEY 51,2224,DOS RIOS ELEMENTARY SCHOOL,E,E,2,2,2
1492,2000,MESA COUNTY VALLEY 51,2297,DUAL IMMERSION ACADEMY SCHOOL,E,E,2,2,2
1493,2000,MESA COUNTY VALLEY 51,2392,EAST MIDDLE SCHOOL,M,M,2,2,2
1494,2000,MESA COUNTY VALLEY 51,0361,FRUITA 8/9 SCHOOL,M,M,2,2,2
1495,2000,MESA COUNTY VALLEY 51,3244,FRUITA MIDDLE SCHOOL,M,M,3,3,3
1496,2000,MESA COUNTY VALLEY 51,6070,FRUITA MONUMENT HIGH SCHOOL,H,H,2,2,2
1497,2000,MESA COUNTY VALLEY 51,3262,FRUITVALE ELEMENTARY SCHOOL,E,E,3,3,3
1498,2000,MESA COUNTY VALLEY 51,3350,GATEWAY SCHOOL,E,EMH,,,1
1499,2000,MESA COUNTY VALLEY 51,3350,GATEWAY SCHOOL,M,EMH,,,1
1500,2000,MESA COUNTY VALLEY 51,3350,GATEWAY SCHOOL,H,EMH,,,1
1501,2000,MESA COUNTY VALLEY 51,3469,GLADE PARK COMMUNITY SCHOOL,E,E,,,
1502,2000,MESA COUNTY VALLEY 51,3570,GRAND JUNCTION HIGH SCHOOL,H,H,2,2,2
1503,2000,MESA COUNTY VALLEY 51,3584,GRAND MESA MIDDLE SCHOOL,M,M,2,1,2
1504,2000,MESA COUNTY VALLEY 51,3604,GRANDE RIVER VIRTUAL ACADEMY,E,EMH,,,
1505,2000,MESA COUNTY VALLEY 51,3604,GRANDE RIVER VIRTUAL ACADEMY,M,EMH,2,2,2
1506,2000,MESA COUNTY VALLEY 51,3604,GRANDE RIVER VIRTUAL ACADEMY,H,EMH,2,,2
1507,2000,MESA COUNTY VALLEY 51,2128,INDEPENDENCE ACADEMY,E,EM,2,1,1
1508,2000,MESA COUNTY VALLEY 51,2128,INDEPENDENCE ACADEMY,M,EM,3,2,3
1509,2000,MESA COUNTY VALLEY 51,5210,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,E,E,2,3,3
1510,2000,MESA COUNTY VALLEY 51,5244,LOMA ELEMENTARY SCHOOL,E,E,2,3,2
1511,2000,MESA COUNTY VALLEY 51,5828,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,E,EMH,2,2,2
1512,2000,MESA COUNTY VALLEY 51,5828,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,M,EMH,2,2,2
1513,2000,MESA COUNTY VALLEY 51,5828,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,H,EMH,3,2,1
1514,2000,MESA COUNTY VALLEY 51,5842,MESA VIEW ELEMENTARY SCHOOL,E,E,1,1,2
1515,2000,MESA COUNTY VALLEY 51,6166,MOUNT GARFIELD MIDDLE SCHOOL,M,M,2,2,2
1516,2000,MESA COUNTY VALLEY 51,2724,NEW EMERSON SCHOOL AT COLUMBUS,E,E,2,3,2
1517,2000,MESA COUNTY VALLEY 51,6264,NISLEY ELEMENTARY SCHOOL,E,E,3,3,3
1518,2000,MESA COUNTY VALLEY 51,6554,ORCHARD AVENUE ELEMENTARY SCHOOL,E,E,1,3,3
1519,2000,MESA COUNTY VALLEY 51,6562,ORCHARD MESA MIDDLE SCHOOL,M,M,2,2,2
1520,2000,MESA COUNTY VALLEY 51,6666,PALISADE HIGH SCHOOL,H,H,2,2,2
1521,2000,MESA COUNTY VALLEY 51,0363,PEAR PARK ELEMENTARY SCHOOL,E,E,2,3,2
1522,2000,MESA COUNTY VALLEY 51,7110,POMONA ELEMENTARY SCHOOL,E,E,1,3,2
1523,2000,MESA COUNTY VALLEY 51,7236,R5 HIGH SCHOOL,H,H,,,1
1524,2000,MESA COUNTY VALLEY 51,7281,REDLANDS MIDDLE SCHOOL,M,M,2,3,3
1525,2000,MESA COUNTY VALLEY 51,0362,RIM ROCK ELEMENTARY SCHOOL,E,E,2,2,2
1526,2000,MESA COUNTY VALLEY 51,7467,ROCKY MOUNTAIN ELEMENTARY SCHOOL,E,E,3,2,2
1527,2000,MESA COUNTY VALLEY 51,9434,SCENIC ELEMENTARY SCHOOL,E,E,2,3,2
1528,2000,MESA COUNTY VALLEY 51,7832,SHELLEDY ELEMENTARY SCHOOL,E,E,1,1,1
1529,2000,MESA COUNTY VALLEY 51,8462,TAYLOR ELEMENTARY SCHOOL,E,E,2,1,2
1530,2000,MESA COUNTY VALLEY 51,8846,THUNDER MOUNTAIN ELEMENTARY SCHOOL,E,E,1,3,2
1531,2000,MESA COUNTY VALLEY 51,8876,TOPE ELEMENTARY SCHOOL,E,E,2,2,2
1532,2000,MESA COUNTY VALLEY 51,9406,WEST MIDDLE SCHOOL,M,M,2,2,2
1533,2000,MESA COUNTY VALLEY 51,9673,WINGATE ELEMENTARY SCHOOL,E,E,2,2,2
1534,1130,MIAMI/YODER 60 JT,5850,MIAMI/YODER ELEMENTARY SCHOOL,E,E,3,1,1
1535,1130,MIAMI/YODER 60 JT,5870,MIAMIYODER JUNIOR HIGH SCHOOL,M,M,1,1,1
1536,1130,MIAMI/YODER 60 JT,5854,MIAMIYODER SENIOR HIGH SCHOOL,H,H,3,3,3
1537,2800,MOFFAT 2,2018,CRESTONE CHARTER SCHOOL,E,EMH,,,1
1538,2800,MOFFAT 2,2018,CRESTONE CHARTER SCHOOL,M,EMH,1,,1
1539,2800,MOFFAT 2,2018,CRESTONE CHARTER SCHOOL,H,EMH,,,2
1540,2800,MOFFAT 2,5954,MOFFAT ELEMENTARY SCHOOL,E,E,1,,3
1541,2800,MOFFAT 2,5956,MOFFAT MIDDLE SCHOOL,M,M,3,2,2
1542,2800,MOFFAT 2,5958,MOFFAT SENIOR HIGH SCHOOL,H,H,3,,3
1543,2020,MOFFAT COUNTY RE:NO 1,1938,CRAIG MIDDLE SCHOOL,M,M,2,3,3
1544,2020,MOFFAT COUNTY RE:NO 1,2374,EAST ELEMENTARY SCHOOL,E,E,2,2,2
1545,2020,MOFFAT COUNTY RE:NO 1,5656,MAYBELL ELEMENTARY SCHOOL,E,E,,,1
1546,2020,MOFFAT COUNTY RE:NO 1,5962,MOFFAT COUNTY HIGH SCHOOL,H,H,2,2,2
1547,2020,MOFFAT COUNTY RE:NO 1,7338,RIDGEVIEW ELEMENTARY SCHOOL,E,E,1,3,2
1548,2020,MOFFAT COUNTY RE:NO 1,1936,SANDROCK ELEMENTARY,E,E,3,3,3
1549,2020,MOFFAT COUNTY RE:NO 1,8398,SUNSET ELEMENTARY SCHOOL,E,E,2,2,1
1550,2740,MONTE VISTA C8,6036,BILL METZ ELEMENTARY SCHOOL,E,E,1,1,2
1551,2740,MONTE VISTA C8,6030,BYRON SYRING DELTA CENTER,H,H,,,2
1552,2740,MONTE VISTA C8,6044,MONTE VISTA MIDDLE SCHOOL,M,M,1,1,1
1553,2740,MONTE VISTA C8,6520,MONTE VISTA ONLINE ACADEMY,M,MH,3,,3
1554,2740,MONTE VISTA C8,6520,MONTE VISTA ONLINE ACADEMY,H,MH,3,3,3
1555,2740,MONTE VISTA C8,6046,MONTE VISTA SENIOR HIGH SCHOOL,H,H,3,2,2
1556,2035,MONTEZUMACORTEZ RE1,0609,BATTLE ROCK CHARTER SCHOOL,E,E,,,1
1557,2035,MONTEZUMACORTEZ RE1,1888,CORTEZ MIDDLE SCHOOL,M,M,2,2,2
1558,2035,MONTEZUMACORTEZ RE1,4546,KEMPER ELEMENTARY SCHOOL,E,E,3,3,3
1559,2035,MONTEZUMACORTEZ RE1,5090,LEWISARRIOLA ELEMENTARY SCHOOL,E,E,2,1,2
1560,2035,MONTEZUMACORTEZ RE1,5436,MANAUGH ELEMENTARY SCHOOL,E,E,1,2,2
1561,2035,MONTEZUMACORTEZ RE1,5836,MESA ELEMENTARY SCHOOL,E,E,2,1,1
