DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,% FREE AND REDUCED,,,Developed: 11-5-12
2000,MESA COUNTY VALLEY 51,7281,REDLANDS MIDDLE SCHOOL,25.70%,,,
2000,MESA COUNTY VALLEY 51,7467,ROCKY MOUNTAIN ELEMENTARY SCHOOL,82.32%,,,
2000,MESA COUNTY VALLEY 51,7832,SHELLEDY ELEMENTARY SCHOOL,39.97%,,,
2000,MESA COUNTY VALLEY 51,8462,TAYLOR ELEMENTARY SCHOOL,50.13%,,,
2000,MESA COUNTY VALLEY 51,8846,THUNDER MOUNTAIN ELEMENTARY SCHOOL,41.03%,,,
2000,MESA COUNTY VALLEY 51,8876,TOPE ELEMENTARY SCHOOL,38.24%,,,
2000,MESA COUNTY VALLEY 51,9406,WEST MIDDLE SCHOOL,35.58%,,,
2000,MESA COUNTY VALLEY 51,9434,SCENIC ELEMENTARY SCHOOL,35.78%,,,
2000,MESA COUNTY VALLEY 51,9673,WINGATE ELEMENTARY SCHOOL,16.23%,,,
2010,CREEDE SCHOOL DISTRICT,1962,LAMB ELEMENTARY SCHOOL,65.79%,,,
2010,CREEDE SCHOOL DISTRICT,1966,CREEDE MIDDLE/HIGH SCHOOL,30.23%,,,
2020,MOFFAT COUNTY RE:NO 1,1936,SANDROCK ELEMENTARY,54.88%,,,
2020,MOFFAT COUNTY RE:NO 1,1938,CRAIG MIDDLE SCHOOL,40.36%,,,
2020,MOFFAT COUNTY RE:NO 1,2373,EARLY CHILDHOOD CENTER,0.00%,,,
2020,MOFFAT COUNTY RE:NO 1,2374,EAST ELEMENTARY SCHOOL,52.56%,,,
2020,MOFFAT COUNTY RE:NO 1,5656,MAYBELL ELEMENTARY SCHOOL,50.00%,,,
2020,MOFFAT COUNTY RE:NO 1,5962,MOFFAT COUNTY HIGH SCHOOL,33.39%,,,
2020,MOFFAT COUNTY RE:NO 1,7338,RIDGEVIEW ELEMENTARY SCHOOL,40.89%,,,
2020,MOFFAT COUNTY RE:NO 1,8398,SUNSET ELEMENTARY SCHOOL,42.24%,,,
2035,MONTEZUMA-CORTEZ RE-1,0609,BATTLE ROCK CHARTER SCHOOL,82.86%,,,
2035,MONTEZUMA-CORTEZ RE-1,1888,CORTEZ MIDDLE SCHOOL,53.21%,,,
2035,MONTEZUMA-CORTEZ RE-1,4546,KEMPER ELEMENTARY SCHOOL,63.64%,,,
2035,MONTEZUMA-CORTEZ RE-1,5090,LEWIS-ARRIOLA ELEMENTARY SCHOOL,48.41%,,,
2035,MONTEZUMA-CORTEZ RE-1,5436,MANAUGH ELEMENTARY SCHOOL,80.86%,,,
2035,MONTEZUMA-CORTEZ RE-1,5836,MESA ELEMENTARY SCHOOL,69.29%,,,
2035,MONTEZUMA-CORTEZ RE-1,6026,MONTEZUMA-CORTEZ HIGH SCHOOL,41.24%,,,
2035,MONTEZUMA-CORTEZ RE-1,7082,PLEASANT VIEW ELEMENTARY SCHOOL,46.43%,,,
2035,MONTEZUMA-CORTEZ RE-1,7430,PRESCHOOL/JUMPSTART,0.00%,,,
2035,MONTEZUMA-CORTEZ RE-1,8133,SOUTHWEST OPEN CHARTER SCHOOL,57.65%,,,
2055,DOLORES RE-4A,2204,DOLORES ELEMENTARY SCHOOL,46.71%,,,
2055,DOLORES RE-4A,2206,DOLORES MIDDLE SCHOOL,49.08%,,,
2055,DOLORES RE-4A,2208,DOLORES HIGH SCHOOL,34.43%,,,
2055,DOLORES RE-4A,8500,TEDDY BEAR PRESCHOOL,0.00%,,,
2070,MANCOS RE-6,5446,MANCOS ELEMENTARY SCHOOL,74.86%,,,
2070,MANCOS RE-6,5450,MANCOS MIDDLE SCHOOL,54.55%,,,
2070,MANCOS RE-6,5452,MANCOS HIGH SCHOOL,52.25%,,,
2180,MONTROSE COUNTY RE-1J,0000,NOT IN A SCHOOL,0.00%,,,
2180,MONTROSE COUNTY RE-1J,1392,CENTENNIAL MIDDLE SCHOOL,60.88%,,,
2180,MONTROSE COUNTY RE-1J,1915,COTTONWOOD ELEMENTARY SCHOOL,36.70%,,,
2180,MONTROSE COUNTY RE-1J,2942,EARLY CHILDHOOD CENTER,0.00%,,,
2180,MONTROSE COUNTY RE-1J,4458,JOHNSON ELEMENTARY SCHOOL,63.95%,,,
2180,MONTROSE COUNTY RE-1J,6054,COLUMBINE MIDDLE SCHOOL,44.93%,,,
2180,MONTROSE COUNTY RE-1J,6058,MONTROSE HIGH SCHOOL,36.38%,,,
2180,MONTROSE COUNTY RE-1J,6262,PEAK VIRTUAL ACADEMY,45.95%,,,
2180,MONTROSE COUNTY RE-1J,6366,NORTHSIDE ELEMENTARY SCHOOL,80.25%,,,
2180,MONTROSE COUNTY RE-1J,6466,OAK GROVE ELEMENTARY SCHOOL,59.31%,,,
2180,MONTROSE COUNTY RE-1J,6486,OLATHE ELEMENTARY SCHOOL,77.48%,,,
2180,MONTROSE COUNTY RE-1J,6490,OLATHE MIDDLE SCHOOL,71.13%,,,
2180,MONTROSE COUNTY RE-1J,6494,OLATHE HIGH SCHOOL,52.57%,,,
2180,MONTROSE COUNTY RE-1J,6807,PASSAGE CHARTER SCHOOL,100.00%,,,
2180,MONTROSE COUNTY RE-1J,7106,POMONA ELEMENTARY SCHOOL,67.40%,,,
2180,MONTROSE COUNTY RE-1J,9149,VISTA CHARTER SCHOOL,63.75%,,,
2190,WEST END RE-2,6196,NATURITA ELEMENTARY & MIDDLE SCHOOL,58.38%,,,
2190,WEST END RE-2,6436,NUCLA HIGH SCHOOL,45.45%,,,
2190,WEST END RE-2,6718,PARADOX VALLEY CHARTER SCHOOL,70.45%,,,
2395,BRUSH RE-2(J),1094,BRUSH MIDDLE SCHOOL,57.43%,,,
2395,BRUSH RE-2(J),1096,BRUSH HIGH SCHOOL,43.18%,,,
2395,BRUSH RE-2(J),1438,BEAVER VALLEY ELEMENTARY SCHOOL,60.55%,,,
2395,BRUSH RE-2(J),8832,THOMSON PRIMARY SCHOOL,62.38%,,,
2405,FORT MORGAN RE-3,0492,BAKER CENTRAL SCHOOL,71.90%,,,
2405,FORT MORGAN RE-3,1850,COLUMBINE ELEMENTARY SCHOOL,74.06%,,,
2405,FORT MORGAN RE-3,3074,FORT MORGAN MIDDLE SCHOOL,67.15%,,,
2405,FORT MORGAN RE-3,3078,FORT MORGAN HIGH SCHOOL,56.92%,,,
2405,FORT MORGAN RE-3,3620,GREEN ACRES ELEMENTARY SCHOOL,65.94%,,,
2405,FORT MORGAN RE-3,5180,LINCOLN HIGH SCHOOL,79.49%,,,
2405,FORT MORGAN RE-3,6954,PIONEER ELEMENTARY SCHOOL,87.25%,,,
2405,FORT MORGAN RE-3,7856,SHERMAN EARLY CHILDHOOD CENTER,81.08%,,,
2505,WELDON VALLEY RE-20(J),9352,WELDON VALLEY ELEMENTARY SCHOOL,33.02%,,,
2505,WELDON VALLEY RE-20(J),9356,WELDON VALLEY JUNIOR HIGH SCHOOL,33.33%,,,
2505,WELDON VALLEY RE-20(J),9360,WELDON VALLEY HIGH SCHOOL,23.08%,,,
2515,WIGGINS RE-50(J),9263,WIGGINS MIDDLE SCHOOL,49.09%,,,
2515,WIGGINS RE-50(J),9576,WIGGINS ELEMENTARY SCHOOL,55.71%,,,
2515,WIGGINS RE-50(J),9582,WIGGINS HIGH SCHOOL,46.85%,,,
2520,EAST OTERO R-1,4841,LA JUNTA INTERMEDIATE SCHOOL,71.93%,,,
2520,EAST OTERO R-1,4843,LA JUNTA PRIMARY SCHOOL,83.73%,,,
2520,EAST OTERO R-1,5015,LA JUNTA JR/SR HIGH SCHOOL,64.39%,,,
2530,ROCKY FORD R-2,5114,JEFFERSON INTERMEDIATE SCHOOL,82.27%,,,
2530,ROCKY FORD R-2,7442,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,76.15%,,,
2530,ROCKY FORD R-2,9264,WASHINGTON PRIMARY SCHOOL,79.44%,,,
2535,MANZANOLA 3J,5498,MANZANOLA ELEMENTARY SCHOOL,82.95%,,,
2535,MANZANOLA 3J,5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,83.33%,,,
2540,FOWLER R-4J,0056,FOWLER ELEMENTARY SCHOOL,60.00%,,,
2540,FOWLER R-4J,3130,FOWLER JUNIOR HIGH SCHOOL,51.56%,,,
2540,FOWLER R-4J,3134,FOWLER HIGH SCHOOL,42.48%,,,
2560,CHERAW 31,1538,CHERAW ELEMENTARY SCHOOL,58.06%,,,
2560,CHERAW 31,1546,CHERAW HIGH SCHOOL,52.94%,,,
2560,CHERAW 31,1548,CHERAW MIDDLE SCHOOL,63.64%,,,
2570,SWINK 33,8452,SWINK ELEMENTARY SCHOOL,50.78%,,,
2570,SWINK 33,8456,SWINK JUNIOR-SENIOR HIGH SCHOOL,35.80%,,,
2580,OURAY R-1,6596,OURAY ELEMENTARY SCHOOL,38.46%,,,
2580,OURAY R-1,6598,OURAY MIDDLE SCHOOL,34.48%,,,
2580,OURAY R-1,6600,OURAY SENIOR HIGH SCHOOL,29.82%,,,
2590,RIDGWAY R-2,7342,RIDGWAY ELEMENTARY SCHOOL,40.76%,,,
2590,RIDGWAY R-2,7344,RIDGWAY MIDDLE SCHOOL,33.33%,,,
2590,RIDGWAY R-2,7346,RIDGWAY HIGH SCHOOL,27.78%,,,
2600,PLATTE CANYON 1,7042,DEER CREEK ELEMENTARY SCHOOL,33.70%,,,
2600,PLATTE CANYON 1,7046,PLATTE CANYON HIGH SCHOOL,35.03%,,,
2600,PLATTE CANYON 1,7048,FITZSIMMONS MIDDLE SCHOOL,34.63%,,,
2610,PARK COUNTY RE-2,3681,GUFFEY CHARTER SCHOOL,36.00%,,,
2610,PARK COUNTY RE-2,4908,LAKE GEORGE CHARTER SCHOOL,65.06%,,,
2610,PARK COUNTY RE-2,7891,SILVERHEELS MIDDLE SCHOOL,50.63%,,,
2610,PARK COUNTY RE-2,8114,EDITH TETER ELEMENTARY SCHOOL,47.34%,,,
2610,PARK COUNTY RE-2,8118,SOUTH PARK HIGH SCHOOL,36.67%,,,
2620,HOLYOKE RE-1J,0000,NOT IN A SCHOOL,0.00%,,,
2620,HOLYOKE RE-1J,4076,HOLYOKE ELEMENTARY SCHOOL,56.38%,,,
2620,HOLYOKE RE-1J,4080,HOLYOKE SENIOR HIGH SCHOOL,35.55%,,,
2630,HAXTUN RE-2J,3846,HAXTUN ELEMENTARY SCHOOL,43.46%,,,
2630,HAXTUN RE-2J,3850,HAXTUN HIGH SCHOOL,31.52%,,,
2640,ASPEN 1,0042,ASPEN COMMUNITY CHARTER SCHOOL,1.55%,,,
2640,ASPEN 1,0428,ASPEN ELEMENTARY SCHOOL,6.52%,,,
2640,ASPEN 1,0430,ASPEN MIDDLE SCHOOL,8.44%,,,
2640,ASPEN 1,0432,ASPEN HIGH SCHOOL,5.05%,,,
2640,ASPEN 1,0447,ASPEN PRE-SCHOOL,0.00%,,,
2650,GRANADA RE-1,3542,GRANADA ELEMENTARY SCHOOL,64.91%,,,
2650,GRANADA RE-1,3546,GRANADA UNDIVIDED HIGH SCHOOL,62.39%,,,
2660,LAMAR RE-2,0200,ALTA VISTA CHARTER SCHOOL,41.54%,,,
2660,LAMAR RE-2,4956,LAMAR MIDDLE SCHOOL,69.60%,,,
2660,LAMAR RE-2,4960,LAMAR HIGH SCHOOL,51.04%,,,
2660,LAMAR RE-2,5777,MELVIN HENDRICKSON DEVELOPMENT CENTER,0.00%,,,
2660,LAMAR RE-2,6794,PARKVIEW ELEMENTARY SCHOOL,80.84%,,,
2660,LAMAR RE-2,9268,WASHINGTON ELEMENTARY SCHOOL,79.32%,,,
2670,HOLLY RE-3,4058,HOLLY HIGH SCHOOL,66.23%,,,
2670,HOLLY RE-3,4069,HOLLY JUNIOR HIGH SCHOOL,71.05%,,,
2670,HOLLY RE-3,7794,SHANNER ELEMENTARY SCHOOL,73.68%,,,
2680,WILEY RE-13 JT,9604,WILEY ELEMENTARY SCHOOL,52.17%,,,
2680,WILEY RE-13 JT,9608,WILEY JUNIOR-SENIOR HIGH SCHOOL,53.33%,,,
2690,PUEBLO CITY 60,0738,BELMONT ELEMENTARY SCHOOL,61.15%,,,
2690,PUEBLO CITY 60,0756,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,73.67%,,,
2690,PUEBLO CITY 60,0822,BESSEMER ELEMENTARY SCHOOL,90.60%,,,
2690,PUEBLO CITY 60,0860,BEULAH HEIGHTS ELEMENTARY SCHOOL,72.73%,,,
2690,PUEBLO CITY 60,0954,BRADFORD ELEMENTARY SCHOOL,87.46%,,,
2690,PUEBLO CITY 60,1304,CARLILE ELEMENTARY SCHOOL,72.92%,,,
2690,PUEBLO CITY 60,1402,CENTENNIAL HIGH SCHOOL,48.48%,,,
2690,PUEBLO CITY 60,1454,CENTRAL HIGH SCHOOL,67.61%,,,
2690,PUEBLO CITY 60,1488,CESAR CHAVEZ ACADEMY,72.05%,,,
2690,PUEBLO CITY 60,1504,GOODNIGHT ELEMENTARY SCHOOL,57.81%,,,
2690,PUEBLO CITY 60,1828,COLUMBIAN ELEMENTARY SCHOOL,93.52%,,,
2690,PUEBLO CITY 60,2096,CORWIN INTERNATIONAL MAGNET SCHOOL,45.43%,,,
2690,PUEBLO CITY 60,2217,DOLORES HUERTA PREPARATORY HIGH SCHOOL,68.29%,,,
2690,PUEBLO CITY 60,2394,EAST HIGH SCHOOL,59.62%,,,
2690,PUEBLO CITY 60,2438,EVA R BACA ELEMENTARY SCHOOL,90.15%,,,
2690,PUEBLO CITY 60,2620,FOUNTAIN INTERNATIONAL MAGNET SCHOOL,39.49%,,,
2690,PUEBLO CITY 60,3206,FREED MIDDLE SCHOOL,77.87%,,,
2690,PUEBLO CITY 60,3724,HAAFF ELEMENTARY SCHOOL,65.81%,,,
2690,PUEBLO CITY 60,3924,HERITAGE ELEMENTARY SCHOOL,73.08%,,,
2690,PUEBLO CITY 60,3976,HIGHLAND PARK ELEMENTARY SCHOOL,63.93%,,,
2690,PUEBLO CITY 60,4302,IRVING ELEMENTARY SCHOOL,88.73%,,,
2690,PUEBLO CITY 60,4376,JAMES H RISLEY MIDDLE SCHOOL,90.11%,,,
2690,PUEBLO CITY 60,5048,LEMUEL PITTS MIDDLE SCHOOL,81.04%,,,
2690,PUEBLO CITY 60,5916,MINNEQUA ELEMENTARY SCHOOL,89.39%,,,
2690,PUEBLO CITY 60,6132,MORTON ELEMENTARY SCHOOL,73.02%,,,
2690,PUEBLO CITY 60,6399,NORTHMOOR PRESCHOOL,0.00%,,,
2690,PUEBLO CITY 60,6504,OLGA A HELLBECK ELEMENTARY SCHOOL,84.62%,,,
2690,PUEBLO CITY 60,6770,PARK VIEW ELEMENTARY SCHOOL,93.42%,,,
2690,PUEBLO CITY 60,7209,PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,51.40%,,,
2690,PUEBLO CITY 60,7481,RONCALLI MIDDLE SCHOOL,70.90%,,,
2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,78.87%,,,
2690,PUEBLO CITY 60,8082,SOUTH HIGH SCHOOL,47.49%,,,
2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,73.61%,,,
2690,PUEBLO CITY 60,8143,SPANN ELEMENTARY SCHOOL,93.27%,,,
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,51.20%,,,
2690,PUEBLO CITY 60,9188,W H HEATON MIDDLE SCHOOL,69.41%,,,
2700,PUEBLO COUNTY 70,0025,SKY VIEW MIDDLE SCHOOL,27.62%,,,
2700,PUEBLO COUNTY 70,0026,DESERT SAGE ELEMENTARY SCHOOL,50.52%,,,
2700,PUEBLO COUNTY 70,0472,AVONDALE ELEMENTARY SCHOOL,83.58%,,,
2700,PUEBLO COUNTY 70,0852,BEULAH ELEMENTARY SCHOOL,42.39%,,,
2700,PUEBLO COUNTY 70,0856,BEULAH MIDDLE SCHOOL,55.74%,,,
2700,PUEBLO COUNTY 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,20.45%,,,
2700,PUEBLO COUNTY 70,3279,FUTURES ACADEMY,21.74%,,,
2700,PUEBLO COUNTY 70,5990,70 ONLINE,32.20%,,,
2700,PUEBLO COUNTY 70,6354,NORTH MESA ELEMENTARY SCHOOL,49.24%,,,
2700,PUEBLO COUNTY 70,7086,PLEASANT VIEW MIDDLE SCHOOL,54.55%,,,
2700,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,36.62%,,,
2700,PUEBLO COUNTY 70,7208,PUEBLO COUNTY HIGH SCHOOL,43.01%,,,
2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,53.21%,,,
2700,PUEBLO COUNTY 70,7212,PUEBLO WEST MIDDLE SCHOOL,54.32%,,,
2700,PUEBLO COUNTY 70,7214,PUEBLO WEST HIGH SCHOOL,30.82%,,,
2700,PUEBLO COUNTY 70,7530,RYE ELEMENTARY SCHOOL,48.87%,,,
2700,PUEBLO COUNTY 70,7532,CRAVER MIDDLE SCHOOL,49.06%,,,
2700,PUEBLO COUNTY 70,7534,RYE HIGH SCHOOL,31.14%,,,
2700,PUEBLO COUNTY 70,7879,SOUTHERN COLORADO EARLY COLLEGE,22.22%,,,
2700,PUEBLO COUNTY 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,37.05%,,,
2700,PUEBLO COUNTY 70,8110,SOUTH MESA ELEMENTARY SCHOOL,56.91%,,,
2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,20.45%,,,
2700,PUEBLO COUNTY 70,8810,THE CONNECT CHARTER SCHOOL,4.94%,,,
2700,PUEBLO COUNTY 70,9130,VINELAND ELEMENTARY SCHOOL,59.17%,,,
2700,PUEBLO COUNTY 70,9134,VINELAND MIDDLE SCHOOL,67.95%,,,
2710,MEEKER RE1,5750,MEEKER ELEMENTARY SCHOOL,31.11%,,,
2710,MEEKER RE1,5754,BARONE MIDDLE SCHOOL,34.64%,,,
2710,MEEKER RE1,5762,MEEKER HIGH SCHOOL,21.16%,,,
2720,RANGELY RE-4,7268,PARKVIEW ELEMENTARY SCHOOL,29.44%,,,
2720,RANGELY RE-4,7276,RANGELY JUNIOR/SENIOR HIGH SCHOOL,24.76%,,,
2730,DEL NORTE C-7,2148,DEL NORTE MIDDLE SCHOOL,59.54%,,,
2730,DEL NORTE C-7,2150,DEL NORTE HIGH SCHOOL,54.38%,,,
2730,DEL NORTE C-7,5840,MESA ELEMENTARY SCHOOL,66.22%,,,
2730,DEL NORTE C-7,8960,UNDERWOOD ELEMENTARY SCHOOL,73.89%,,,
2740,MONTE VISTA C-8,5579,MARSH ELEMENTARY SCHOOL,80.79%,,,
2740,MONTE VISTA C-8,6030,BYRON SYRING DELTA CENTER,58.70%,,,
2740,MONTE VISTA C-8,6036,BILL METZ ELEMENTARY SCHOOL,81.95%,,,
2740,MONTE VISTA C-8,6044,MONTE VISTA MIDDLE SCHOOL,80.00%,,,
2740,MONTE VISTA C-8,6046,MONTE VISTA SENIOR HIGH SCHOOL,60.31%,,,
2740,MONTE VISTA C-8,6520,MONTE VISTA ON-LINE ACADEMY,32.73%,,,
2750,SARGENT RE-33J,7660,SARGENT ELEMENTARY SCHOOL,43.77%,,,
2750,SARGENT RE-33J,7664,SARGENT SENIOR HIGH SCHOOL,39.13%,,,
2750,SARGENT RE-33J,7668,SARGENT JUNIOR HIGH SCHOOL,42.47%,,,
2760,HAYDEN RE-1,2522,HAYDEN VALLEY ELEMENTARY SCHOOL,45.68%,,,
2760,HAYDEN RE-1,3860,HAYDEN MIDDLE SCHOOL,47.95%,,,
2760,HAYDEN RE-1,3862,HAYDEN HIGH SCHOOL,29.57%,,,
2770,STEAMBOAT SPRINGS RE-2,6363,NORTH ROUTT CHARTER SCHOOL,0.00%,,,
2770,STEAMBOAT SPRINGS RE-2,8208,SODA CREEK ELEMENTARY SCHOOL,10.69%,,,
2770,STEAMBOAT SPRINGS RE-2,8210,STEAMBOAT SPRINGS MIDDLE SCHOOL,14.37%,,,
2770,STEAMBOAT SPRINGS RE-2,8212,STEAMBOAT SPRINGS HIGH SCHOOL,10.14%,,,
2770,STEAMBOAT SPRINGS RE-2,8358,STRAWBERRY PARK ELEMENTARY SCHOOL,15.58%,,,
2770,STEAMBOAT SPRINGS RE-2,9757,YAMPA VALLEY SCHOOL,19.23%,,,
2780,SOUTH ROUTT RE 3,8048,SOROCO MIDDLE SCHOOL,45.78%,,,
2780,SOUTH ROUTT RE 3,8050,SOROCO HIGH SCHOOL,32.22%,,,
2780,SOUTH ROUTT RE 3,8119,SOUTH ROUTT EARLY LEARNING CENTER,0.00%,,,
2780,SOUTH ROUTT RE 3,8120,SOUTH ROUTT ELEMENTARY SCHOOL,47.85%,,,
2790,MOUNTAIN VALLEY RE 1,6142,MOUNTAIN VALLEY ELEMENTARY SCHOOL,69.84%,,,
2790,MOUNTAIN VALLEY RE 1,6144,MOUNTAIN VALLEY MIDDLE SCHOOL,60.00%,,,
2790,MOUNTAIN VALLEY RE 1,6146,MOUNTAIN VALLEY SENIOR HIGH SCHOOL,60.87%,,,
2800,MOFFAT 2,2018,CRESTONE CHARTER SCHOOL,28.75%,,,
2800,MOFFAT 2,5954,MOFFAT ELEMENTARY SCHOOL,65.91%,,,
2800,MOFFAT 2,5956,MOFFAT MIDDLE SCHOOL,65.38%,,,
2800,MOFFAT 2,5958,MOFFAT SENIOR HIGH SCHOOL,71.11%,,,
2810,CENTER 26 JT,0051,THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY,50.00%,,,
2810,CENTER 26 JT,1368,CENTER VIRTUAL ACADEMY,27.27%,,,
2810,CENTER 26 JT,1412,HASKIN ELEMENTARY SCHOOL,96.11%,,,
2810,CENTER 26 JT,1416,SKOGLUND MIDDLE SCHOOL,96.30%,,,
2810,CENTER 26 JT,1420,CENTER HIGH SCHOOL,93.06%,,,
2820,SILVERTON 1,7900,SILVERTON ELEMENTARY SCHOOL,60.53%,,,
2820,SILVERTON 1,7902,SILVERTON MIDDLE SCHOOL,60.00%,,,
2820,SILVERTON 1,7904,SILVERTON HIGH SCHOOL,66.67%,,,
2830,TELLURIDE R-1,8786,TELLURIDE ELEMENTARY SCHOOL,24.49%,,,
2830,TELLURIDE R-1,8790,TELLURIDE MIDDLE SCHOOL,29.09%,,,
2830,TELLURIDE R-1,8794,TELLURIDE HIGH SCHOOL,22.28%,,,
2840,NORWOOD R-2J,6418,NORWOOD ELEMENTARY SCHOOL,65.32%,,,
2840,NORWOOD R-2J,6422,NORWOOD HIGH SCHOOL,38.10%,,,
2862,JULESBURG RE-1,4369,INSIGHT SCHOOL OF COLORADO AT JULESBURG,4.62%,,,
2862,JULESBURG RE-1,4488,JULESBURG ELEMENTARY SCHOOL,57.39%,,,
2862,JULESBURG RE-1,4492,JULESBURG HIGH SCHOOL,42.86%,,,
2865,PLATTE VALLEY RE-3,7050,PLATTE VALLEY ELEMENTARY SCHOOL,69.12%,,,
2865,PLATTE VALLEY RE-3,7322,REVERE JUNIOR-SENIOR HIGH SCHOOL,77.36%,,,
3000,SUMMIT RE-1,8370,DILLON VALLEY ELEMENTARY SCHOOL,54.25%,,,
3000,SUMMIT RE-1,8372,BRECKENRIDGE ELEMENTARY SCHOOL,10.80%,,,
3000,SUMMIT RE-1,8374,FRISCO ELEMENTARY SCHOOL,24.88%,,,
3000,SUMMIT RE-1,8375,SNOWY PEAKS HIGH SCHOOL,55.26%,,,
3000,SUMMIT RE-1,8376,SILVERTHORNE ELEMENTARY SCHOOL,61.87%,,,
3000,SUMMIT RE-1,8377,SUMMIT MIDDLE SCHOOL,38.83%,,,
3000,SUMMIT RE-1,8378,SUMMIT HIGH SCHOOL,23.29%,,,
3000,SUMMIT RE-1,8385,SUMMIT COVE ELEMENTARY SCHOOL,26.69%,,,
3000,SUMMIT RE-1,8993,UPPER BLUE ELEMENTARY SCHOOL,23.62%,,,
3010,CRIPPLE CREEK-VICTOR RE-1,2024,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,56.11%,,,
3010,CRIPPLE CREEK-VICTOR RE-1,9080,CRESSON ELEMENTARY SCHOOL,61.02%,,,
3020,WOODLAND PARK RE-2,8379,SUMMIT ELEMENTARY SCHOOL,43.50%,,,
3020,WOODLAND PARK RE-2,9692,GATEWAY ELEMENTARY SCHOOL,40.81%,,,
3020,WOODLAND PARK RE-2,9694,WOODLAND PARK MIDDLE SCHOOL,32.64%,,,
3020,WOODLAND PARK RE-2,9696,WOODLAND PARK HIGH SCHOOL,26.76%,,,
3020,WOODLAND PARK RE-2,9698,COLUMBINE ELEMENTARY SCHOOL,27.54%,,,
3030,AKRON R-1,0086,AKRON ELEMENTARY SCHOOL,58.33%,,,
3030,AKRON R-1,0090,AKRON HIGH SCHOOL,24.35%,,,
3040,ARICKAREE R-2,0304,ARICKAREE ELEMENTARY SCHOOL,38.18%,,,
3040,ARICKAREE R-2,0308,ARICKAREE UNDIVIDED HIGH SCHOOL,39.53%,,,
3050,OTIS R-3,6582,OTIS ELEMENTARY SCHOOL,32.22%,,,
3050,OTIS R-3,6586,OTIS JUNIOR-SENIOR HIGH SCHOOL,28.24%,,,
3060,LONE STAR 101,5238,LONE STAR MIDDLE SCHOOL,33.33%,,,
3060,LONE STAR 101,5254,LONE STAR ELEMENTARY SCHOOL,45.10%,,,
3060,LONE STAR 101,5258,LONE STAR UNDIVIDED HIGH SCHOOL,45.00%,,,
3070,WOODLIN R-104,9700,WOODLIN ELEMENTARY SCHOOL,49.15%,,,
3070,WOODLIN R-104,9704,WOODLIN UNDIVIDED HIGH SCHOOL,38.89%,,,
3080,WELD COUNTY RE-1,3398,GILCREST ELEMENTARY SCHOOL,71.95%,,,
3080,WELD COUNTY RE-1,4852,PETE MIRICH ELEMENTARY SCHOOL,61.44%,,,
3080,WELD COUNTY RE-1,4854,NORTH VALLEY MIDDLE SCHOOL,56.97%,,,
3080,WELD COUNTY RE-1,7056,PLATTEVILLE ELEMENTARY SCHOOL,57.37%,,,
3080,WELD COUNTY RE-1,7058,SOUTH VALLEY MIDDLE SCHOOL,49.49%,,,
3080,WELD COUNTY RE-1,9032,VALLEY HIGH SCHOOL,45.87%,,,
3085,EATON RE-2,0754,BENJAMIN EATON ELEMENTARY SCHOOL,42.11%,,,
3085,EATON RE-2,2448,EATON ELEMENTARY SCHOOL,38.27%,,,
3085,EATON RE-2,2452,EATON MIDDLE SCHOOL,35.08%,,,
3085,EATON RE-2,2456,EATON HIGH SCHOOL,24.79%,,,
3085,EATON RE-2,3286,GALETON ELEMENTARY SCHOOL,48.91%,,,
3090,KEENESBURG RE-3(J),1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,17.68%,,,
3090,KEENESBURG RE-3(J),1446,WELD CENTRAL SENIOR HIGH SCHOOL,42.77%,,,
3090,KEENESBURG RE-3(J),3090,LOCHBUIE ELEMENTARY SCHOOL,62.71%,,,
3090,KEENESBURG RE-3(J),4148,HUDSON ELEMENTARY SCHOOL,71.82%,,,
3090,KEENESBURG RE-3(J),4526,HOFF ELEMENTARY SCHOOL,44.94%,,,
3090,KEENESBURG RE-3(J),9347,WELD CENTRAL JUNIOR HIGH SCHOOL,55.70%,,,
3100,WINDSOR RE-4,0055,GRANDVIEW ELEMENTARY SCHOOL,22.18%,,,
3100,WINDSOR RE-4,6750,MOUNTAIN VIEW ELEMENTARY SCHOOL,26.09%,,,
3100,WINDSOR RE-4,7755,SEVERANCE MIDDLE SCHOOL,17.66%,,,
3100,WINDSOR RE-4,7958,SKYVIEW ELEMENTARY SCHOOL,25.52%,,,
