DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,% FREE AND REDUCED
2690,PUEBLO CITY 60,4376,JAMES H RISLEY MIDDLE SCHOOL,92.2%
2690,PUEBLO CITY 60,5048,LEMUEL PITTS MIDDLE SCHOOL,80.5%
2690,PUEBLO CITY 60,5916,MINNEQUA ELEMENTARY SCHOOL,91.5%
2690,PUEBLO CITY 60,6132,MORTON ELEMENTARY SCHOOL,72.7%
2690,PUEBLO CITY 60,6504,OLGA A HELLBECK ELEMENTARY SCHOOL,94.6%
2690,PUEBLO CITY 60,6770,PARK VIEW ELEMENTARY SCHOOL,91.8%
2690,PUEBLO CITY 60,7209,PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,57.4%
2690,PUEBLO CITY 60,7481,RONCALLI MIDDLE SCHOOL,73.9%
2690,PUEBLO CITY 60,7748,KEATING CONTINUING EDUCATION,49.9%
2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,80.3%
2690,PUEBLO CITY 60,8082,SOUTH HIGH SCHOOL,47.5%
2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,70.7%
2690,PUEBLO CITY 60,8143,SPANN ELEMENTARY SCHOOL,97.1%
2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,56.0%
2690,PUEBLO CITY 60,9188,W H HEATON MIDDLE SCHOOL,74.7%
2690,PUEBLO CITY 60,9785,YOUTH & FAMILY ACADEMY CHARTER,81.6%
2700,PUEBLO COUNTY RURAL 70,0025,SKY VIEW MIDDLE SCHOOL,23.1%
2700,PUEBLO COUNTY RURAL 70,0026,DESERT SAGE ELEMENTARY SCHOOL,45.7%
2700,PUEBLO COUNTY RURAL 70,0472,AVONDALE ELEMENTARY SCHOOL,81.6%
2700,PUEBLO COUNTY RURAL 70,0852,BEULAH ELEMENTARY SCHOOL,49.4%
2700,PUEBLO COUNTY RURAL 70,0856,BEULAH MIDDLE SCHOOL,53.8%
2700,PUEBLO COUNTY RURAL 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,18.9%
2700,PUEBLO COUNTY RURAL 70,3279,FUTURES ACADEMY,32.2%
2700,PUEBLO COUNTY RURAL 70,6354,NORTH MESA ELEMENTARY SCHOOL,47.5%
2700,PUEBLO COUNTY RURAL 70,7086,PLEASANT VIEW MIDDLE SCHOOL,46.5%
2700,PUEBLO COUNTY RURAL 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,35.0%
2700,PUEBLO COUNTY RURAL 70,7208,PUEBLO COUNTY HIGH SCHOOL,35.7%
2700,PUEBLO COUNTY RURAL 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,46.8%
2700,PUEBLO COUNTY RURAL 70,7212,PUEBLO WEST MIDDLE SCHOOL,47.0%
2700,PUEBLO COUNTY RURAL 70,7214,PUEBLO WEST HIGH SCHOOL,26.8%
2700,PUEBLO COUNTY RURAL 70,7530,RYE ELEMENTARY SCHOOL,46.8%
2700,PUEBLO COUNTY RURAL 70,7532,CRAVER MIDDLE SCHOOL,41.6%
2700,PUEBLO COUNTY RURAL 70,7534,RYE HIGH SCHOOL,25.2%
2700,PUEBLO COUNTY RURAL 70,7879,SOUTHERN COLORADO EARLY COLLEGE,20.1%
2700,PUEBLO COUNTY RURAL 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,28.9%
2700,PUEBLO COUNTY RURAL 70,8110,SOUTH MESA ELEMENTARY SCHOOL,53.2%
2700,PUEBLO COUNTY RURAL 70,8420,SWALLOWS CHARTER ACADEMY,27.0%
2700,PUEBLO COUNTY RURAL 70,8810,THE CONNECT CHARTER SCHOOL,0.0%
2700,PUEBLO COUNTY RURAL 70,9130,VINELAND ELEMENTARY SCHOOL,49.8%
2700,PUEBLO COUNTY RURAL 70,9134,VINELAND MIDDLE SCHOOL,57.3%
2710,MEEKER RE1,5750,MEEKER ELEMENTARY SCHOOL,29.9%
2710,MEEKER RE1,5754,BARONE MIDDLE SCHOOL,27.8%
2710,MEEKER RE1,5762,MEEKER HIGH SCHOOL,12.9%
2720,RANGELY RE-4,7268,PARKVIEW ELEMENTARY SCHOOL,34.0%
2720,RANGELY RE-4,7276,RANGELY JUNIOR/SENIOR HIGH SCHOOL,25.5%
2730,DEL NORTE C-7,2148,DEL NORTE MIDDLE SCHOOL,61.5%
2730,DEL NORTE C-7,2150,DEL NORTE HIGH SCHOOL,48.2%
2730,DEL NORTE C-7,5840,MESA ELEMENTARY SCHOOL,25.3%
2730,DEL NORTE C-7,8960,UNDERWOOD ELEMENTARY SCHOOL,67.4%
2740,MONTE VISTA C-8,5579,MARSH ELEMENTARY SCHOOL,83.2%
2740,MONTE VISTA C-8,6030,BYRON SYRING DELTA CENTER,69.8%
2740,MONTE VISTA C-8,6036,BILL METZ ELEMENTARY SCHOOL,79.1%
2740,MONTE VISTA C-8,6044,MONTE VISTA MIDDLE SCHOOL,73.6%
2740,MONTE VISTA C-8,6046,MONTE VISTA SENIOR HIGH SCHOOL,54.6%
2740,MONTE VISTA C-8,6520,MONTE VISTA ON-LINE ACADEMY,28.0%
2750,SARGENT RE-33J,7660,SARGENT ELEMENTARY SCHOOL,46.8%
2750,SARGENT RE-33J,7664,SARGENT SENIOR HIGH SCHOOL,39.5%
2750,SARGENT RE-33J,7668,SARGENT JUNIOR HIGH SCHOOL,46.1%
2760,HAYDEN RE-1,2522,HAYDEN VALLEY ELEMENTARY SCHOOL,45.8%
2760,HAYDEN RE-1,3860,HAYDEN MIDDLE SCHOOL,40.2%
2760,HAYDEN RE-1,3862,HAYDEN HIGH SCHOOL,30.3%
2770,STEAMBOAT SPRINGS RE-2,6363,NORTH ROUTT CHARTER SCHOOL,0.0%
2770,STEAMBOAT SPRINGS RE-2,8208,SODA CREEK ELEMENTARY SCHOOL,14.4%
2770,STEAMBOAT SPRINGS RE-2,8210,STEAMBOAT SPRINGS MIDDLE SCHOOL,12.3%
2770,STEAMBOAT SPRINGS RE-2,8212,STEAMBOAT SPRINGS HIGH SCHOOL,9.4%
2770,STEAMBOAT SPRINGS RE-2,8358,STRAWBERRY PARK ELEMENTARY SCHOOL,15.6%
2770,STEAMBOAT SPRINGS RE-2,9757,YAMPA VALLEY SCHOOL,28.6%
2780,SOUTH ROUTT RE 3,8048,SOROCO MIDDLE SCHOOL,41.0%
2780,SOUTH ROUTT RE 3,8050,SOROCO HIGH SCHOOL,26.9%
2780,SOUTH ROUTT RE 3,8120,SOUTH ROUTT ELEMENTARY SCHOOL,46.8%
2790,MOUNTAIN VALLEY RE 1,6142,MOUNTAIN VALLEY ELEMENTARY SCHOOL,74.0%
2790,MOUNTAIN VALLEY RE 1,6144,MOUNTAIN VALLEY MIDDLE SCHOOL,59.1%
2790,MOUNTAIN VALLEY RE 1,6146,MOUNTAIN VALLEY SENIOR HIGH SCHOOL,70.6%
2800,MOFFAT 2,2018,CRESTONE CHARTER SCHOOL,23.2%
2800,MOFFAT 2,5954,MOFFAT ELEMENTARY SCHOOL,66.7%
2800,MOFFAT 2,5956,MOFFAT MIDDLE SCHOOL,78.6%
2800,MOFFAT 2,5958,MOFFAT SENIOR HIGH SCHOOL,74.4%
2810,CENTER 26 JT,0051,THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY,66.7%
2810,CENTER 26 JT,1412,HASKIN ELEMENTARY SCHOOL,91.2%
2810,CENTER 26 JT,1416,SKOGLUND MIDDLE SCHOOL,90.3%
2810,CENTER 26 JT,1420,CENTER HIGH SCHOOL,80.3%
2820,SILVERTON 1,7900,SILVERTON ELEMENTARY SCHOOL,69.2%
2820,SILVERTON 1,7902,SILVERTON MIDDLE SCHOOL,66.7%
2820,SILVERTON 1,7904,SILVERTON HIGH SCHOOL,90.9%
2830,TELLURIDE R-1,8786,TELLURIDE ELEMENTARY SCHOOL,25.4%
2830,TELLURIDE R-1,8790,TELLURIDE MIDDLE SCHOOL,16.8%
2830,TELLURIDE R-1,8794,TELLURIDE HIGH SCHOOL,19.8%
2840,NORWOOD R-2J,6418,NORWOOD ELEMENTARY SCHOOL,54.8%
2840,NORWOOD R-2J,6422,NORWOOD HIGH SCHOOL,34.7%
2862,JULESBURG RE-1,4369,INSIGHT SCHOOL OF COLORADO AT JULESBURG,9.0%
2862,JULESBURG RE-1,4488,JULESBURG ELEMENTARY SCHOOL,56.4%
2862,JULESBURG RE-1,4492,JULESBURG HIGH SCHOOL,43.9%
2865,PLATTE VALLEY RE-3,7050,PLATTE VALLEY ELEMENTARY SCHOOL,72.9%
2865,PLATTE VALLEY RE-3,7322,REVERE JUNIOR-SENIOR HIGH SCHOOL,76.0%
3000,SUMMIT RE-1,8370,DILLON VALLEY ELEMENTARY SCHOOL,52.8%
3000,SUMMIT RE-1,8372,BRECKENRIDGE ELEMENTARY SCHOOL,8.3%
3000,SUMMIT RE-1,8374,FRISCO ELEMENTARY SCHOOL,24.3%
3000,SUMMIT RE-1,8375,SUMMIT ALTERNATIVE HIGH SCHOOL,11.1%
3000,SUMMIT RE-1,8376,SILVERTHORNE ELEMENTARY SCHOOL,60.8%
3000,SUMMIT RE-1,8377,SUMMIT MIDDLE SCHOOL,35.2%
3000,SUMMIT RE-1,8378,SUMMIT HIGH SCHOOL,21.9%
3000,SUMMIT RE-1,8385,SUMMIT COVE ELEMENTARY SCHOOL,20.4%
3000,SUMMIT RE-1,8993,UPPER BLUE ELEMENTARY SCHOOL,22.3%
3010,CRIPPLE CREEK-VICTOR RE-1,2024,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,45.6%
3010,CRIPPLE CREEK-VICTOR RE-1,9080,CRESSON ELEMENTARY SCHOOL,64.4%
3020,WOODLAND PARK RE-2,8379,SUMMIT ELEMENTARY SCHOOL,40.4%
3020,WOODLAND PARK RE-2,9692,GATEWAY ELEMENTARY SCHOOL,36.9%
3020,WOODLAND PARK RE-2,9694,WOODLAND PARK MIDDLE SCHOOL,29.2%
3020,WOODLAND PARK RE-2,9696,WOODLAND PARK HIGH SCHOOL,21.3%
3020,WOODLAND PARK RE-2,9698,COLUMBINE ELEMENTARY SCHOOL,25.7%
3030,AKRON R-1,0086,AKRON ELEMENTARY SCHOOL,58.8%
3030,AKRON R-1,0090,AKRON HIGH SCHOOL,33.1%
3040,ARICKAREE R-2,0304,ARICKAREE ELEMENTARY SCHOOL,43.1%
3040,ARICKAREE R-2,0308,ARICKAREE UNDIVIDED HIGH SCHOOL,35.0%
3050,OTIS R-3,6582,OTIS ELEMENTARY SCHOOL,45.2%
3050,OTIS R-3,6586,OTIS JUNIOR-SENIOR HIGH SCHOOL,35.2%
3060,LONE STAR 101,5238,LONE STAR MIDDLE SCHOOL,38.7%
3060,LONE STAR 101,5254,LONE STAR ELEMENTARY SCHOOL,40.5%
3060,LONE STAR 101,5258,LONE STAR UNDIVIDED HIGH SCHOOL,35.5%
3070,WOODLIN R-104,9700,WOODLIN ELEMENTARY SCHOOL,60.0%
3070,WOODLIN R-104,9704,WOODLIN UNDIVIDED HIGH SCHOOL,50.0%
3080,WELD COUNTY RE-1,3398,GILCREST ELEMENTARY SCHOOL,71.2%
3080,WELD COUNTY RE-1,4852,PETE MIRICH ELEMENTARY SCHOOL,65.0%
3080,WELD COUNTY RE-1,4854,NORTH VALLEY MIDDLE SCHOOL,60.8%
3080,WELD COUNTY RE-1,7056,PLATTEVILLE ELEMENTARY SCHOOL,61.0%
3080,WELD COUNTY RE-1,7058,SOUTH VALLEY MIDDLE SCHOOL,53.7%
3080,WELD COUNTY RE-1,9032,VALLEY HIGH SCHOOL,42.4%
3085,EATON RE-2,0754,BENJAMIN EATON ELEMENTARY SCHOOL,35.1%
3085,EATON RE-2,2448,EATON ELEMENTARY SCHOOL,37.6%
3085,EATON RE-2,2452,EATON MIDDLE SCHOOL,33.2%
3085,EATON RE-2,2456,EATON HIGH SCHOOL,21.2%
3085,EATON RE-2,3286,GALETON ELEMENTARY SCHOOL,47.9%
3090,KEENESBURG RE-3(J),1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,17.1%
3090,KEENESBURG RE-3(J),1446,WELD CENTRAL SENIOR HIGH SCHOOL,42.0%
3090,KEENESBURG RE-3(J),3090,LOCHBUIE ELEMENTARY SCHOOL,62.1%
3090,KEENESBURG RE-3(J),4148,HUDSON ELEMENTARY SCHOOL,69.4%
3090,KEENESBURG RE-3(J),4526,HOFF ELEMENTARY SCHOOL,42.0%
3090,KEENESBURG RE-3(J),9347,WELD CENTRAL JUNIOR HIGH SCHOOL,46.3%
3100,WINDSOR RE-4,0055,GRANDVIEW ELEMENTARY SCHOOL,19.3%
3100,WINDSOR RE-4,6750,MOUNTAIN VIEW ELEMENTARY SCHOOL,23.0%
3100,WINDSOR RE-4,7755,SEVERANCE MIDDLE SCHOOL,24.2%
3100,WINDSOR RE-4,7958,SKYVIEW ELEMENTARY SCHOOL,28.6%
3100,WINDSOR RE-4,8459,RANGE VIEW ELEMENTARY,18.4%
3100,WINDSOR RE-4,8886,TOZER ELEMENTARY SCHOOL,24.0%
3100,WINDSOR RE-4,9665,WINDSOR CHARTER ACADEMY,17.1%
3100,WINDSOR RE-4,9670,WINDSOR MIDDLE SCHOOL,22.4%
3100,WINDSOR RE-4,9672,WINDSOR HIGH SCHOOL,16.4%
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,33.2%
3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,35.3%
3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,56.2%
3110,JOHNSTOWN-MILLIKEN RE-5J,5902,MILLIKEN MIDDLE SCHOOL,41.1%
3110,JOHNSTOWN-MILLIKEN RE-5J,6963,PIONEER RIDGE ELEMENTARY SCHOOL,20.3%
3110,JOHNSTOWN-MILLIKEN RE-5J,7490,ROOSEVELT HIGH SCHOOL,32.4%
3120,GREELEY 6,0006,#N/A,100.0%
3120,GREELEY 6,0052,HEIMAN ELEMENTARY SCHOOL,54.9%
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,46.1%
3120,GREELEY 6,0054,ROMERO ELEMENTARY SCHOOL,88.4%
3120,GREELEY 6,0988,BRENTWOOD MIDDLE SCHOOL,74.7%
3120,GREELEY 6,1384,CENTENNIAL ELEMENTARY SCHOOL,93.6%
3120,GREELEY 6,1500,CHAPPELOW K-8 MAGNET SCHOOL,45.5%
3120,GREELEY 6,1875,FRONTIER CHARTER ACADEMY,15.7%
3120,GREELEY 6,2222,DOS RIOS ELEMENTARY SCHOOL,81.4%
3120,GREELEY 6,2414,EAST MEMORIAL ELEMENTARY SCHOOL,93.0%
3120,GREELEY 6,2850,UNIVERSITY SCHOOLS,22.1%
3120,GREELEY 6,3162,FRANKLIN MIDDLE SCHOOL,85.0%
3120,GREELEY 6,3610,GREELEY CENTRAL HIGH SCHOOL,57.4%
3120,GREELEY 6,3614,GREELEY WEST HIGH SCHOOL,48.4%
3120,GREELEY 6,3880,HEATH MIDDLE SCHOOL,67.8%
3120,GREELEY 6,4356,JACKSON ELEMENTARY SCHOOL,85.7%
3120,GREELEY 6,4425,JEFFERSON HIGH SCHOOL,63.3%
3120,GREELEY 6,4438,JOHN EVANS MIDDLE SCHOOL,85.1%
3120,GREELEY 6,5412,MADISON ELEMENTARY SCHOOL,92.7%
3120,GREELEY 6,5620,MAPLEWOOD ELEMENTARY SCHOOL,92.0%
3120,GREELEY 6,5660,MCAULIFFE ELEMENTARY SCHOOL,29.0%
3120,GREELEY 6,5752,MEEKER ELEMENTARY SCHOOL,61.7%
3120,GREELEY 6,5985,MONFORT ELEMENTARY SCHOOL,36.1%
3120,GREELEY 6,6364,NORTHRIDGE HIGH SCHOOL,60.0%
3120,GREELEY 6,6774,MARTINEZ ELEMENTARY SCHOOL,97.3%
3120,GREELEY 6,7700,SCOTT ELEMENTARY SCHOOL,72.1%
3120,GREELEY 6,7814,SHAWSHEEN ELEMENTARY SCHOOL,67.4%
3120,GREELEY 6,8965,UNION COLONY PREPARATORY SCHOOL,20.8%
3130,PLATTE VALLEY RE-7,4670,PLATTE VALLEY HIGH SCHOOL,36.2%
3130,PLATTE VALLEY RE-7,7052,PLATTE VALLEY ELEMENTARY SCHOOL,51.4%
3130,PLATTE VALLEY RE-7,7054,PLATTE VALLEY MIDDLE SCHOOL,44.9%
3140,WELD COUNTY S/D RE-8,3066,FORT LUPTON MIDDLE SCHOOL,67.1%
3140,WELD COUNTY S/D RE-8,3070,FORT LUPTON HIGH SCHOOL,58.1%
3140,WELD COUNTY S/D RE-8,5050,LEO WILLIAM BUTLER ELEMENTARY SCHOOL,66.8%
3140,WELD COUNTY S/D RE-8,8930,TWOMBLY ELEMENTARY SCHOOL,70.3%
3145,AULT-HIGHLAND RE-9,3958,HIGHLAND ELEMENTARY SCHOOL,58.6%
3145,AULT-HIGHLAND RE-9,3961,HIGHLAND MIDDLE SCHOOL,52.0%
3145,AULT-HIGHLAND RE-9,3962,HIGHLAND HIGH SCHOOL,42.5%
3146,BRIGGSDALE RE-10,1008,BRIGGSDALE ELEMENTARY SCHOOL,47.6%
3146,BRIGGSDALE RE-10,1012,BRIGGSDALE UNDIVIDED HIGH SCHOOL,50.6%
3147,PRAIRIE RE-11,7154,PRAIRIE ELEMENTARY SCHOOL,29.4%
3147,PRAIRIE RE-11,7156,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,32.1%
3148,PAWNEE RE-12,3672,PAWNEE ELEMENTARY SCHOOL,32.4%
3148,PAWNEE RE-12,6812,PAWNEE JUNIOR-SENIOR HIGH SCHOOL,17.1%
3200,YUMA 1,9791,YUMA MIDDLE SCHOOL,49.6%
3200,YUMA 1,9795,KENNETH P MORRIS ELEMENTARY SCHOOL,64.8%
3200,YUMA 1,9799,YUMA HIGH SCHOOL,38.6%
3210,WRAY RD-2,9725,WRAY ELEMENTARY SCHOOL,57.0%
3210,WRAY RD-2,9729,BUCHANAN MIDDLE SCHOOL,63.0%
3210,WRAY RD-2,9733,WRAY HIGH SCHOOL,47.7%
3220,IDALIA RJ-3,4227,IDALIA ELEMENTARY SCHOOL,63.8%
3220,IDALIA RJ-3,4231,IDALIA JUNIOR-SENIOR HIGH SCHOOL,48.0%
3230,LIBERTY J-4,5119,LIBERTY ELEMENTARY SCHOOL,39.0%
3230,LIBERTY J-4,5123,LIBERTY JUNIOR-SENIOR HIGH SCHOOL,47.4%
8001,CHARTER SCHOOL INSTITUTE,0075,ANIMAS HIGH SCHOOL,10.9%
8001,CHARTER SCHOOL INSTITUTE,0653,STONE CREEK SCHOOL,12.4%
8001,CHARTER SCHOOL INSTITUTE,0654,THE PINNACLE CHARTER SCHOOL ELEMENTARY,51.5%
8001,CHARTER SCHOOL INSTITUTE,0655,HIGH POINT ACADEMY,41.6%
8001,CHARTER SCHOOL INSTITUTE,0657,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,31.7%
8001,CHARTER SCHOOL INSTITUTE,1279,CAPROCK ACADEMY,22.4%
8001,CHARTER SCHOOL INSTITUTE,1376,SCHOLARS TO LEADERS ACADEMY,45.7%
8001,CHARTER SCHOOL INSTITUTE,1791,COLORADO SPRINGS CHARTER ACADEMY,31.6%
8001,CHARTER SCHOOL INSTITUTE,1795,COLORADO SPRINGS EARLY COLLEGES,31.9%
8001,CHARTER SCHOOL INSTITUTE,1877,COLORADO PROVOST ACADEMY,28.3%
8001,CHARTER SCHOOL INSTITUTE,1901,COLORADO CALVERT ACADEMY,19.8%
8001,CHARTER SCHOOL INSTITUTE,2837,EARLY COLLEGE HIGH SCHOOL AT ARVADA,38.7%
8001,CHARTER SCHOOL INSTITUTE,3475,GOAL ACADEMY,34.9%
8001,CHARTER SCHOOL INSTITUTE,6913,THE PINNACLE CHARTER SCHOOL MIDDLE,50.6%
8001,CHARTER SCHOOL INSTITUTE,6914,THE PINNACLE CHARTER SCHOOL HIGH,49.6%
8001,CHARTER SCHOOL INSTITUTE,7278,RICARDO FLORES MAGON ACADEMY,88.5%
8001,CHARTER SCHOOL INSTITUTE,7512,ROSS MONTESSORI SCHOOL,16.6%
8001,CHARTER SCHOOL INSTITUTE,8825,THOMAS MACLAREN STATE CHARTER SCHOOL,30.4%
8001,CHARTER SCHOOL INSTITUTE,8929,PIKES PEAK PREP,63.8%
8001,CHARTER SCHOOL INSTITUTE,9051,THE VANGUARD SCHOOL (MIDDLE),25.9%
8001,CHARTER SCHOOL INSTITUTE,9057,THE VANGUARD SCHOOL (HIGH),20.7%
8001,CHARTER SCHOOL INSTITUTE,,INSTITUTE TOTALS,38.5%
9030,MOUNTAIN BOCES,6134,YAMPAH MOUNTAIN SCHOOL,0.0%
9030,MOUNTAIN BOCES,6136,MOUNTAIN BOCES DAY TREATMENT CENTER,0.0%
9030,MOUNTAIN BOCES,9797,YAMPAH TEEN PARENT PROGRAM,0.0%
9030,MOUNTAIN BOCES,,BOCES TOTALS,0.0%
9130,EXPEDITIONARY BOCES,2840,EXPEDITIONARY LEARNING SCHOOL,0.0%
9130,EXPEDITIONARY BOCES,,BOCES TOTALS,0.0%
,,,COLORADO DETENTION CENTERS,23.8%
,,,STATE TOTAL,40.3%
