Organization Code,School Code,Phone,School Name,Physical Address,Physical City,Physical State,Physical Zipcode
1420,8432,3039820891,Swanson Elementary School,6055 West 68th Avenue,Arvada,CO,80003
2570,8452,7193848103,Swink Elementary School,610 Columbia Street,Swink,CO,81077
2570,8456,7193848103,Swink Junior-Senior High School,610 Columbia Street,Swink,CO,81077
1010,8457,7193286900,Jack Swigert Aerospace Academy,4220 East Pikes Peak Ave,Colorado Springs,CO,80909
1420,8458,3039825928,John And Karen Litz Preschool,13950 West 20th Avenue,Golden,CO,80401
3100,8459,9706746000,Range View Elementary,700 Ponderosa Drive,Severance,CO,80550
1550,8460,9704886725,Tavelli Elementary School,1118 Miramount Drive,Fort Collins,CO,80524
2000,8462,9702544870,Taylor Elementary School,689 Brentwood Dr,Palisade,CO,81526
1010,8466,7193283500,Taylor Elementary School,900 East Buena Ventura Street,Colorado Springs,CO,80907
2055,8500,9708827277,Teddy Bear Preschool,1550 Hillside Avenue,Dolores,CO,81323
0880,8776,7204243560,Teller Elementary School,1150 Garfield Street,Denver,CO,80206
1040,8779,7194886294,Tca College Pathways,12201 Cross Peak View,Colorado Springs,CO,80921
2830,8786,9707286615,Telluride Elementary School,447 West Columbia,Telluride,CO,81435
2830,8790,9703694719,Telluride Middle School,721 West Colorado Avenue,Telluride,CO,81435
1110,8791,7194916983,Vista Ridge High School,6888 Black Forest Road,Colorado Springs,CO,80922
1420,8793,3032711977,Two Roads Charter School,10399 West 44th Ave,Wheat Ridge,CO,80033
2830,8794,9707284377,Telluride High School,725 West Colorado Avenue,Telluride,CO,81435
0070,8798,3034294090,Tennyson Knolls Elementary School,6330 Tennyson Street,Arvada,CO,80003
1510,8804,7194866920,Pitts Elementary School,315 West 6th Street,Leadville,CO,80461
2700,8810,7195420224,The Connect Charter School,104 West 7th,Pueblo,CO,81003
1040,8813,7192345400,The Da Vinci Academy School,1335 Bridle Oak Lane,Colorado Springs,CO,80921
0040,8820,7206855350,Turnberry Elementary,13069 East 106th Place,Commerce City,CO,80022
0880,8822,7204237000,Thomas Jefferson High School,3950 South Holly Street,Denver,CO,80237
1560,8824,9706137900,Thompson Valley High School,1669 Eagle Drive,Loveland,CO,80537
8001,8825,7193134488,Thomas Maclaren State Charter School,303 Austin Bluffs Parkway,Colorado Springs,CO,80918
2395,8832,9708425139,Thomson Primary School,422 Ray Street,Brush,CO,80723
1420,8834,3039829933,Thomson Elementary School,7750 Harlan Street,Arvada,CO,80003
0020,8842,7209725660,Thornton Elementary School,900 Eppinger Boulevard,Thornton,CO,80229
2000,8846,9702545870,Thunder Mountain Elementary School,3063 F1/2 Road,Grand Junction,CO,81504
0900,8847,3033872000,Thunderridge High School,1991 Wildcat Reserve Parkway,Highlands Ranch,CO,80129
0130,8848,7208861500,Thunder Ridge Middle School,5250 South Picadilly Street,Aurora,CO,80015
0130,8850,7208863200,Timberline Elementary School,5500 South Killarney Street,Centennial,CO,80015
1040,8851,7192343600,Timberview Middle School,8680 Scarborough Drive,Colorado Springs,CO,80920
1550,8852,9704886825,Timnath Elementary School,3909 Main Street,Timnath,CO,80547
0900,8853,3033875700,Timber Trail Elementary School,690 West Castle Pines Parkway,Castle Rock,CO,80108
1560,8855,9706135132,Thompson Online,2890 North Monroe Avenue,Loveland,CO,80538
0180,8858,3036960944,Tollgate Elementary School,701 South Kalispell Way,Aurora,CO,80017
2000,8876,9702547070,Tope Elementary School,2220 N 7th St,Grand Junction,CO,81501
3100,8886,9706868400,Tozer Elementary School,501 Oak Street,Windsor,CO,80550
0130,8887,7208868500,Trails West Elementary School,5400 South Waco Street,Centennial,CO,80015
0880,8888,7204243480,Traylor Elementary School,2900 South Ivan Way,Denver,CO,80227
0900,8897,3033876250,Trailblazer Elementary School,9760 South Hackberry,Highlands Ranch,CO,80126
1010,8902,7193286300,Trailblazer Elementary School,2015 Wickes Road,Colorado Springs,CO,80919
0470,8903,7204943820,Trail Ridge Middle School,1000 Button Rock Drive,Longmont,CO,80501
1580,8906,7198462971,Trinidad High School,816 West Street,Trinidad,CO,81082
0880,8909,7204239800,Trevista Ece-8 At Horace Mann,4130 Navajo Street,Denver,CO,80211
1560,8918,9706136900,Truscott Elementary School,211 West 6th Street,Loveland,CO,80537
0980,8923,7195792195,Turman Elementary School,3245 Springnite Drive,Colorado Springs,CO,80916
1560,8925,9706137400,Turner Middle School,950 Massachusetts Avenue,Berthoud,CO,80513
0470,8927,3037727286,Twin Peaks Charter Academy,340 South Sunset Street,Longmont,CO,80501
8001,8929,7195707575,Pikes Peak Prep,525 East Costilla Street,Colorado Springs,CO,80903
3140,8930,3038577400,Twombly Elementary School,1600 Ninth Street,Fort Lupton,CO,80621
2730,8960,7196574030,Underwood Elementary School,10th & Oak,Del Norte,CO,81132
3120,8965,9703482800,Union Colony Preparatory School,2000 Clubhouse Drive,Greeley,CO,80634
0880,8970,7204243410,University Park Elementary School,2300 South St Paul Street,Denver,CO,80210
0480,8978,7205615416,University Hill Elementary School,956  16th Street,Boulder,CO,80302
3000,8993,9703681899,Upper Blue Elementary School,1200 Airport Road,Breckenridge,CO,80424
1420,9008,3039824044,Ute Meadows Elementary School,11050 West Meadows Drive,Littleton,CO,80127
1030,9010,7196852227,Ute Pass Elementary School,9230 Chipita Park Road,Chipita Park,CO,80809
3080,9032,9707372494,Valley High School,1001 Birch Street,Gilcrest,CO,80623
0010,9036,3038531560,Valley View K-8,660 West 70th Avenue,Denver,CO,80221
0880,9050,7204243250,Valverde Elementary School,2030 West Alameda Avenue,Denver,CO,80223
8001,9051,7194711999,The Vanguard School (Middle),1832 South Wahsatch,Colorado Springs,CO,80906
1420,9052,3039821080,Van Arsdale Elementary School,7535 Alkire Street,Arvada,CO,80005
1560,9055,9706137000,Van Buren Elementary School,1811 West 15th Street,Loveland,CO,80538
0180,9056,3036912384,Vanguard Classical School,801 Yosemite Street,Denver,CO,80230
8001,9057,7194711999,The Vanguard School (High),1832 South Wahsatch,Colorado Springs,CO,80906
1420,9058,3039822744,Vanderhoof Elementary School,5875 Routt Court,Arvada,CO,80004
0180,9059,3037523772,Vassar Elementary School,18101 East Vassar Ave,Aurora,CO,80013
0180,9060,3033668430,Vaughn Elementary School,1155 Vaughn St,Aurora,CO,80011
0910,9061,9703282832,Vail Ski And Snowboard Academy (Ussa),948 Chambers Avenue,Eagle,CO,81631
3010,9080,7196899230,Cresson Elementary School,412 North C Street,Cripple Creek,CO,80813
0180,9083,3033400859,Vista Peak P-8 Exploratory,24551 East 1st Avenue,Aurora,CO,80018
0260,9085,7195234952,V.I.L.A.S. Online School,202 Collingwood,Vilas,CO,81087
0260,9090,7195236738,Vilas Elementary School,202 Collingwood,Vilas,CO,81087
0260,9100,7195236738,Vilas Undivided High School,202 Collingwood,Vilas,CO,81087
0130,9108,7207472000,Village East Community Elementary School,1433 South Oakland Street,Aurora,CO,80012
0180,9125,3033400859,Vista Peak 9-12 Preparatory,24551 East 1st Avenue,Aurora,CO,80018
2700,9130,7199483331,Vineland Elementary School,35777 Iris Road,Pueblo,CO,81006
2700,9134,7199483336,Vineland Middle School,1132 Lane 36,Pueblo,CO,81006
0180,9140,3033669594,Virginia Court Elementary School,395 South Troy St,Aurora,CO,80012
0870,9146,9708744438,North Fork Vision School,7655 2075,Delta,CO,81416
2180,9149,9702494470,Vista Charter School,932 North Park Avenue Building A,Montrose,CO,81401
1420,9154,3039827670,Vivian Elementary School,10500 West 25th Avenue,Lakewood,CO,80215
1460,9164,9706642636,Hi Plains Elementary School,1475 Second Ave,Vona,CO,80861
2690,9188,7195497420,W H Heaton Middle School,6 Adair Road,Pueblo,CO,81001
1410,9198,9707233300,Walden Elementary School,910 4th Street,Walden,CO,80480
0130,9200,7205543800,Walnut Hills Community Elementary School,8195 East Costilla Boulevard,Centennial,CO,80112
1390,9212,7197381610,John Mall High School,335 Pine Street,Walsenburg,CO,81089
0230,9222,7193245400,Walsh Elementary School,301 West Poplar,Walsh,CO,81090
0230,9226,7193245221,Walsh High School,300 California Street,Walsh,CO,81090
1560,9228,9706135400,Walt Clark Middle School,2605 Carlisle Drive,Loveland,CO,80537
0040,9230,3036554050,Vikan Middle School,879 Jessup Street,Brighton,CO,80601
1195,9231,9706257950,Wamsley Elementary School,225 East 30th Street,Rifle,CO,81650
1420,9232,3039820950,Warder Elementary School,7840 Carr Drive,Arvada,CO,80005
1420,9234,3039828600,Warren Occupation Technical Center,13300 West 2nd Place,Lakewood,CO,80228
1420,9245,3039829360,Warren Tech North,11325 Allendale Drive,Arvada,CO,80004
1140,9248,7192766090,Washington Elementary School,606 North 9th Street,Canon City,CO,81212
1550,9251,9704887500,Traut Core Elementary School,2515 Timberwood Drive,Fort Collins,CO,80528
1560,9260,9706135300,Harold Ferguson High School,1101 Hilltop Drive,Loveland,CO,80537
2515,9263,9704837763,Wiggins Middle School,410 Chapman Street,Wiggins,CO,80654
2530,9264,7192547681,Washington Primary School,709 South 11 Street,Rocky Ford,CO,81067
2660,9268,7193367764,Washington Elementary School,510 South 9th Street,Lamar,CO,81052
0990,9294,7193913255,Watson Junior High School,136 Fontaine Boulevard,Colorado Springs,CO,80911
1010,9298,7193282000,Wasson High School,2115 Afton Way,Colorado Springs,CO,80909
1420,9299,3039829070,Wayne Carle Middle School,10200 W 100th Avenue,Westminster,CO,80021
1420,9328,3039821012,Weber Elementary School,8725 West 81st Place,Arvada,CO,80005
1550,9330,9704887800,Webber Middle School,4201 Seneca Street,Fort Collins,CO,80526
0990,9334,7193913435,Webster Elementary School,445 Jersey Lane,Colorado Springs,CO,80911
0880,9336,3039629880,West Denver Prep - Highland Campus,2417 West 29th Ave,Denver,CO,80211
1420,9342,3039827342,Welchester Elementary School,13000 West 10th Avenue,Golden,CO,80401
3090,9347,3035362700,Weld Central Junior High School,4977 Weld County Road 59,Keenesburg,CO,80643
2505,9352,9706452411,Weldon Valley Elementary School,911 North Avenue,Weldona,CO,80653
2505,9356,9706452411,Weldon Valley Junior High School,911 North Avenue,Weldona,CO,80653
2505,9360,9706452411,Weldon Valley High School,911 North Avenue,Weldona,CO,80653
1550,9370,9704888600,Eyestone Elementary School,4000 Wilson Avenue,Wellington,CO,80549
1550,9374,9704886600,Wellington Middle School,4001 Wilson Avenue,Wellington,CO,80549
1550,9380,9704885550,Werner Elementary School,5400 Mail Creek Lane,Fort Collins,CO,80525
0880,9389,7204248199,West Denver Prep: Harvey Park Campus,2250 South Quitman Way,Denver,CO,80219
0880,9390,3035732017,West Denver Prep - Lake Campus,1820 Lowell Blvd,Denver,CO,80204
0180,9396,3033662671,Aurora West College Preparatory Academy,10100 East 13th Ave,Aurora,CO,80010
1010,9404,7193283900,West Intergenerational Center,1920 West Pikes Peak Avenue,Colorado Springs,CO,80904
2000,9406,9702545090,West Middle School,123 W Orchard Ave,Grand Junction,CO,81505
0880,9408,7204235300,West High School,951 Elati Street,Denver,CO,80204
1420,9412,3039829130,Westgate Elementary School,8550 West Vassar Drive,Lakewood,CO,80227
1340,9416,9707243656,West Grand Elementary School,715 Kinsey Avenue,Kremmling,CO,80459
1340,9420,9707243425,West Grand High School,208 12th Street,Kremmling,CO,80459
1340,9422,9707243489,West Grand Middle School,715 Kinsey Avenue,Kremmling,CO,80459
1420,9424,3039822975,West Jefferson Elementary School,26501 Barkley Road,Conifer,CO,80433
0880,9425,7204243160,Westerly Creek Elementary,8800 East 28th Avenue,Denver,CO,80238
0040,9426,7206855300,West Ridge Elementary,13102 Monaco Street,Thornton,CO,80602
1420,9427,3039823694,Woodrow Wilson Charter Academy,8300 W 94th Avenue,Westminster,CO,80021
1420,9428,3039829056,West Jefferson Middle School,9449 South Barnes Street,Conifer,CO,80433
1420,9429,3039825649,West Woods Elementary School,16650 West 72nd Avenue,Arvada,CO,80007
0470,9430,3037723134,Westview Middle School,1651 Airport Road,Longmont,CO,80503
0020,9431,3034250967,Westgate Charter,11700 Irma Drive,Northglenn,CO,80233
1420,9432,3039826382,Dennison Elementary School,401 Independence Street,Lakewood,CO,80226
2000,9434,9702546370,Scenic Elementary School,451 West Scenic Dr,Grand Junction,CO,81503
0020,9444,7209725200,Westlake Middle School,2800 West 135th Avenue,Broomfield,CO,80020
1010,9445,7193284900,West Elementary School,25 North 20th Street,Colorado Springs,CO,80904
0070,9462,3034282494,Westminster Elementary School,7482 Irving Street,Westminster,CO,80030
0070,9466,3034289541,Westminster High School,4276 West 68th Avenue,Westminster,CO,80030
1510,9486,7194866890,Westpark Elementary School,130 West 12th Street,Leadville,CO,80461
1420,9490,3039823975,Westridge Elementary School,10785 West Alamo Place,Littleton,CO,80127
0020,9494,7209725680,Westview Elementary School,1300 Roseanna Drive,Northglenn,CO,80234
0880,9496,7204248990,Castro Elementary School,845 South Lowell Boulevard,Denver,CO,80219
1420,9506,3039822833,Wheat Ridge Middle School,7101 West 38th Avenue,Wheat Ridge,CO,80033
1420,9510,3039827695,Wheat Ridge High School,9505 West 32nd Avenue,Wheat Ridge,CO,80033
0180,9514,3033448670,Wheeling Elementary School,472 South Wheeling St,Aurora,CO,80012
0480,9544,7205615431,Whittier Elementary School,2008 Pine Street,Boulder,CO,80302
0880,9548,7204243040,Whittier K-8 School,2480 Downing Street,Denver,CO,80205
0990,9560,7193913121,Discovery High School,701 Widefield Drive,Colorado Springs,CO,80911
0990,9562,7193913335,Widefield Elementary School,509 Widefield Drive,Colorado Springs,CO,80911
0990,9566,7193913200,Widefield High School,615 Widefield Drive,Colorado Springs,CO,80911
2515,9576,9704837784,Wiggins Elementary School,415 Main Street,Wiggins,CO,80654
2515,9582,9704837763,Wiggins High School,320 Chapman Street,Wiggins,CO,80654
0900,9592,3033876925,Wildcat Mountain Elementary School,6585 Lionshead Parkway,Littleton,CO,80124
0140,9600,3033474750,Wilder Elementary School,4300 West Ponds Circle,Littleton,CO,80123
0980,9602,7195792115,Wildflower Elementary School,1160 Keith Drive,Colorado Springs,CO,80916
2680,9604,7198294806,Wiley Elementary School,510 Ward Street,Wiley,CO,81092
2680,9608,7198294806,Wiley Junior-Senior High School,510 Ward Street,Wiley,CO,81092
1000,9610,0,Weikel Elementary School,6565 Lindstrom Street,Colorado Springs,CO,80902
1010,9618,7193283300,Rogers Elementary School,110 South Circle Drive,Colorado Springs,CO,80910
0120,9620,3037611496,Wm E Bishop Elementary School,3100 South Elati Street,Englewood,CO,80110
0880,9623,7204242640,William (Bill) Roberts K-8 School,2100 Akron Way,Denver,CO,80238
0130,9624,7205543900,Willow Creek Elementary School,7855 South Willow Way,Centennial,CO,80112
1420,9638,3039822890,Wilmore Davis Elementary School,7975 West 41st Avenue,Wheat Ridge,CO,80033
1420,9648,3039825370,Wilmot Elementary School,5124 South Hatch Drive,Evergreen,CO,80439
0990,9656,7199313050,Wilson Preschool,930 Leta Drive,Security,CO,80911
1010,9660,7193287800,Wilson Elementary School,1409 De Reamer Circle,Colorado Springs,CO,80915
3100,9665,9706745020,Windsor Charter Academy,680 Academy Court,Windsor,CO,80550
3100,9670,9706868200,Windsor Middle School,900 Main Street,Windsor,CO,80550
3100,9672,9706868100,Windsor High School,1100 West Main Street,Windsor,CO,80550
2000,9673,9702544960,Wingate Elementary School,351 South Camp Road,Grand Junction,CO,81503
1560,9674,9706137100,Winona Elementary School,201 South Boise Avenue,Loveland,CO,80537
1420,9678,3039823380,Witt Elementary School,10255 West 104th Drive,Westminster,CO,80021
0020,9682,7209725700,Woodglen Elementary School,11717 Madison Street,Thornton,CO,80233
3020,9692,7196862051,Gateway Elementary School,101 North Baldwin,Woodland Park,CO,80866
3020,9694,7196862200,Woodland Park Middle School,600 E Kelleys Road,Woodland Park,CO,80866
3020,9696,7196862067,Woodland Park High School,151 North Baldwin,Woodland Park,CO,80866
3020,9698,7196862300,Columbine Elementary School,175 Kelleys Road,Woodland Park,CO,80866
3070,9700,9703862223,Woodlin Elementary School,15400 Co Road L,Woodrow,CO,80757
3070,9704,9703862223,Woodlin Undivided High School,15400 Co Road L,Woodrow,CO,80757
1110,9706,7194952256,Woodmen Hills Elementary School,8308 Del Rio Road,Falcon,CO,80831
1040,9714,7192345300,Woodmen-Roberts Elementary School,8365 Orchard Path Road,Colorado Springs,CO,80919
3210,9725,9703324347,Wray Elementary School,30204 County Road 35,Wray,CO,80758
3210,9729,9703324723,Buchanan Middle School,620 West 7th,Wray,CO,80758
3210,9733,9703325758,Wray High School,30074 County Road 35,Wray,CO,80758
0880,9739,3032925515,Wyatt-Edison Charter Elementary School,3620 Franklin Street,Denver,CO,80205
0180,9756,3037517470,Yale Elementary School,16001 East Yale Ave,Aurora,CO,80013
2770,9757,9708713196,Yampa Valley School,325 7th Street,Steamboat Springs,CO,80487
2690,9785,7195461740,Youth & Family Academy Charter,1920 Valley Drive,Pueblo,CO,81008
3200,9791,9708482000,Yuma Middle School,500 South Elm,Yuma,CO,80759
3200,9795,9708485738,Kenneth P Morris Elementary School,416 South Elm Street,Yuma,CO,80759
9030,9797,9709459463,Yampah Teen Parent Program,695 Red Mountain Drive,Glenwood Springs,CO,81601
3200,9799,9708485488,Yuma High School,1000 South Albany,Yuma,CO,80759
1420,9800,3039821075,Zerger Elementary School,9050 Field Street,Westminster,CO,80021
