SchoolName,DistrictNumber,DistrictName,EMH,EMH_combined,SchoolNumber,AEC_10,CharterorOnline,LowestGrade,HighestGrade,INITIAL_PlanType,FINAL_PlanType,Notes,EMH_2lvl,LT100pnts,School_Grade,rank_tot,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,SPF_PS_IND_GRAD_RATE
SIERRA HIGH SCHOOL,0980,HARRISON 2,H,,7882,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,277,5,5,5,6,5,5,5,4,6,79.9
EDITH WOLFORD ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,2524,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,278,9,9,9,9,9,9,9,9,8,
COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,1160,COTOPAXI RE-3,M,,3228,0,,6th Grade,12th Grade,Performance Plan,Performance Plan,,1,0,9,278,7,9,6,9,7,9,12,5,12,
BENJAMIN EATON ELEMENTARY SCHOOL,3085,EATON RE-2,E,,0754,0,,3rd Grade,5th Grade,Performance Plan,Performance Plan,,1,0,9,278,9,9,9,9,9,9,9,8,10,
ELIZABETH MIDDLE SCHOOL,0920,ELIZABETH C-1,M,,2604,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,9,278,9,9,7,9,9,9,10,7,9,
MOUNT CARBON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6135,0,,Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,9,278,9,9,9,9,9,8,7,9,6,
KIT CARSON ELEMENTARY SCHOOL,0510,KIT CARSON R-1,E,,4738,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,278,11,10,12,9,12,8,6,9,6,
SKYVIEW ACADEMY HIGH SCHOOL,0010,MAPLETON 1,H,,0309,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,278,5,5,5,5,5,9,7,10,7,62
PIKES PEAK PREP,8001,CHARTER SCHOOL INSTITUTE,H,EMH,8929,0,Charter,Kindergarten,12th Grade,Improvement Plan,Improvement Plan,"Ratings combined across grade levels at district request, denied request to reconsider",2,0,5,279,6,7,6,6,7,9,8,10,9,
LAMAR HIGH SCHOOL,2660,LAMAR RE-2,H,,4960,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,280,6,6,6,6,6,6,5,6,6,84
MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS,0010,MAPLETON 1,H,MH,0187,0,,7th Grade,12th Grade,Improvement Plan,Improvement Plan,Ratings combined across grade levels at district request,2,0,5,281,5,6,6,5,5,11,11,11,8,60.5
ROOSEVELT HIGH SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,H,,7490,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,282,6,5,7,6,6,5,5,6,4,77.4
VALLEY HIGH SCHOOL,3080,WELD COUNTY RE-1,H,,9032,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,283,6,6,6,6,6,3,6,2,5,79.9
SOUTH HIGH SCHOOL,0880,DENVER COUNTY 1,H,,8086,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,284,3,3,5,5,3,9,9,7,8,67.4
WILMOT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9648,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,284,12,11,11,12,12,6,7,6,6,
ABRAHAM LINCOLN HIGH SCHOOL,0880,DENVER COUNTY 1,H,,0010,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,285,3,3,5,3,2,7,7,6,7,65.9
MORTENSEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6133,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,9,285,7,7,7,7,9,9,7,9,6,
SHEPARDSON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7834,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,285,9,9,9,9,9,9,10,7,9,
MONTEZUMA-CORTEZ HIGH SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,H,,6026,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,286,6,6,6,6,6,6,5,6,6,62.7
FRONTIER ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,3238,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,287,8,6,9,7,6,9,9,9,6,
HUNTERS GLEN ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,2580,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,287,9,8,10,9,9,6,6,9,6,
ENGLEWOOD HIGH SCHOOL,0120,ENGLEWOOD 1,H,,2746,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,4,287,4,4,5,5,4,5,1,6,5,78.6
WILLIAM SMITH HIGH SCHOOL,0180,ADAMS-ARAPAHOE 28J,H,,8356,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,288,6,6,6,5,6,6,5,9,3,16.3
DALTON ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,2095,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,289,6,6,7,6,6,10,12,8,11,
LOUISVILLE ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,5302,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,289,12,12,11,10,12,6,6,6,5,
HALLETT FUNDAMENTAL ACADEMY,0880,DENVER COUNTY 1,E,,4782,0,,Pre-Kindergarten,5th Grade,Performance Plan,Improvement Plan,Deferred to district rating,1,0,9,289,5,5,6,4,1,12,9,12,10,
MAMMOTH HEIGHTS ELEMENTARY,0900,DOUGLAS COUNTY RE 1,E,,2952,0,,Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,9,289,9,9,10,9,9,8,8,9,6,
NORTHRIDGE HIGH SCHOOL,3120,GREELEY 6,H,,6364,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,289,5,5,5,5,5,5,5,6,3,68.3
ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,2530,ROCKY FORD R-2,H,,7442,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,289,5,5,5,5,6,6,7,4,6,65.8
SMITH HIGH SCHOOL,1828,VALLEY RE-1,H,,0202,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,291,5,5,3,5,5,7,9,7,5,31.3
DE BEQUE UNDIVIDED HIGH SCHOOL,1980,DE BEQUE 49JT,H,MH,2126,0,,7th Grade,12th Grade,Improvement Plan,Improvement Plan,Ratings combined across grade levels at district request,2,0,5,292,6,6,6,6,6,7,12,6,4,61.1
HINKLEY HIGH SCHOOL,0180,ADAMS-ARAPAHOE 28J,H,,4024,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,293,5,5,6,5,5,6,6,7,8,62.3
ASPEN COMMUNITY CHARTER SCHOOL,2640,ASPEN 1,E,,0042,0,Charter,Pre-Kindergarten,8th Grade,Performance Plan,Performance Plan,,1,0,9,293,8,10,9,7,6,6,3,9,6,
HORIZONS K-8 SCHOOL,0480,BOULDER VALLEY RE 2,M,,6642,0,Charter,Kindergarten,8th Grade,Performance Plan,Performance Plan,,1,0,9,293,12,13,9,12,12,7,9,6,9,
INDIAN RIDGE ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,4280,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,293,10,9,11,9,12,9,9,9,8,
ARROWWOOD ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,0354,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,9,293,9,9,9,7,8,8,10,7,6,
STONY CREEK ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8280,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,9,293,9,9,8,9,7,9,8,9,8,
BASALT MIDDLE SCHOOL,1180,ROARING FORK RE-1,E,EM,0561,0,,5th Grade,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,9,293,6,6,7,6,6,12,9,13,10,
BASALT MIDDLE SCHOOL,1180,ROARING FORK RE-1,M,EM,0561,0,,5th Grade,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,9,293,6,6,5,6,6,12,12,10,13,
BERTHOUD ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,,0808,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,293,12,11,12,11,12,8,9,6,8,
EAST HIGH SCHOOL,2690,PUEBLO CITY 60,H,,2394,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,294,6,6,6,6,5,3,6,2,3,79
GATEWAY HIGH SCHOOL,0180,ADAMS-ARAPAHOE 28J,H,,3354,0,,9th Grade,12th Grade,Improvement Plan,Improvement Plan,,2,0,5,295,5,5,6,5,5,6,6,6,6,60.4
MONTE VISTA ON-LINE ACADEMY,2740,MONTE VISTA C-8,H,MH,6520,0,Online,6th Grade,12th Grade,Priority Improvement Plan,Improvement Plan,"Ratings combined across grade levels at district request, approved request to reconsider (CDE initial rating error)",2,0,4,296,5,5,5,5,6,6,10,3,6,50
MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535,MANZANOLA 3J,H,,5506,0,,7th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,5,297,5,5,5,5,4,5,5,5,5,78.7
COLORADO VIRTUAL ACADEMY (COVA),0020,ADAMS 12 FIVE STAR SCHOOLS,H,,1752,0,Charter & Online,Kindergarten,12th Grade,Turnaround Plan,Priority Improvement Plan,Approved request to reconsider,2,0,4,298,5,5,5,5,5,5,5,5,6,0
RANGELY JUNIOR/SENIOR HIGH SCHOOL,2720,RANGELY RE-4,H,,7276,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,5,298,6,6,6,6,6,3,1,5,2,78.6
RIDGE VIEW ACADEMY CHARTER SCHOOL,0880,DENVER COUNTY 1,H,,0040,1,Charter,9th Grade,12th Grade,Alternative Ed. Campus,Performance Plan,Deferred to district rating,2,0,5,300,2,3,3,3,3,9,7,9,10,9.8
ONLINE HIGH SCHOOL,0880,DENVER COUNTY 1,H,,6509,0,Online,9th Grade,12th Grade,Priority Improvement Plan,Turnaround Plan,Deferred to district rating,2,0,5,301,6,6,4,6,6,5,7,4,3,36.6
OAK CREEK ELEMENTARY SCHOOL,0980,HARRISON 2,E,,6460,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,301,6,6,6,6,6,10,7,12,9,
SILVERHEELS MIDDLE SCHOOL,2610,PARK COUNTY RE-2,M,,7891,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,9,301,9,9,8,8,9,8,6,9,6,
PUEBLO COUNTY HIGH SCHOOL,2700,PUEBLO COUNTY 70,H,,7208,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,5,301,6,6,6,6,6,2,4,2,3,75.2
PEAK TO PEAK CHARTER SCHOOL,0480,BOULDER VALLEY RE 2,E,,6816,0,Charter,Kindergarten,12th Grade,Performance Plan,Performance Plan,,1,0,9,303,11,11,11,9,12,7,9,6,6,
YOUTH & FAMILY ACADEMY CHARTER,2690,PUEBLO CITY 60,H,,9785,1,Charter,7th Grade,12th Grade,Alternative Ed. Campus,Priority Improvement Plan,Deferred to district rating,2,0,5,303,3,3,5,3,2,9,7,11,7,28.9
FALCON CREEK MIDDLE SCHOOL,0130,CHERRY CREEK 5,M,,2897,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,9,304,8,9,6,10,8,9,10,5,11,
COMMUNITY PREP CHARTER SCHOOL,1010,COLORADO SPRINGS 11,H,,1885,1,Charter,9th Grade,12th Grade,Alternative Ed. Campus,Improvement Plan,,2,0,5,304,3,5,3,3,3,7,7,5,12,32.4
LEGACY ACADEMY,0920,ELIZABETH C-1,M,,2572,0,Charter,Kindergarten,8th Grade,Performance Plan,Performance Plan,,1,0,9,304,8,7,7,9,7,9,7,8,10,
THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1110,FALCON 49,E,,4251,0,Charter,Kindergarten,7th Grade,Performance Plan,Performance Plan,,1,0,9,304,9,9,9,8,7,7,8,6,9,
POWDERHORN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7128,0,,Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,9,304,9,9,9,10,9,9,9,9,6,
O'DEA ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,6476,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,304,7,8,8,6,8,9,9,9,6,
CEDAR RIDGE ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,1377,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,304,9,8,9,8,7,9,7,9,7,
FORT MORGAN HIGH SCHOOL,2405,FORT MORGAN RE-3,H,,3078,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,5,305,5,5,6,6,5,3,5,4,3,63.4
JEFFERSON COUNTY OPEN SECONDARY,1420,JEFFERSON COUNTY R-1,H,MH,6541,0,,7th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,2,0,4,306,6,7,5,6,6,5,5,3,6,72.7
GLOBAL LEADERSHIP ACADEMY,0010,MAPLETON 1,H,EMH,0263,0,,Kindergarten,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,2,0,4,306,2,3,4,3,1,9,9,6,11,48.3
IGNACIO HIGH SCHOOL,1540,IGNACIO 11 JT,H,,4258,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,4,308,4,3,5,5,6,2,1,6,1,82.4
WEST HIGH SCHOOL,0880,DENVER COUNTY 1,H,,9408,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,4,309,2,2,3,2,2,6,8,5,6,50.9
RED HAWK RIDGE ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,7277,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,310,6,6,7,7,6,9,9,9,9,
AVON ELEMENTARY SCHOOL,0910,EAGLE COUNTY RE 50,E,,0471,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,310,6,4,6,5,6,9,11,6,10,
MOUNTAIN VALLEY SENIOR HIGH SCHOOL,2790,MOUNTAIN VALLEY RE 1,H,,6146,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,4,310,5,5,6,4,6,2,2,6,1,71.9
PLATEAU VALLEY ELEMENTARY SCHOOL,1990,PLATEAU VALLEY 50,E,,7024,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,310,6,5,6,5,6,9,11,6,12,
JEFFERSON HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,4422,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,4,311,3,3,5,3,2,6,6,6,5,67.8
ESCUELA TLATELOLCO SCHOOL,0880,DENVER COUNTY 1,H,MH,2789,0,,7th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,2,0,3,312,3,3,1,4,1,9,9,5,12,47.6
COLORADO'S FINEST ALTERNATIVE HIGH SCHOOL,0120,ENGLEWOOD 1,H,,0206,1,,9th Grade,12th Grade,Alternative Ed. Campus,Performance Plan,Deferred to district rating,2,0,3,312,5,6,5,5,6,6,5,6,6,29.8
ROCKY HEIGHTS MIDDLE SCHOOL,0900,DOUGLAS COUNTY RE 1,M,,7448,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,9,313,10,10,9,12,10,6,6,7,6,
JUNE CREEK ELEMENTARY SCHOOL,0910,EAGLE COUNTY RE 50,E,,4838,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,313,5,6,6,3,5,12,13,9,9,
RIFFENBURGH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7350,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,313,9,9,9,9,7,9,10,6,10,
JOHN MALL JUNIOR-SENIOR HIGH SCHOOL,1390,HUERFANO RE-1,H,MH,9212,0,,8th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,2,0,3,314,5,5,5,5,6,6,6,6,5,72.8
ALAMEDA HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,0108,0,,9th Grade,12th Grade,Turnaround Plan,Turnaround Plan,,2,0,2,315,3,3,5,4,3,3,5,3,6,73.5
ACADEMIA ANA MARIE SANDOVAL,0880,DENVER COUNTY 1,E,,6397,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,9,316,6,6,6,6,6,11,10,9,12,
ACE COMMUNITY CHALLENGE CHARTER SCHOOL,0880,DENVER COUNTY 1,H,,1866,1,Charter,8th Grade,10th Grade,Alternative Ed. Campus,Performance Plan,Deferred to district rating,2,0,3,316,1,1,1,1,1,3,4,5,1,0
OTIS ELEMENTARY SCHOOL,3050,OTIS R-3,E,,6582,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,9,316,8,6,9,7,9,9,7,8,10,
KARVAL ONLINE EDUCATION,1810,KARVAL RE-23,H,EMH,4504,0,Online,Kindergarten,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,2,0,3,317,5,6,5,5,5,2,5,1,4,50
AGUILAR JUNIOR-SENIOR HIGH SCHOOL,1620,AGUILAR REORGANIZED 6,H,MH,0066,0,,7th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,Ratings combined across grade levels at district request,2,0,3,318,4,4,5,5,4,6,6,6,6,77.8
CARSON ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,1324,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,318,9,8,9,9,8,10,11,9,8,
MONTBELLO HIGH SCHOOL,0880,DENVER COUNTY 1,H,,5995,0,,9th Grade,12th Grade,Priority Improvement Plan,Turnaround Plan,Deferred to district rating,2,0,3,318,3,3,3,3,2,7,7,6,7,57.9
EXCEL ACADEMY CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,EMH,2799,0,Charter,Kindergarten,12th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,9,318,6,6,6,6,7,6,6,6,6,
EXCEL ACADEMY CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,M,EMH,2799,0,Charter,Kindergarten,12th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,9,318,6,6,6,6,6,6,5,9,7,
NORTH HIGH SCHOOL,0880,DENVER COUNTY 1,H,,6314,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,3,320,3,2,5,3,3,6,5,6,5,58.2
LINCOLN HIGH SCHOOL,2405,FORT MORGAN RE-3,H,,5180,1,,9th Grade,12th Grade,Alternative Ed. Campus,Improvement Plan,,2,0,3,320,3,4,3,5,5,9,9,3,12,34.1
CAMPUS MIDDLE SCHOOL,0130,CHERRY CREEK 5,M,,1566,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,9,321,11,10,9,12,12,7,8,6,9,
PLATTE VALLEY ELEMENTARY SCHOOL,3130,PLATTE VALLEY RE-7,E,,7052,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,322,6,6,6,6,7,9,10,9,9,
CENTRAL HIGH SCHOOL,2690,PUEBLO CITY 60,H,,1454,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,3,322,5,5,5,6,5,2,3,2,3,74.1
DISCOVERY CANYON CAMPUS SCHOOL,1040,ACADEMY 20,M,,2195,0,,Pre-Kindergarten,11th Grade,Performance Plan,Performance Plan,,1,0,9,323,10,11,7,12,10,7,7,6,7,
ARAPAHOE RIDGE ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,0301,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,323,9,8,9,6,9,7,5,7,9,
CHEROKEE TRAIL ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,2233,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,9,323,9,9,9,9,6,9,7,7,12,
WESTMINSTER HIGH SCHOOL,0070,WESTMINSTER 50,H,,9466,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,3,323,5,5,5,5,5,4,5,3,6,62
GARDEN PARK HIGH SCHOOL,1140,CANON CITY RE-1,H,,3211,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,3,324,5,6,5,6,4,5,7,2,6,23.8
NEW HORIZONS DAY SCHOOL,0980,HARRISON 2,H,,6244,1,,6th Grade,12th Grade,Alternative Ed. Campus,Improvement Plan,,2,0,3,325,2,2,3,3,3,6,6,6,7,36.5
WEST MIDDLE SCHOOL,0130,CHERRY CREEK 5,M,,1568,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,9,326,10,10,9,12,10,6,7,6,6,
SOBESKY ACADEMY,1420,JEFFERSON COUNTY R-1,H,,8036,1,,Kindergarten,12th Grade,Alternative Ed. Campus,Improvement Plan,,2,0,2,326,,1,1,1,,1,1,6,1,
KINARD CORE KNOWLEDGE MIDDLE SCHOOL,1550,POUDRE R-1,M,,4698,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,9,326,12,12,9,12,11,6,6,7,6,
AURORA CENTRAL HIGH SCHOOL,0180,ADAMS-ARAPAHOE 28J,H,,1458,0,,9th Grade,12th Grade,Turnaround Plan,Priority Improvement Plan,Approved request to reconsider,2,0,2,327,2,2,4,2,2,6,6,7,6,51.4
CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,0880,DENVER COUNTY 1,H,,5844,1,,9th Grade,12th Grade,Alternative Ed. Campus,Improvement Plan,,2,0,2,327,1,1,1,1,1,3,7,1,6,0.8
FLORENCE CRITTENTON HIGH SCHOOL,0880,DENVER COUNTY 1,H,,3000,1,,6th Grade,12th Grade,Alternative Ed. Campus,Priority Improvement Plan,Deferred to district rating,2,0,2,327,1,2,1,2,1,5,6,2,9,0.5
NEW AMERICA SCHOOL,1420,JEFFERSON COUNTY R-1,H,,6237,1,Charter,9th Grade,12th Grade,Alternative Ed. Campus,Improvement Plan,,2,0,2,327,1,1,1,1,1,5,4,5,6,22
NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,1410,NORTH PARK R-1,M,,6358,0,,6th Grade,12th Grade,Performance Plan,Performance Plan,,1,0,9,328,7,7,6,9,12,8,3,10,9,
AURORA FRONTIER K-8,0180,ADAMS-ARAPAHOE 28J,E,EM,0465,0,,Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,9,329,6,6,7,6,6,7,9,6,8,
AURORA FRONTIER K-8,0180,ADAMS-ARAPAHOE 28J,M,EM,0465,0,,Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,9,329,6,6,6,7,9,12,10,12,9,
BAYFIELD ELEMENTARY SCHOOL,1530,BAYFIELD 10 JT-R,E,,0632,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,329,8,8,9,6,8,8,10,7,6,
COLOROW ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,1790,0,,Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,9,329,8,8,9,7,9,8,9,9,6,
CARBONDALE COMMUNITY CHARTER SCHOOL,1180,ROARING FORK RE-1,E,EM,0429,0,Charter,Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,9,329,9,12,9,10,10,5,6,5,6,
CARBONDALE COMMUNITY CHARTER SCHOOL,1180,ROARING FORK RE-1,M,EM,0429,0,Charter,Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,9,329,9,9,7,10,9,9,6,11,10,
MC LAIN HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,0033,1,,7th Grade,12th Grade,Alternative Ed. Campus,Improvement Plan,,2,0,3,331,5,5,5,6,4,5,6,3,6,43.9
INSIGHT SCHOOL OF COLORADO AT JULESBURG,2862,JULESBURG RE-1,H,,4369,0,Online,9th Grade,12th Grade,Turnaround Plan,Turnaround Plan,,2,0,2,331,4,5,4,4,4,1,5,1,3,21.4
VANTAGE POINT,0020,ADAMS 12 FIVE STAR SCHOOLS,H,,0210,1,,9th Grade,12th Grade,Alternative Ed. Campus,Improvement Plan,,2,0,2,333,2,3,2,2,2,3,5,5,2,40.6
BRIGHTON HERITAGE ACADEMY,0040,BRIGHTON 27J,H,,1021,1,,6th Grade,12th Grade,Alternative Ed. Campus,Improvement Plan,,2,0,2,334,2,3,3,2,3,4,3,5,5,13.5
THE BIJOU SCHOOL,1010,COLORADO SPRINGS 11,H,,0871,1,,10th Grade,12th Grade,Alternative Ed. Campus,Improvement Plan,,2,0,1,335,3,4,3,4,3,5,5,5,5,34.5
WILLIAM (BILL) ROBERTS K-8 SCHOOL,0880,DENVER COUNTY 1,E,EM,9623,0,,Pre-Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,9,335,8,7,9,8,7,9,8,8,8,
WILLIAM (BILL) ROBERTS K-8 SCHOOL,0880,DENVER COUNTY 1,M,EM,9623,0,,Pre-Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,9,335,7,7,6,8,10,13,13,13,9,
SUMMIT RIDGE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,8381,0,,7th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,9,335,9,9,7,9,11,8,6,10,6,
KAPLAN ACADEMY OF COLORADO,1195,GARFIELD RE-2,H,,3325,0,Online,6th Grade,12th Grade,Turnaround Plan,Turnaround Plan,,2,0,1,336,4,5,4,4,4,1,1,3,1,9.5
ADAMS CITY HIGH SCHOOL,0030,ADAMS COUNTY 14,H,,0024,0,,9th Grade,12th Grade,Turnaround Plan,Turnaround Plan,,2,0,1,337,2,3,5,3,2,1,3,3,1,69.8
LESTER R ARNOLD HIGH SCHOOL,0030,ADAMS COUNTY 14,H,,0022,0,,9th Grade,12th Grade,Priority Improvement Plan,Priority Improvement Plan,,2,0,2,338,1,3,1,2,1,3,6,1,6,34.1
DARTMOUTH ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,2114,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,9,338,5,3,6,5,5,10,9,10,10,
PINON VALLEY ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,,6953,0,,Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,9,338,10,10,9,11,8,7,9,6,9,
